particle_id,x,y,vx,vy,time,energy,faug
0,-30743037755677.85,5496264694.6023,1077.863668540842,-0.0215491075644421,2063423411482.4,-3520.525350357755,1.2923603245565114
0,-316915540478719.4,-170290601269.0739,-554.869803493478,-0.2815493785146458,2538565384109.942,-36829.13206094882,1.3033025802081823
1,-52057450709394.08,5284358297.206964,955.0347660136056,-0.0042052135891262,2538565384109.942,-2384.782269726624,1.3033025802081823
0,-612360748295073.8,-319519893653.7361,-466.51026108286146,-0.2348249302562109,3123117714735.799,-37050.82747997355,1.3155732150421815
1,-371629253205702.06,-143037195814.49326,-534.4095663832564,-0.1926990730234441,3123117714735.799,-37542.34602242144,1.3155732150421815
2,-80782444544123.98,6796821539.542177,872.866703822709,0.0013303583037588,3123117714735.799,-1306.45135959849,1.3155732150421815
0,-923466690008586.8,-475731848936.4938,-403.01334090890094,-0.2019179953479322,3842274192010.384,-37050.53661939503,1.329464764526331
1,-718287321606543.5,-267312997842.2655,-441.09239505677806,-0.1574326788956306,3842274192010.384,-37863.85588118846,1.329464764526331
2,-434827954184495.1,-163166469286.56534,-514.1909416230749,-0.1790559482777595,3842274192010.384,-37947.215534658986,1.329464764526331
0,-1254550683359209.0,-641288831890.1669,-348.19637459323917,-0.1737934626506599,4727029947328.75,-37050.28054601155,1.345368705262496
1,-1077025803630813.8,-394937198025.70544,-374.32555781191826,-0.1327797841785989,4727029947328.75,-37863.600823143,1.345368705262496
2,-840444109832408.2,-303362864910.2046,-415.1793655713764,-0.1426743451217194,4727029947328.75,-38404.01373143864,1.345368705262496
0,-1604520028412247.0,-815647079542.0139,-296.93868149646704,-0.1476674801003066,5815517322893.456,-37050.079528997725,1.3638230903873394
1,-1451318161432688.5,-527348701347.8944,-316.2802249231622,-0.1115965726802452,5815517322893.456,-37863.34206957881,1.3638230903873394
2,-1251504923625598.8,-444010017415.9001,-344.7597679302045,-0.117487833229964,5815517322893.456,-38404.090657343855,1.3638230903873394
3,-246763845571161.7,6778596510.189037,701.7608157448961,0.0040927124414926,5815517322893.456,653.7208277789177,1.3638230903873394
0,-1967267380289200.8,-995683400496.0166,-246.53508192493203,-0.1221029495633315,7154649348474.241,-37050.01079675938,1.3855914728797023
1,-1836740720669028.5,-662973603502.6598,-261.49548824920566,-0.0917586086359034,7154649348474.241,-37863.22785126802,1.3855914728797023
2,-1669863844604998.8,-586033388963.7769,-283.0191797414268,-0.095707503789827,7154649348474.241,-38403.9441223854,1.3855914728797023
3,-678546643131363.5,-112660199771.7816,-453.181384309409,-0.0667435597392049,7154649348474.241,-39550.145943578,1.3855914728797023
0,-2332218536828370.0,-1176014400328.8906,-199.18340960480057,-0.098181544905182,8802141659541.008,-37049.99581194736,1.4118014995864945
1,-2222008818192520.8,-797736886780.5732,-209.0232511032111,-0.0728699738198041,8802141659541.008,-37863.20416840221,1.4118014995864945
2,-2085856587435289.5,-726116361538.3147,-224.50889591308464,-0.075258958247375,8802141659541.008,-38403.85958778778,1.4118014995864945
3,-1308993855085557.2,-203806877176.9378,-329.1253910833327,-0.0468383644741018,8802141659541.008,-40756.83677831746,1.4118014995864945
0,-2690699794517947.0,-1352230785980.3462,-156.57569672619502,-0.0767327291103211,10829000000000.014,-37049.995811947374,1.4442037106619423
1,-2596303626638331.0,-927739345929.191,-162.7114337649304,-0.0562823101451786,10829000000000.014,-37863.2041684022,1.4442037106619423
2,-2485696093655623.5,-859481186699.4731,-173.03588955460944,-0.0574007833260784,10829000000000.014,-38403.859587787774,1.4442037106619423
3,-1883200364538436.0,-284441046535.3156,-242.9382398009176,-0.0336314295003166,10829000000000.014,-40866.757080635936,1.4442037106619423
