particle_id,x,y,vx,vy,time,energy,faug
0,-125516862506482.58,929953824464.7437,792.7725622627526,0.561025627011521,3842274192010.384,-3908.839051361836,1.333400489806132
0,-498984683452099.8,-19216542989069.14,-488.19533734750433,-17.182424468804946,4727029947328.75,-42161.260477227814,1.3499100768585808
0,-964115716427228.4,-35414399857635.02,-380.4880263217902,-13.13856297193053,5815517322893.456,-42859.3896390584,1.369143342501569
1,-255243847188228.8,910968085393.7002,689.6374738011001,0.5679868029123224,5815517322893.456,-2731.171586834942,1.369143342501569
0,-1419563709669817.8,-51038194418268.875,-304.63172585246355,-10.383608074035736,7154649348474.241,-42868.86174444292,1.391942016641954
1,-666944641442800.5,-14642895138611.322,-448.1348661652304,-8.679549437324228,7154649348474.241,-43192.48138718636,1.391942016641954
0,-1863419609235905.5,-66069499477034.7,-237.23919971209824,-7.978136032770138,8802141659541.008,-42868.861206689675,1.4195640149388395
1,-1286314815835068.8,-26398537472448.51,-321.23155197741596,-5.991402883246397,8802141659541.008,-44493.75480239252,1.4195640149388395
0,-2277491335632119.5,-79881210013136.66,-175.11476005902526,-5.787384858841421,10829000000000.014,-42868.85997278156,1.453991975950281
1,-1842544365559902.5,-36618368246247.25,-233.18119954655623,-4.214553696722467,10829000000000.014,-44636.97917837239,1.453991975950281
