particle,time,energy,r,potential,impact parameter,v0,v
0,1459.0428421461718,251148.68121218012,1975384821428571.8,-67199.99999999999,1049000102565791.9,708.7294,797.9331816789926
0,1675.2053231292336,251148.68121118893,1970586060111960.5,-67363.44618826764,1049000102565791.9,708.7294,798.1379923289663
0,1923.3930585016874,251148.6812075971,1965078534320488.5,-67551.5242170133,1049000102565791.9,708.7294,798.373603552385
0,2208.3507056806716,251148.6812002217,1958757973941949.2,-67768.01748219262,1049000102565791.9,708.7294,798.6447253721949
0,2535.525860262462,251148.68118744117,1951504915934174.0,-68017.31332821453,1049000102565791.9,708.7294,798.9568129951151
0,2911.1731988593488,251148.68116704284,1943182545908832.2,-68304.50671604878,1049000102565791.9,708.7294,799.3161926085216
0,3342.4740510750166,251148.68113601688,1933634255621125.8,-68635.52394615186,1049000102565791.9,708.7294,799.7302108613488
0,3837.6736865011567,251148.68109027587,1922680889199856.8,-69017.27098469574,1049000102565791.9,708.7294,800.2074132060658
0,4406.238941279583,251148.6810242788,1910117653795901.5,-69457.81215119397,1049000102565791.9,708.7294,800.7577575964816
0,5059.0391976107485,251148.6809305185,1895710677102215.2,-69966.5864939101,1049000102565791.9,708.7294,801.3928717232624
0,5808.554176031473,251148.680798825,1879193207487275.2,-70554.6712127892,1049000102565791.9,708.7294,802.1263641242746
0,6669.1125128713575,251148.680615414,1860261476520600.5,-71235.10411628662,1049000102565791.9,708.7294,802.974202240272
0,7657.165683823434,251148.68036158037,1838570285484044.0,-72023.28045788573,1049000102565791.9,708.7294,803.9551738989757
0,8791.602510283541,251148.68001189604,1813728448903122.2,-72937.44370469169,1049000102565791.9,708.7294,805.0914528382322
0,10094.110260943102,251148.6795317088,1785294349512899.2,-73999.29483432483,1049000102565791.9,708.7294,806.4092935551197
0,11589.58925189068,251148.67887364756,1752772065918685.5,-75234.75025434277,1049000102565791.9,708.7294,807.9398852983932
0,13306.62887121965,251148.67797269812,1715608890035480.2,-76674.88303146341,1049000102565791.9,708.7294,809.7203974263728
0,15278.05412840577,251148.6767392037,1673195672527105.8,-78357.08202160578,1049000102565791.9,708.7294,811.7952435938628
0,17541.553176954578,251148.67504882318,1624872539688678.8,-80326.44899503399,1049000102565791.9,708.7294,814.2175680294023
0,20140.397806800487,251148.67272796785,1569944537582354.8,-82637.4007333949,1049000102565791.9,708.7294,817.0508839250622
0,23124.270680265785,251148.66953247506,1507715520587926.8,-85355.29116126552,1049000102565791.9,708.7294,820.3706000262815
0,26550.215126021485,251148.6651161157,1437555833334069.8,-88557.46701325767,1049000102565791.9,708.7294,824.264680948266
0,30483.725648462794,251148.6589839639,1359033633695609.0,-92332.1359178123,1049000102565791.9,708.7294,828.8314604330318
1,5059.0391976107485,251148.68121218,1975384821428571.8,-67199.99999999999,2029184891820347.5,708.7294,797.9331816789925
1,5808.554176031473,251148.68120645807,1967725626367676.5,-67461.06229095905,2029184891820347.5,708.7294,798.2602877475706
1,6669.1125128713575,251148.68118664267,1959095524157824.0,-67756.4381296573,2029184891820347.5,708.7294,798.630226470674
1,7657.165683823434,251148.6811463109,1949405971100847.5,-68089.62958091774,2029184891820347.5,708.7294,799.0473211609293
1,8791.602510283541,251148.68107716343,1938574511379302.2,-68464.05350374173,2029184891820347.5,708.7294,799.515771677964
1,10094.110260943102,251148.68096820888,1926532593466884.5,-68882.78453954298,2029184891820347.5,708.7294,800.0393309178642
1,11589.58925189068,251148.68080503325,1913237128247453.0,-69348.15604387019,2029184891820347.5,708.7294,800.6208051867044
1,13306.62887121965,251148.68056895176,1898687328126034.8,-69861.15281762998,2029184891820347.5,708.7294,801.2612974387091
1,15278.05412840577,251148.680236079,1882948952478498.0,-70420.50140980966,2029184891820347.5,708.7294,801.9590783149582
