particle_id,x,y,vx,vy,time,energy
0,-117832399198507.52,435021778501.0464,814.391044712107,0.2182934588092665,3842274192010.384,947.17946793366
0,-509776653749117.06,-9396296851253.363,-495.9302701925895,-8.395653512432844,4727029947328.75,-36858.9957037237
1,-171425959222300.12,428027472248.65045,756.8510887612331,0.2596539476561147,4727029947328.75,1333.0252900843625
0,-985073351218545.6,-17366300226194.408,-390.93950110195874,-6.506289969006106,5815517322893.456,-37477.34623884296
1,-591075649587311.5,-8170919782295.89,-475.11227103800775,-5.94448404574827,5815517322893.456,-37685.85135123998
0,-1455702361497956.5,-25153630403956.42,-316.7700606891109,-5.212547116539503,7154649348474.241,-37481.86467350885
1,-1141447616921632.8,-14968571194853.92,-361.9018233486955,-4.423057745325427,7154649348474.241,-38547.41209686054
0,-1921033305980509.5,-32768758406489.355,-251.14918501631985,-4.08626287774487,8802141659541.008,-37481.8485607358
1,-1668172209843558.5,-21352235178261.984,-282.61601618559,-3.396543308820412,8802141659541.008,-38574.81860913264
2,-473463285830878.7,461874338361.6289,613.5842713755624,0.219214648870942,8802141659541.008,3016.3408152851334
0,-2366791393467471.0,-39975183763679.97,-192.67288281240056,-3.093696400226284,10829000000000.014,-37481.84787460629
1,-2166301405852880.0,-27285981250859.414,-212.89020462006812,-2.5114019829475036,10829000000000.014,-38574.87229401151
2,-894082892277624.2,-5888655006379.59,-417.7838619653653,-2.3185726188527354,10829000000000.014,-39001.525685245695
