particle_id,x,y,vx,vy,time,energy
0,-6670197950949.461,-1636749654.82348,-962.2985519930212,-0.2163171776069766,171628083811.6132,-33171.137013812026
0,-39232816892603.01,-8890928880.002268,-766.8010410329862,-0.1704035198709876,211148671707.79855,-36528.040443580714
0,-74928574646192.05,-16817898196.86134,-707.8317678925089,-0.15711067827628,259769616800.62033,-36527.48849720825
0,-115899337924462.28,-25908850283.669727,-665.1337207411,-0.1475477502077214,319586447155.70245,-36527.22809151144
0,-163458507358869.12,-36456865840.91573,-629.4372796728927,-0.1395776053566488,393177225510.5421,-36527.10913838551
0,-218926198750874.3,-48755050442.82539,-597.4303337519609,-0.1324445534413344,483713661940.277,-36527.023163106816
0,-283732546607314.6,-63120386644.85105,-567.5152164780756,-0.1257861210837555,595097812300.4202,-36526.9570015865
0,-359453986341866.4,-79902010597.02585,-538.7770611427959,-0.1193955517301352,732130254051.978,-36526.904067137046
0,-447824755331771.5,-99483834992.08896,-510.624660975504,-0.1131396500174703,900716987727.0834,-36526.86060194851
0,-550729472186031.7,-122282926145.79048,-482.6365914202398,-0.1069237333570983,1108123981340.8296,-36526.82430295422
0,-670173016180295.5,-148742829464.49484,-454.4848380920126,-0.1006742970988034,1363290328431.9043,-36526.79370233232
0,-808218389742115.4,-179319790623.76175,-425.8918772440884,-0.094329304796089,1677213516620.3262,-36526.76786175286
1,-18047938976584.32,119606167.80065566,1221.4834572276422,-0.0013670680463437,1677213516620.3262,-8913.692780327983
0,-966877479789824.8,-214458536248.6317,-396.6032807061798,-0.0878320132579053,2063423411482.4,-36526.74621366119
1,-265892933128005.9,-4165930554.480393,-568.984251846528,-0.0084580084873083,2063423411482.4,-40548.32704712835
0,-1147931877266642.0,-254552558123.64505,-366.367398267112,-0.0811264125147937,2538565384109.942,-36526.728478512116
1,-513597184193310.0,-7833692902.692681,-483.67028311158265,-0.0071408107019537,2538565384109.942,-40717.62106694645
0,-1352649524888824.8,-299881322565.09406,-334.9173628183537,-0.0741532055705581,3123117714735.799,-36526.714624636166
1,-777134625220008.2,-11716409440.797,-422.224050118518,-0.0062093818698406,3123117714735.799,-40717.315796777155
0,-1581345540092257.8,-350512969405.77014,-301.9519212856822,-0.0668455428871493,3842274192010.384,-36526.70485365589
1,-1060801657534772.6,-15881501791.041958,-369.3956760178202,-0.0054158417408187,3842274192010.384,-40717.06944590698
0,-1832708006430647.5,-406154966215.2077,-267.1114437457364,-0.0591236987027168,4727029947328.75,-36526.69960141151
1,-1364980883810333.2,-20334768539.230183,-320.26455966769817,-0.0046821765588737,4727029947328.75,-40716.87573181255
0,-2102866224592992.0,-465947759108.4049,-230.49812610413605,-0.0510103403889554,5815517322893.456,-36526.79722939257
1,-1686552198013288.8,-25029091797.95381,-272.2830281517882,-0.0039687907198171,5815517322893.456,-40716.71646967651
0,-2386919858524734.0,-528803773024.80115,-195.22570067212072,-0.043195385597307,7154649348474.241,-36526.79722939256
1,-2017685805474144.8,-29847394107.801567,-223.7786361223292,-0.0032501516999247,7154649348474.241,-40716.580750963745
0,-2679423632189194.0,-593514852992.8763,-161.17499435721913,-0.0356522904801061,8802141659541.008,-36526.79722939257
1,-2346649416246871.0,-34615138642.56753,-177.87980118539815,-0.0025721395549254,8802141659541.008,-40716.58075096374
0,-2970831411319871.5,-657964550355.26,-127.5282980036518,-0.0281998283397514,10829000000000.014,-36526.79722939256
1,-2661990143051002.5,-39162416266.059654,-135.07913836355877,-0.0019416304993739,10829000000000.014,-40716.580750963745
