particle_id,x,y,vx,vy,time,energy
0,-18048244549295.387,3425647409.4374065,1221.47536530128,-0.0391527252908752,1677213516620.3262,-8914.04218675103
0,-265892554717611.3,-119315969877.09068,-568.9836005968524,-0.2422449333256624,2063423411482.4,-40548.762742366525
0,-513596463767756.6,-224363938792.0707,-483.6695146219124,-0.2045191095040418,2538565384109.942,-40718.05972963995
0,-777133431551409.2,-335568336376.58655,-422.22320340649264,-0.1778420878262683,3123117714735.799,-40717.754463148754
0,-1060799826783982.8,-454860167163.6992,-369.3947532191869,-0.155114328909261,3842274192010.384,-40717.50811075239
0,-1364978199942874.8,-582405485954.2849,-320.26355541835005,-0.1341014425538202,4727029947328.75,-40717.31439551823
0,-1686548370172191.5,-716854761026.1915,-272.2819312729301,-0.1136693712465646,5815517322893.456,-40717.15513203559
0,-2017680281789708.0,-854854674847.3906,-223.77664503839,-0.0930865047687933,7154649348474.241,-40717.19610286309
0,-2346640377456713.0,-991405794170.74,-177.87752248854713,-0.0736674874209845,8802141659541.008,-40717.19610286309
0,-2661976109338531.0,-1121641909083.5618,-135.07648386313224,-0.0556089661185228,10829000000000.014,-40717.19610286309
