particle_id,x,y,vx,vy,time,energy
0,-15021574675863.44,864885989.6339767,1428.6382154404166,-0.0185759597458338,2063423411482.4,11089.142108010476
0,-334871791338395.0,-34265213583.13401,-579.7191594781018,-0.056462300786492,2538565384109.942,-18790.566625989653
0,-646624183696107.5,-64522778066.468376,-496.5500666566471,-0.0480684476751527,3123117714735.799,-18927.24198807577
1,-59551025088147.81,1134582724.9843223,981.797066065015,-0.0011289071166235,3123117714735.799,14911.616668942268
0,-980662569076626.4,-96800036456.78407,-436.5667871496307,-0.0421175572557065,3842274192010.384,-18926.949634231903
1,-463088675021641.8,-31750254833.32833,-539.7575113088377,-0.0347465550025236,3842274192010.384,-19805.69225844828
2,-95321628116465.48,1109862827.2024877,887.3578274931998,6.312726714440068e-05,3842274192010.384,15179.11381019419
0,-1342979328569519.0,-131706507502.55997,-385.141057766066,-0.0370586602080686,4727029947328.75,-18926.727762492665
1,-895016843050030.6,-59404390294.90104,-447.8057303657742,-0.0285524503441548,4727029947328.75,-20097.9949739078
2,-540440345669370.2,-27273900023.225395,-518.2026324499666,-0.0243182139036827,4727029947328.75,-21185.517852767312
0,-1735161768596708.5,-169397040742.0849,-337.490003610976,-0.0323965407138404,5815517322893.456,-18926.57317457319
1,-1344177488477914.5,-87956875505.68826,-381.9309890808926,-0.0242131372700144,5815517322893.456,-20097.7518666525
2,-1044597686204170.0,-50765803657.05419,-420.39415464094736,-0.0194819350270448,5815517322893.456,-21612.093259388945
3,-207199304748256.12,1192004628.7005718,762.9658412602162,0.0005702264878133,5815517322893.456,16787.80351592641
4,-207199463243217.8,1080150452.421964,762.965577356488,0.0005167188250841,5815517322893.456,16787.737959324266
0,-2155146227448916.8,-209664100635.9055,-292.01060083940007,-0.0279644927213086,7154649348474.241,-18925.90989114961
1,-1815451866386008.0,-117760561392.31078,-324.77370221126137,-0.0204901224714566,7154649348474.241,-20097.621141809617
2,-1557830165425630.5,-74453002437.08176,-350.7380323340577,-0.0161266852271001,7154649348474.241,-21612.10663977026
3,3323383030752373.5,-65972254534.30315,2887.20708924062,-0.0575805726367647,7154649348474.241,4128061.3307613977
4,3323376368465932.0,-59781378939.523834,2887.201275637353,-0.0521771777833684,7154649348474.241,4128044.4653750793
0,-2602264680070136.0,-252434184250.3825,-253.21037350680555,-0.0241952271618096,8802141659541.008,-18925.909890909617
1,-2305533844303658.5,-148606689260.2132,-273.67595411416227,-0.0171862040344195,8802141659541.008,-20096.18035456948
2,-2083065767161270.0,-98517152143.85265,-290.08875693077033,-0.0132438714973081,8802141659541.008,-21615.461966042814
3,8071391172692000.0,-160664048203.86,2879.0619462052564,-0.0574186624299349,8802141659541.008,4128061.4114178694
4,8071374827706730.0,-145587238528.7596,2879.056048566303,-0.0520304608480559,8802141659541.008,4128044.398185204
0,-3079717124260622.5,-298007630870.3873,-219.78938030643013,-0.0209572311030386,10829000000000.014,-18925.909890909617
1,-2815706781137276.5,-180575458171.80615,-232.47669375008567,-0.0145373386703131,10829000000000.014,-20096.18035483725
2,-2617635895041493.5,-122841900871.1715,-241.11744040056175,-0.0109367624066036,10829000000000.014,-21615.461965854687
3,1.3903977831045958e+16,-276986516226.53937,2876.6659510794902,-0.0573709500696711,10829000000000.014,4128061.411417858
4,1.3903949520760212e+16,-250993936351.42825,2876.660043710775,-0.0519872255807073,10829000000000.014,4128044.398185191
