particle_id,x,y,vx,vy,time,energy
0,-130655390109072.0,231345618989845.75,687.9448830220872,266.38791144618676,3842274192010.384,59315.29047549676
0,470346510529977.6,353484937670409.4,635.2431751142697,65.03894935324824,4727029947328.75,54675.321737400925
0,1115522721352912.0,397678913549468.25,558.0091347919484,25.05589053072637,5815517322893.456,54457.58154000463
1,-167848186528965.28,195627087475794.84,761.7334755301488,113.15620968831011,5815517322893.456,57429.66332176875
0,1821633573933728.0,418614299109636.1,500.5999256577405,8.563871435394532,7154649348474.241,54457.714027926384
1,733894337761454.8,-54140687601667.1,537.1044857489101,-268.55088324017646,7154649348474.241,44588.919216885464
2,-217783909695501.75,199053922494128.4,764.3080644322398,88.06395708332285,7154649348474.241,59924.3061901156
3,-221997035066569.44,214480159779437.9,754.9650679226376,99.76297052090412,7154649348474.241,60813.92484074697
0,2607061047206696.5,424630817844422.25,457.5688873206848,0.130338167542666,8802141659541.008,54456.67993600628
1,1521561866782417.8,-480039448409960.8,435.3891365532781,-247.7800841515535,8802141659541.008,43963.73489698651
2,817730601627689.1,-282201584385395.9,451.8739622517292,-365.4467602803335,8802141659541.008,43459.453247917
3,841342202059533.5,-196490633786078.2,482.1114366496893,-331.3782415766349,8802141659541.008,45610.09497960564
4,-305468606897920.1,227834562969739.25,736.6237902089226,88.4824196706547,8802141659541.008,60515.08627383161
0,3502868798260071.0,420220483876265.9,429.0803407087856,-3.896721137877884,10829000000000.014,54456.67993611363
1,2336945952563905.5,-958750446036558.8,376.4920638877594,-226.35127699025188,10829000000000.014,43966.99105509257
2,1616261388047725.5,-970863149650487.0,353.17300615594837,-318.14167683743995,10829000000000.014,42676.30219808141
3,1696574274699911.2,-827594441629062.8,379.3565847599698,-293.5477250635537,10829000000000.014,44823.90623635464
4,900943062296912.2,-432103837106571.44,392.1105971266469,-404.3423788959602,10829000000000.014,41959.71196022168
