particle_id,x,y,vx,vy,time,energy
0,-85635050949391.92,22735317787932.02,845.3106169279474,9.614955106861569,3123117714735.799,-3751.849365111266
0,-175605941680615.34,-379032065343461.2,-261.8675060130995,-451.0917923195116,3842274192010.384,-37155.636332031514
1,-125113052253556.1,19534902691569.84,791.604715508221,11.96516480643274,3842274192010.384,-3078.544594639272
0,-384790188249142.2,-732016861195232.5,-216.289523232578,-359.37973330225987,4727029947328.75,-37708.80380183169
1,-350172133421030.44,-347169745268652.7,-375.50018469099706,-323.8446845622249,4727029947328.75,-39520.028105624704
0,-600669402065729.6,-1086714448314700.6,-182.43545307679568,-296.69142369277716,5815517322893.456,-37709.5002797485
1,-710619804460058.2,-653225462408522.6,-296.8333429512003,-248.9913413892477,5815517322893.456,-40244.8859834707
0,-823708069598308.8,-1445973171272261.5,-152.0370140245908,-242.56125199977177,7154649348474.241,-37709.3538866375
1,-1068167555789626.8,-950381810841973.6,-240.7143473048363,-198.29250267140577,7154649348474.241,-40253.92106286777
0,-1049093165842208.0,-1801882395683108.5,-122.76838768731665,-191.75838752400253,8802141659541.008,-37709.332035072715
1,-1421575105534308.2,-1238947623523576.5,-190.54188096072244,-154.13219489261851,8802141659541.008,-40253.914688437784
2,-490483200532729.9,22517167536798.92,599.5826298465836,10.884341887544668,8802141659541.008,-986.615282323939
0,-1270048108032802.5,-2142957036458814.5,-96.74210877216424,-147.4529971383687,10829000000000.014,-37709.332035072715
1,-1758330762746846.5,-1508492769132803.2,-144.6578217076833,-114.45762249694955,10829000000000.014,-40253.91463784945
2,-825556994536757.9,-267226829511315.16,-400.91457953320435,-106.95281271277928,10829000000000.014,-42899.31764006334
