particle_id,x,y,vx,vy,time,energy
0,-41517059798976.71,2579453412552.9233,1124.905780222707,-9.265158960045463,3123117714735.799,27802.637479518307
0,-478527986166955.5,-82784364918339.72,-553.3676087722655,-90.47162844198375,3842274192010.384,-4826.505723870097
0,-925626587582642.6,-155562320006182.12,-467.4712657468915,-75.84476902738082,4727029947328.75,-5026.429281701072
0,-1398528878165345.2,-232107819688202.3,-405.6690465322323,-65.52741201225948,5815517322893.456,-5026.168543471897
1,-170557266248183.7,2856039366022.2983,829.6406418469664,0.7973035008015044,5815517322893.456,32063.29505071853
0,-1904278373286362.5,-313652141356647.9,-352.39891435170085,-56.72158846017691,7154649348474.241,-5026.062275437471
1,-779659347942389.4,-63429363591735.664,-499.7279033678375,-37.44192988702242,7154649348474.241,-5413.142325429726
0,-2444914911799089.5,-400534665404488.06,-307.5928708999697,-49.3614837675127,8802141659541.008,-5026.04928566645
1,-1507301446652200.0,-117463243135124.02,-396.8004971091079,-29.260239302356467,8802141659541.008,-5982.82576212805
0,-3030647742844030.0,-494413823568605.0,-272.85813696935213,-43.68302294729343,10829000000000.014,-5026.049285666464
1,-2233319900606380.0,-170716072869970.97,-325.4710824415611,-23.75730981241074,10829000000000.014,-5985.444516010597
