particle_id,x,y,vx,vy,time,energy
0,-126162078845655.23,13375498831.281614,791.0216248762358,0.0081719018912064,3842274192010.384,-4317.225359678385
0,-498489527861258.5,-275476283674.14215,-487.85237274749426,-0.2463050050481639,4727029947328.75,-42610.875841655434
1,-181327541059818.44,17022828921.074163,737.3502039859791,0.0112371037224904,4727029947328.75,-3674.48720593733
0,-963047198988271.2,-507524449931.6638,-379.83074884877874,-0.1881134165772562,5815517322893.456,-43315.97500916981
1,-577643213114601.8,-310143730897.2904,-467.53733667461063,-0.2257697973509591,5815517322893.456,-43112.7894403814
0,-1417473570810728.2,-731089959888.5916,-303.7743313243319,-0.1484860635764374,7154649348474.241,-43325.99279284824
1,-1115137514107779.0,-565941289188.2301,-350.8629724794564,-0.1649827558322557,7154649348474.241,-44081.95082285562
0,-1859748011083172.0,-945858107597.162,-236.18062576358383,-0.1138767540139703,8802141659541.008,-43325.99401021114
1,-1621783424540074.8,-801863574958.0088,-269.40385839872016,-0.1242063244641921,8802141659541.008,-44127.9302323359
2,-495156701304451.44,17010391602.082111,595.9357234804265,0.0082566448315478,8802141659541.008,-2217.457417072961
0,-2271338458924135.5,-1142664921480.0232,-173.69970633436537,-0.082272753149439,10829000000000.014,-43325.99620437002
1,-2090529771439939.5,-1015634166994.6576,-196.65073829075257,-0.0885592869989538,10829000000000.014,-44128.035354652384
2,-865863559631492.8,-204367279079.16217,-411.3771536454435,-0.0806669777751961,10829000000000.014,-44566.314577886966
