particle_id,x,y,vx,vy,time,energy
0,-52115305634603.95,32235163997.75768,954.630610151544,-0.025455497095982,2538565384109.942,-2438.5195861766115
0,-371552043355007.75,-872085901568.1589,-534.3232723415844,-1.1748818159707728,3123117714735.799,-37602.87495122876
0,-718138728606303.6,-1629754409977.7617,-440.98417863691094,-0.95977257477435,3842274192010.384,-37924.8699676017
0,-1076774863935784.4,-2407768518768.941,-374.2030831692799,-0.8094062920742249,4727029947328.75,-37924.6150878656
1,-173667259310640.5,34868021885.95533,752.355728115162,0.0216014517075391,4727029947328.75,195.80476856703172
0,-1450925959733073.0,-3214886202832.2676,-316.14348831418783,-0.6801996192926576,5815517322893.456,-37924.356258943575
1,-588077733844540.1,-658670232802.0454,-473.4130025027354,-0.4792537031088715,5815517322893.456,-38920.015563421606
0,-1836154702265216.0,-4041480249806.4775,-261.3429316887474,-0.5591937554693104,7154649348474.241,-37924.24190524696
1,-1135564661898949.5,-1205600468883.3733,-359.430149608398,-0.3551929269400559,7154649348474.241,-39805.09430404229
0,-2221150701647275.5,-4862645367815.23,-208.8417101367849,-0.4439487696209292,8802141659541.008,-37923.96652365361
1,-1657796460492300.5,-1717216339378.1912,-279.6610447357218,-0.2715978139227817,8802141659541.008,-39836.048053580795
0,-2595036720747764.5,-5654477241389.638,-162.49009373543063,-0.3427120998340697,10829000000000.014,-37923.9665236536
1,-2149341721939972.0,-2190177265571.3997,-209.2449185074843,-0.1992697755644605,10829000000000.014,-39835.48767224704
