particle_id,x,y,vx,vy,time,energy
0,-85644292466341.33,238158750210.80588,852.7073564734244,0.084785995480243,3123117714735.799,-5085.914019487624
0,-428201188789547.25,-5524372536884.974,-508.24764880245937,-6.065859381231217,3842274192010.384,-42118.95651204149
0,-827598040896545.2,-10252811662021.822,-407.3977871113339,-4.792944680696254,4727029947328.75,-42623.69514698825
0,-1229529603325553.0,-14959031760304.264,-335.8188439479009,-3.9146545023395034,5815517322893.456,-42624.39593103969
0,-1635102379335258.5,-19666565007012.25,-272.88616799183814,-3.1535593566410327,7154649348474.241,-42624.249979489425
0,-2033206755647943.2,-24244822114652.07,-212.70280065806895,-2.4329057517613686,8802141659541.008,-42624.22477515369
1,-495082038017149.75,254378660657.128,595.9957608938695,0.1234636044834624,8802141659541.008,-2199.62963587002
0,-2405992486448757.5,-28482119474706.22,-158.1963222076516,-1.785302912982188,10829000000000.014,-42624.22477515371
1,-865954488434269.9,-3056789232005.8164,-411.3967826094448,-1.2065530611307305,10829000000000.014,-44547.33668582603
2,-681203431315831.8,206544024368.64273,550.1030357394126,0.0853649487040472,10829000000000.014,-1815.4681771289615
