particle_id,x,y,vx,vy,time,energy
0,-55942383333772.95,42936148220.21423,929.101611231834,-0.0182572797338254,2538565384109.942,-6014.711031857296
0,-366485898846083.1,-1122477581319.1736,-528.6715628887738,-1.513158596878322,3123117714735.799,-41618.97260824454
0,-708368903176466.8,-2094942599917.8071,-433.82899830631777,-1.228139966309138,3842274192010.384,-41974.6632479394
1,-126169887432144.08,33710499715.2684,791.0004181136928,0.0205989076141425,3842274192010.384,-4322.149636014423
0,-1060223290832805.6,-3087521464287.709,-366.07323131214184,-1.0293947320947114,4727029947328.75,-41974.422238549625
1,-498478432951503.75,-694256216769.9014,-487.8444578927875,-0.6207391253663591,4727029947328.75,-42616.24072857236
2,-181321665994024.44,45416068189.46835,737.3615055129992,0.0299787121879196,4727029947328.75,-3671.5273024654016
0,-1424980845732804.0,-4110183555348.9214,-307.0368075846198,-0.8583322030845669,5815517322893.456,-41974.158849946034
1,-963025663180390.8,-1279060835224.9243,-379.8199940815046,-0.4740776025975908,5815517322893.456,-43321.42557810647
2,-577650673859185.1,-827470806879.4675,-467.5415057849522,-0.6023590248133258,5815517322893.456,-43109.578195440554
3,-256205855785026.16,46479669762.50683,688.2812771102206,0.029078260823198,5815517322893.456,-3113.810628970299
0,-1797279458354258.8,-5147786254864.192,-251.1496879565091,-0.6977179964957835,7154649348474.241,-41974.03577919371
1,-1417436394243697.0,-1842479763166.8877,-303.76181622489105,-0.374204458236514,7154649348474.241,-43331.45012580474
2,-1115152299343654.4,-1509948507394.0154,-350.8693515868155,-0.440182747733017,7154649348474.241,-44078.672977274175
3,-665821085678864.0,-744384508214.2789,-447.6538951210577,-0.4412379297174212,7154649348474.241,-43605.59869412637
0,-2164043817338295.5,-6162914570638.588,-196.63946788686516,-0.5420414982610406,8802141659541.008,-41973.95879541621
1,-1859688670204104.0,-2383718371772.507,-236.1662534690773,-0.2869780649380675,8802141659541.008,-43331.451364739914
2,-1621809937174716.2,-2139405366080.7231,-269.4116358793758,-0.3313932395606516,8802141659541.008,-44124.63890470418
3,-1284049191167851.8,-1341419491423.852,-320.3892989088798,-0.3039878424612644,8802141659541.008,-44917.879041885884
0,-2510332617824079.0,-7112950268726.723,-147.48899228494244,-0.4024212454495625,10829000000000.014,-41973.95879541622
1,-2271246226802696.0,-2879675954370.3833,-173.68137337245267,-0.2073232253911332,10829000000000.014,-43331.49482114189
2,-2090574185426691.2,-2709769966966.3184,-196.66126800823963,-0.2362905610835725,10829000000000.014,-44124.546524902624
3,-1838318567221497.5,-1859371827497.6624,-232.10052000796156,-0.2133036503462394,10829000000000.014,-45065.25730431041
