particle_id,x,y,vx,vy,time,energy
0,-6645264181658.697,4664500210198.864,1536.6014685810417,-241.80285469245624,1363290328431.9043,-11647.327790860783
0,-144413018411010.1,-169987206178419.22,-402.37747436427816,-435.129667420924,1677213516620.3262,-38483.220471814915
0,-288239065301642.06,-324653760829162.5,-348.492375383403,-373.2274324163916,2063423411482.4,-38607.00393947249
0,-443847627460790.4,-490833062578551.06,-309.18813250528774,-329.39034686977334,2538565384109.942,-38606.693112025634
0,-614191148918659.9,-671931249551252.8,-275.3872027238572,-292.2227608274397,3123117714735.799,-38606.46766437398
0,-800490872303019.0,-869268604232156.0,-244.05731821877495,-258.08005748077653,3842274192010.384,-38606.30517560657
0,-1002478426560146.8,-1082495359687558.6,-213.6453909818844,-225.15148890249395,4727029947328.75,-38606.17442887013
0,-1217896590425734.5,-1309100326493753.8,-183.12998014261208,-192.27813314573044,5815517322893.456,-38606.06174835366
0,-1441585620294325.5,-1543458289185837.0,-152.12278341743007,-159.0155546702626,7154649348474.241,-38605.7816780904
0,-1667308378400692.5,-1778809586522258.2,-123.2672584835917,-128.17565714870625,8802141659541.008,-38605.78167809038
0,-1888419669526510.5,-2007982749155818.0,-96.01974068884334,-99.15452157130066,10829000000000.014,-38605.78167809038
