particle_id,x,y,vx,vy,time,energy
0,-10652285997522.145,-4330132513.044758,-977.7591704361414,-0.3483300950035325,393177225510.5421,-32655.116508623527
0,-80341082739930.02,-28643013961.850098,-699.1661677803497,-0.2427514126017771,483713661940.277,-37946.951562481816
0,-154160301842524.5,-54243028682.15208,-633.4162756182983,-0.2194799946639732,595097812300.4202,-37950.01444562554
0,-237462019173787.03,-83091099490.21733,-585.7937046189147,-0.2027731768577372,732130254051.978,-37949.73887543651
0,-332654965956324.56,-116030312649.92624,-545.7550267961064,-0.1887866343091205,900716987727.0834,-37949.62170642885
0,-441920110063736.56,-153816854528.03284,-509.5840770303581,-0.1761841181086771,1108123981340.8296,-37949.56394965066
0,-567416667759138.2,-197196499856.0941,-475.4795058583997,-0.1643229475378209,1363290328431.9043,-37949.520118799934
0,-711291413407882.1,-246909104922.4768,-442.3889858980773,-0.152829840915018,1677213516620.3262,-37949.48567302257
0,-875596750649436.0,-303660685503.58765,-409.60544430161696,-0.1414552474417623,2063423411482.4,-37949.45818165051
0,-1062122307150370.0,-368065333186.8347,-376.5920032782759,-0.1300105884719498,2538565384109.942,-37949.43632392181
0,-1272114237658624.8,-440548233100.6491,-342.8911506283648,-0.1183358939932406,3123117714735.799,-37949.41945247615
0,-1505833236611306.0,-521192937256.1836,-308.06765498592983,-0.1062796112506979,3842274192010.384,-37949.40738855799
0,-1761872250852292.8,-609505663702.5233,-271.66307564770443,-0.0936826538734385,4727029947328.75,-37949.40032392232
0,-2036119655453157.5,-704057248059.7579,-233.28235326602345,-0.0804082492119706,5815517322893.456,-37949.37652877544
0,-2322356393925496.5,-802690419930.028,-195.85309803077175,-0.0674685810207441,7154649348474.241,-37949.37652877545
0,-2614319821636264.5,-903233780135.5164,-159.99487698296332,-0.0550772179316631,8802141659541.008,-37949.37652877544
0,-2901593727676301.5,-1002081432633.2538,-124.69796783509938,-0.0428847781436278,10829000000000.014,-37949.37652877544
