particle_id,x,y,vx,vy,time,energy
0,-123191735879666.69,665848778253.254,799.1757949118012,0.3825332600944494,3842274192010.384,-2441.4237787739257
0,-502345812377710.75,-13946178251481.455,-490.5991706050173,-12.466966312806225,4727029947328.75,-40561.94342507137
0,-970622017221678.2,-25724321710661.863,-383.713634058634,-9.572745764508111,5815517322893.456,-41235.10400653837
1,-251019362861745.53,581698810949.6274,695.6404749533045,0.3571134932914648,5815517322893.456,-1048.625323534332
0,-1430747160371254.2,-37130950340210.82,-308.3660784148844,-7.597897575706905,7154649348474.241,-41242.7911502071
1,-672733905638704.0,-9507470502668.652,-450.6426030177247,-5.633989286082227,7154649348474.241,-41382.80069307514
0,-1881202860737348.0,-48161581641903.52,-241.51108294573592,-5.875124265646314,8802141659541.008,-41242.78494541613
1,-1297625103000701.8,-17170100897045.346,-325.1712791759859,-3.92172440392909,8802141659541.008,-42636.30294683512
0,-2304966779513716.5,-58392574189747.625,-180.4930401892633,-4.3211894268999576,10829000000000.014,-41242.93528329124
1,-1862836551412548.8,-23891093838162.605,-238.06080584284877,-2.787811635410558,10829000000000.014,-42762.21086409171
