particle_id,x,y,vx,vy,time,energy
0,-201086525078937.7,-71334257080081.58,-954.2384609812412,-319.73534411678213,3842274192010.384,269359.1080776581
0,-969399258521091.0,-327855810205351.75,-825.8704519221012,-275.4190302857515,4727029947328.75,267599.4207229596
0,-1839339692223608.8,-617861851015991.0,-777.6624574507618,-259.1759124449118,5815517322893.456,267599.6028178305
1,-275287957690143.0,-79160952484596.7,-950.84652472637,-255.7842248675597,5815517322893.456,260385.2850858589
0,-2858716525687109.5,-957544703089825.2,-748.9586058257481,-249.54762636793575,7154649348474.241,267599.60644874553
1,-1413595517259911.0,-383861781505254.6,-802.9559616263377,-214.6077166383025,7154649348474.241,258138.34182647656
0,-4077915906319264.0,-1363750012694008.2,-732.989626984494,-244.20297367180177,8802141659541.008,267599.60644874565
1,-2690906497398793.0,-725093789981707.2,-755.5000831862402,-201.7732015151766,8802141659541.008,258140.2457528388
0,-5552269539178562.0,-1854933019465982.5,-722.8647311125227,-240.81868261530033,10829000000000.014,267599.6064487456
1,-4197327704791357.5,-1127365610337727.8,-734.105923309818,-196.01761655509105,10829000000000.014,258140.24575283876
