particle_id,x,y,vx,vy,time,energy
0,-17941338582025.29,-57758133438.05423,-1722.7227743383958,-3.8446734309145656,3842274192010.384,53578.31767610647
0,-654427496750536.9,-1195066632191.1145,-602.6771838031934,-1.0539238214395592,4727029947328.75,39959.93174684321
0,-1262568379935777.0,-2255607682985.084,-523.6756305868736,-0.9113835970505498,5815517322893.456,39876.28748722494
0,-1922939720542712.5,-3403262753759.404,-466.57746007268736,-0.8098865559102651,7154649348474.241,39876.41265610064
1,-113237648247257.95,22106900237.323654,1053.4653317412178,-0.0205630694185307,7154649348474.241,77995.14289717749
0,-2652837739622100.0,-4669036169940.476,-423.9997111003902,-0.7347404984270262,8802141659541.008,39876.50799364621
1,5.786827781959796e+16,-75307546768637.66,36802.351894522515,-47.89058124033464,8802141659541.008,677205406.5681368
2,-190355430423060.62,33804812843.48786,935.8274485731108,-0.0050407032249452,8802141659541.008,78511.5713983503
3,-208126664122452.5,32722233133.925194,904.1595765135394,-0.0010147788342682,8802141659541.008,73685.47562506178
0,-3480146438259558.0,-6101866743064.039,-394.96589246976606,-0.6837374869144333,10829000000000.014,39876.50799364624
1,1.3246138655825248e+17,-172374912032801.75,36802.3168132902,-47.89053558766432,10829000000000.014,677205406.5681171
2,2679291811751355.5,-654824085881.0627,1356.2177538548085,-0.3493950814343167,10829000000000.014,870145.435821399
3,1.0509428255637552e+16,28381519504152.703,5755.040721341521,15.643224396793608,10829000000000.014,16547745.06809
