particle_id,x,y,vx,vy,time,energy
0,-114054401669404.58,-4259938131016.353,-968.1522973368576,-32.0677019316087,3842274192010.384,131901.3542097198
0,-804441181349805.0,-26738158388054.137,-713.2313902614181,-23.126224738509823,4727029947328.75,127116.66935419803
0,-1542121416433999.5,-50632042827877.695,-649.0923034072446,-21.00876275289966,5815517322893.456,127115.42068780778
0,-2378426451146618.0,-77686953243142.02,-604.4444526075619,-19.546806492188814,7154649348474.241,127115.49370335042
1,-139399389907418.48,-2371345206795.4985,-1036.403639483434,-14.775297713114623,7154649348474.241,132729.04382448806
0,-3349178797261224.5,-109072305904880.5,-577.1205579604454,-18.655636946470786,8802141659541.008,127115.49370335048
1,-1362438828864682.8,-19137301018195.062,-659.8995144099774,-8.97705795960799,8802141659541.008,125599.68687397176
2,-100855199485122.66,-1231696892846.4329,-1209.478217499714,-11.49941643128744,8802141659541.008,122259.58314292307
0,-4499122760618515.0,-146240325231837.12,-559.3302663390834,-18.07682031750628,10829000000000.014,127115.49370335044
1,-2622347561427469.0,-36249216221190.06,-593.5280270567887,-8.05267874512299,10829000000000.014,125581.8094119678
2,-1567499965337892.8,-14022584603897.088,-624.8148385168973,-5.379001274003931,10829000000000.014,112360.97653175343
