particle,time,energy,r,potential,impact parameter,v0
0,34361.178005699396,242.0,1975384821428571.8,-67199.99999999999,3.0711820159826196e+16,22.0
0,35323.851012683925,242.29439095286943,1971335205699725.0,-67316.30988116076,3.0711820159826196e+16,22.0
0,36313.49455363045,243.2095767808205,1967201814113841.0,-67434.0016127582,3.0711820159826196e+16,22.0
0,37330.86424305907,244.79572333437682,1962984471622972.8,-67552.99547738192,3.0711820159826196e+16,22.0
0,38376.73686501157,247.1059603383037,1958683165705533.0,-67673.20213457981,3.0711820159826196e+16,22.0
0,39451.910966143,250.19650963185995,1954298064378876.5,-67794.52193076337,3.0711820159826196e+16,22.0
0,40557.20746542943,254.1268135390128,1949829535820568.2,-67916.84417467311,3.0711820159826196e+16,22.0
0,41693.47028095817,258.95966235167,1945278169731792.2,-68040.04637870318,3.0711820159826196e+16,22.0
0,42861.56697427663,264.76131971392897,1940644800586272.8,-68163.99346684951,3.0711820159826196e+16,22.0
0,44062.38941279583,271.60164446829003,1935930532918435.5,-68288.5369506155,3.0711820159826196e+16,22.0
0,45296.85445074953,279.554207272231,1931136768815381.5,-68413.51407488539,3.0711820159826196e+16,22.0
0,46565.90462923326,288.6963999927393,1926265237788432.8,-68538.74693660066,3.0711820159826196e+16,22.0
0,47870.50889585484,299.10953556194727,1921318029211527.2,-68664.0415800344,3.0711820159826196e+16,22.0
0,49211.66334454696,310.8789355845802,1916297627525447.8,-68789.18707361943,3.0711820159826196e+16,22.0
0,50590.391976107494,324.0940025674354,1911206950418615.5,-68913.95457462376,3.0711820159826196e+16,22.0
0,52007.74748004512,338.8482731481199,1906049390206829.2,-69038.09638955012,3.0711820159826196e+16,22.0
0,53464.812038332464,355.2394481490919,1900828858645553.8,-69161.3450399731,3.0711820159826196e+16,22.0
0,54962.69815167431,373.3693946720741,1895549835419007.2,-69283.41234564065,3.0711820159826196e+16,22.0
0,56502.549488927056,393.3441147437261,1890217420559838.8,-69403.98853912349,3.0711820159826196e+16,22.0
0,58085.54176031472,415.27367426027195,1884837391061318.8,-69522.7414290767,3.0711820159826196e+16,22.0
0,59712.88361510949,439.2720851107879,1879416261950066.0,-69639.3156323652,3.0711820159826196e+16,22.0
0,61385.81756446163,465.45713240478653,1873961352090773.2,-69753.33189889652,3.0711820159826196e+16,22.0
0,63105.620930084966,493.9501376837143,1868480854994404.0,-69864.38655702982,3.0711820159826196e+16,22.0
0,64873.60681951825,524.875647834866,1862983914896996.5,-69972.05111192563,3.0711820159826196e+16,22.0
0,66691.12512871357,558.3610381759354,1857480708366402.8,-70075.87203415032,3.0711820159826196e+16,22.0
0,68559.56357270964,594.5360168186453,1851982531677858.5,-70175.3707812594,3.0711820159826196e+16,22.0
