particle,time,energy,r,potential,impact parameter,v0
0,212847.25044755166,968.0,1975384821428571.8,-67199.99999999999,1.2199714552586982e+16,44.0
0,218810.44247149065,961.1232370301732,1928831064471145.5,-67706.89496410434,1.2199714552586982e+16,44.0
0,224940.70106095684,939.463163347551,1882044864607157.5,-68270.76718527425,1.2199714552586982e+16,44.0
0,231242.70680265882,901.3865700943279,1835165798042792.5,-68895.85633220986,1.2199714552586982e+16,44.0
0,237721.2714160141,845.1458387891034,1788360384155299.0,-69586.16646922131,1.2199714552586982e+16,44.0
0,244381.34142700973,768.8889637741231,1741826546672736.2,-70345.19642189862,1.2199714552586982e+16,44.0
0,251228.00194497657,670.6784172678017,1695798624760058.0,-71175.56505181172,1.2199714552586982e+16,44.0
0,258266.4805451856,548.5221289340552,1650552873195548.2,-72078.50449993681,1.2199714552586982e+16,44.0
0,265502.15126021486,400.42060297603894,1606413296725343.8,-73053.19471856345,1.2199714552586982e+16,44.0
0,272940.5386831414,224.43486061968724,1563757520711966.2,-74095.91927420434,1.2199714552586982e+16,44.0
0,280587.3221856877,18.78023333378951,1523022196172869.5,-75199.0403972893,1.2199714552586982e+16,44.0
0,288448.3402545511,-218.04935657612805,1484707166586755.2,-76349.82696571003,1.2199714552586982e+16,44.0
0,296529.59494920814,-487.1236876808107,1449377298060325.2,-77529.22896685057,1.2199714552586982e+16,44.0
0,304837.25648462796,-788.8858867977542,1417660538934390.5,-78710.77869481471,1.2199714552586982e+16,44.0
0,313377.6679423579,-1122.936632819561,1390240528014461.5,-79859.90449207328,1.2199714552586982e+16,44.0
0,322157.35011361033,-1487.809417934055,1367842075486361.0,-80934.03911481364,1.2199714552586982e+16,44.0
0,331183.00647802826,-1880.7645985785493,1351208308347082.8,-81883.93703228433,1.2199714552586982e+16,44.0
0,340461.52832193894,-2297.640360435267,1341069389350703.5,-82656.50947562983,1.2199714552586982e+16,44.0
