particle,time,energy,r,potential,impact parameter,v0
0,78716.9112042524,19602.0,1975384821428571.8,-67199.99999999999,1042867858239170.1,198.0
0,80922.26765614563,19606.712095998082,1947274642358328.5,-67815.50932249274,1042867858239170.1,198.0
0,83189.41003187059,19621.592835477626,1918295213067410.2,-68433.97358514319,1042867858239170.1,198.0
0,85520.06934428902,19647.851338120774,1888420149113256.0,-69053.52420294142,1042867858239170.1,198.0
0,87916.0251028354,19686.832282672447,1857622679862047.8,-69671.93594371552,1042867858239170.1,198.0
0,90379.10667221106,19740.03317721747,1825875750491713.5,-70286.56273405076,1042867858239170.1,198.0
0,92911.19466914417,19809.124237757293,1793152153711224.2,-70894.2607205807,1042867858239170.1,198.0
0,95514.22239828143,19895.971337333292,1759424698591433.0,-71491.29575996139,1042867858239170.1,198.0
0,98190.17732831009,20002.662581110286,1724666425868276.5,-72073.23182315433,1042867858239170.1,198.0
0,100941.10260943102,20131.539176414182,1688850881623613.8,-72634.79593486506,1042867858239170.1,198.0
0,103769.09863335191,20285.23140521995,1651952464560813.8,-73169.71418219325,1042867858239170.1,198.0
0,106676.32463697944,20466.700675294138,1613946866428812.8,-73670.51196387573,1042867858239170.1,198.0
0,109665.00035104563,20679.288831122103,1574811630859263.0,-74128.26995107728,1042867858239170.1,198.0
0,112737.40769492048,20926.776153346378,1534526863448931.2,-74532.32512664028,1042867858239170.1,198.0
0,115895.89251890726,21213.449771820815,1493076136006894.0,-74869.90370315575,1042867858239170.1,198.0
0,119142.86639535036,21544.184566738448,1450447641413571.0,-75125.66966332459,1042867858239170.1,198.0
0,122480.80845992522,21923.7061931715,1406635663070968.5,-75282.98658266236,1042867858239170.1,198.0
0,125912.2673045096,22289.26224695079,1361634348219690.2,-75470.77774723929,1042867858239170.1,198.0
0,129439.8629230931,22596.567197792712,1315421464535120.2,-75788.15071760755,1042867858239170.1,198.0
0,133066.28871219646,22841.828014937608,1267972834401514.0,-76250.95228584846,1042867858239170.1,198.0
0,136794.3135273409,23020.77248174604,1219266446466327.0,-76878.13705216165,1042867858239170.1,198.0
0,140626.78379712935,23128.552619482725,1169283538002607.0,-77692.57879313648,1042867858239170.1,198.0
0,144566.625696557,23159.622374420855,1118010138358961.9,-78722.14027836655,1042867858239170.1,198.0
0,148616.84738120958,23107.580980031475,1065439297336821.6,-80001.0964874843,1042867858239170.1,198.0
0,152780.5412840577,22964.97065746243,1011574347832675.5,-81572.04261868917,1042867858239170.1,198.0
0,157060.88647659603,22723.013123841418,956433758200536.4,-83488.46702552414,1042867858239170.1,198.0
0,161461.1510961327,22371.262910352394,900058475016417.2,-85818.22905292446,1042867858239170.1,198.0
0,165984.69484108573,21897.14862009599,842523246532767.4,-88648.23592064122,1042867858239170.1,198.0
0,170634.97153618548,21285.36537745876,783954442480128.9,-92090.6080481328,1042867858239170.1,198.0
0,175415.53176954575,20541.765409511965,724558694414526.2,-96265.6999596038,1042867858239170.1,198.0
0,180330.0256036147,19670.957547952843,664669885987729.0,-101331.83644624377,1042867858239170.1,198.0
0,185382.20536208036,18645.246685011094,604827609335263.2,-107520.22702388685,1042867858239170.1,198.0
0,190575.92849484697,17429.982967495744,545909284734102.56,-115097.58877056942,1042867858239170.1,198.0
0,195915.1605232883,15983.264732485695,489349716192582.9,-124304.07883109624,1042867858239170.1,198.0
0,201403.9780680049,14258.94306557969,437482376616133.8,-135155.6583848953,1042867858239170.1,198.0
0,207046.57196141605,12218.567189521447,393965852492255.0,-146971.13324668148,1042867858239170.1,198.0
0,212847.25044755166,9860.5404001727,363960020017037.25,-157651.08081507953,1042867858239170.1,198.0
0,218810.44247149065,7263.189574466465,353153947703292.25,-163673.04662825697,1042867858239170.1,198.0
0,224940.70106095684,4597.428363757732,365061848872461.2,-162436.61169200257,1042867858239170.1,198.0
0,231242.70680265882,2058.375602044369,398706895191476.9,-154970.10886799387,1042867858239170.1,198.0
0,237721.2714160141,-226.6909917469311,449654234539743.25,-144620.60504016856,1042867858239170.1,198.0
0,244381.34142700973,-2218.8434260658105,512880742205362.9,-134086.44127477682,1042867858239170.1,198.0
0,251228.00194497657,-3932.785231096961,584449548207963.5,-124587.49787207245,1042867858239170.1,198.0
0,258266.4805451856,-5402.482415996405,661722086665102.8,-116411.39160699883,1042867858239170.1,198.0
0,265502.15126021486,-6663.660940873335,743034148215972.5,-109465.2001697444,1042867858239170.1,198.0
0,272940.5386831414,-7747.648964017222,827353499278286.2,-103551.30666967976,1042867858239170.1,198.0
0,280587.3221856877,-8680.180799934067,914039273297946.5,-98471.54538750231,1042867858239170.1,198.0
0,288448.3402545511,-9481.899440704161,1002691474916679.5,-94057.52698080563,1042867858239170.1,198.0
0,296529.59494920814,-10169.262103738176,1093059902507482.8,-90174.28372329214,1042867858239170.1,198.0
0,304837.25648462796,-10755.410782023202,1184989063453852.8,-86715.85834503098,1042867858239170.1,198.0
0,313377.6679423579,-11250.892709624677,1278384428727761.8,-83599.43740316498,1042867858239170.1,198.0
0,322157.35011361033,-11664.224814757545,1373191382602937.2,-80760.08303554672,1042867858239170.1,198.0
0,331183.00647802826,-12002.326902131972,1469381830647734.2,-78146.51351318504,1042867858239170.1,198.0
0,340461.52832193894,-12270.852255616905,1566945511635049.8,-75717.8705982533,1042867858239170.1,198.0
