particle,time,energy,r,potential,impact parameter,v0
0,231242.70680265882,13122.000000000015,1975384821428571.8,-67199.99999999999,2897819119120515.0,162.0
0,237721.2714160141,13111.418195672231,1909774991173377.5,-67983.87016986997,2897819119120515.0,162.0
0,244381.34142700973,13077.6245899965,1843169031119278.0,-68882.57945711425,2897819119120515.0,162.0
0,251228.00194497657,13017.23427380946,1775692024310571.8,-69911.76577030172,2897819119120515.0,162.0
0,258266.4805451856,12926.404548454011,1707507971065726.5,-71088.92761125704,2897819119120515.0,162.0
0,265502.15126021486,12800.784282601991,1638830494289631.2,-72433.33522083581,2897819119120515.0,162.0
0,272940.5386831414,12635.469148150238,1569936636292094.8,-73965.66742460834,2897819119120515.0,162.0
0,280587.3221856877,12424.9729144718,1501184556097123.5,-75707.16999985499,2897819119120515.0,162.0
0,288448.3402545511,12163.232134494945,1433035993765885.5,-77678.01488827191,2897819119120515.0,162.0
0,296529.59494920814,11843.672519091488,1366084233095929.0,-79894.38076278815,2897819119120515.0,162.0
0,304837.25648462796,11459.381068124043,1301087719999240.0,-82363.59285292648,2897819119120515.0,162.0
0,313377.6679423579,11003.448349097569,1239008045096729.5,-85076.53548572861,2897819119120515.0,162.0
0,322157.35011361033,10469.565964392677,1181048010619252.8,-87996.70508434564,2897819119120515.0,162.0
0,331183.00647802826,9852.971883315622,1128680222086180.0,-91046.15701495975,2897819119120515.0,162.0
0,340461.52832193894,9151.801759601163,1083648909254260.5,-94090.8823665565,2897819119120515.0,162.0
