particle,time,energy,r,potential,impact parameter,v0
0,64873.60681951825,11858.000000000015,1975384821428571.8,-67199.99999999999,2694694500041142.0,154.0
0,66691.12512871357,11860.668748963668,1956017726763721.0,-67665.58887859534,2694694500041142.0,154.0
0,68559.56357270964,11869.051940097706,1936104312109346.2,-68135.80230215666,2694694500041142.0,154.0
0,70480.34874518366,11883.754091415409,1915632212352811.0,-68609.85783620588,2694694500041142.0,154.0
0,72454.94720768661,11905.435855944714,1894589322334038.0,-69086.84173083027,2694694500041142.0,154.0
0,74484.86660939513,11934.819449088463,1872963905836418.0,-69565.69095381531,2694694500041142.0,154.0
0,76571.65683823434,11972.694635356267,1850744724703962.0,-70045.17275679263,2694694500041142.0,154.0
0,78716.9112042524,12019.925331654478,1827921191682740.0,-70523.86144240569,2694694500041142.0,154.0
0,80922.26765614563,12077.456888364715,1804483551262413.8,-71000.11196501438,2694694500041142.0,154.0
0,83189.41003187059,12146.324112873059,1780423093605793.0,-71472.02996337433,2694694500041142.0,154.0
0,85520.06934428902,12227.660102479902,1755732407628477.0,-71937.43779434096,2694694500041142.0,154.0
0,87916.0251028354,12322.70595397512,1730405680458325.5,-72393.83611708695,2694694500041142.0,154.0
0,90379.10667221106,12432.821414538208,1704439051904225.5,-72838.36057534616,2694694500041142.0,154.0
0,92911.19466914417,12559.496531430705,1677831034238584.0,-73267.73315253071,2694694500041142.0,154.0
0,95514.22239828143,12704.364344043352,1650583009598164.8,-73678.2078483921,2694694500041142.0,154.0
0,98190.17732831009,12869.214638141915,1622699819687508.2,-74065.51047140181,2694694500041142.0,154.0
0,100941.10260943102,13056.008744345425,1594190465285284.0,-74424.77259451302,2694694500041142.0,154.0
0,103769.09863335191,13266.895305033715,1565068936360068.8,-74750.46013533427,2694694500041142.0,154.0
0,106676.32463697944,13504.226847790182,1535355197440638.2,-75036.29766831681,2694694500041142.0,154.0
0,109665.00035104563,13770.576877986823,1505076357269079.0,-75275.1905584863,2694694500041142.0,154.0
0,112737.40769492048,14068.757023009719,1474268056650746.8,-75459.1484636081,2694694500041142.0,154.0
0,115895.89251890726,14401.833505741044,1442976113659291.2,-75579.21587217879,2694694500041142.0,154.0
0,119142.86639535036,14773.141868715771,1411258470644235.2,-75625.41837235741,2694694500041142.0,154.0
0,122480.80845992522,15172.819963262053,1379186790136078.5,-75611.5573898915,2694694500041142.0,154.0
0,125912.2673045096,15531.092450711003,1346834849276056.2,-75663.43321452249,2694694500041142.0,154.0
0,129439.8629230931,15835.406796422641,1314278072907795.0,-75804.38196444216,2694694500041142.0,154.0
0,133066.28871219646,16083.234389841513,1281606505043749.0,-76039.28326519197,2694694500041142.0,154.0
0,136794.3135273409,16271.91255793738,1248927843292061.8,-76372.93538187323,2694694500041142.0,154.0
0,140626.78379712935,16398.64933124445,1216370414986925.2,-76809.85801524317,2694694500041142.0,154.0
0,144566.625696557,16460.534841171393,1184086554962278.2,-77354.01322946169,2694694500041142.0,154.0
0,148616.84738120958,16454.56171548406,1152256368358419.5,-78008.42168603382,2694694500041142.0,154.0
0,152780.5412840577,16377.65785170914,1121091810129095.5,-78774.64944943834,2694694500041142.0,154.0
0,157060.88647659603,16226.735449545144,1090840931380000.2,-79652.14327341419,2694694500041142.0,154.0
0,161461.1510961327,15998.760616537751,1061792021962187.2,-80637.40256040115,2694694500041142.0,154.0
0,165984.69484108573,15690.848077046452,1034277211576174.6,-81722.99918414316,2694694500041142.0,154.0
0,170634.97153618548,15300.384318220764,1008674878515469.9,-82896.49895899415,2694694500041142.0,154.0
0,175415.53176954575,14849.871969003318,985409974104699.5,-84114.71289669294,2694694500041142.0,154.0
0,180330.0256036147,14365.734759519473,964951150740124.8,-85324.24409209339,2694694500041142.0,154.0
0,185382.20536208036,13848.68104535059,947803474650329.6,-86491.02634327322,2694694500041142.0,154.0
0,190575.92849484697,13300.44020613977,934495647879635.1,-87574.39044028746,2694694500041142.0,154.0
0,195915.1605232883,12723.93700660384,925561209177358.8,-88528.90725811603,2694694500041142.0,154.0
0,201403.9780680049,11987.510351482735,922103656882655.2,-89281.16514764163,2694694500041142.0,154.0
0,207046.57196141605,11497.84440749322,925255669926107.8,-89754.76831567386,2694694500041142.0,154.0
0,212847.25044755166,11286.912077989444,935494104527368.9,-89909.31612496512,2694694500041142.0,154.0
0,218810.44247149065,11365.555864790891,953151115962382.2,-89724.01689672738,2694694500041142.0,154.0
0,224940.70106095684,11720.532700985947,978396125285286.2,-89200.51858755136,2694694500041142.0,154.0
0,231242.70680265882,12315.715778466532,1011235617093871.6,-88361.63876822095,2694694500041142.0,154.0
0,237721.2714160141,13096.916918348521,1051529429569062.1,-87246.56527488408,2694694500041142.0,154.0
0,244381.34142700973,13998.744080059521,1099018481364106.4,-85904.15527424125,2694694500041142.0,154.0
0,251228.00194497657,14951.672026381595,1153357302408431.2,-84386.20124631922,2694694500041142.0,154.0
0,258266.4805451856,15887.996260796266,1214145418894735.2,-82742.03776727087,2694694500041142.0,154.0
0,265502.15126021486,16746.118175254946,1280953702887276.2,-81015.07179481648,2694694500041142.0,154.0
0,272940.5386831414,17473.250259062057,1353344108157009.8,-79241.15036429792,2694694500041142.0,154.0
0,280587.3221856877,18026.947744602192,1430883009038933.8,-77448.31836783551,2694694500041142.0,154.0
0,288448.3402545511,18375.897796348625,1513149381486784.2,-75657.43835391427,2694694500041142.0,154.0
0,296529.59494920814,18500.256062936853,1599739409968374.2,-73883.22757463284,2694694500041142.0,154.0
0,304837.25648462796,18391.63855462591,1690268997841905.0,-72135.4061767028,2694694500041142.0,154.0
0,313377.6679423579,18052.738404728778,1784375320366058.5,-70419.77977166112,2694694500041142.0,154.0
0,322157.35011361033,17496.48117266326,1881718146335468.0,-68739.17477223619,2694694500041142.0,154.0
0,331183.00647802826,16862.52086626485,1981981265784252.2,-66976.34447491796,2694694500041142.0,154.0
0,340461.52832193894,17639.036936423377,2084874054470286.2,-63670.92521266344,2694694500041142.0,154.0
1,195915.1605232883,11858.0,1975384821428571.8,-67199.99999999999,4384892859592019.5,154.0
1,201403.9780680049,11853.32074397181,1940958713347799.0,-67542.86967304334,4384892859592019.5,154.0
1,207046.57196141605,11838.824526028344,1907202372691521.2,-67910.44956887703,4384892859592019.5,154.0
1,212847.25044755166,11813.842433289668,1874317111311328.5,-68301.6072638046,4384892859592019.5,154.0
1,218810.44247149065,11777.748445649195,1842529220548668.8,-68714.3383306062,4384892859592019.5,154.0
1,224940.70106095684,11729.986289777895,1812091613247127.0,-69145.56345157485,4384892859592019.5,154.0
1,231242.70680265882,11670.102119062605,1783285069362146.0,-69590.91125151869,4384892859592019.5,154.0
1,237721.2714160141,11597.783249161177,1756418868368105.8,-70044.49988104837,4384892859592019.5,154.0
1,244381.34142700973,11512.902721518927,1731830548747594.5,-70498.73764059611,4384892859592019.5,154.0
1,251228.00194497657,11415.568794652398,1709884502937005.8,-70944.17110296787,4384892859592019.5,154.0
1,258266.4805451856,11306.177566336133,1690969107716372.5,-71369.41695630067,4384892859592019.5,154.0
1,265502.15126021486,11185.465848680498,1675492120682231.2,-71761.21893153398,4384892859592019.5,154.0
1,272940.5386831414,11054.56026545295,1663874159089362.0,-72104.67065433976,4384892859592019.5,154.0
1,280587.3221856877,10915.017519714587,1656540229560063.5,-72383.63575543891,4384892859592019.5,154.0
1,288448.3402545511,10768.850175285552,1653909496266338.5,-72581.37567239854,4384892859592019.5,154.0
1,296529.59494920814,10618.532428440609,1656383743140421.0,-72681.36342910009,4384892859592019.5,154.0
1,304837.25648462796,10466.98147913815,1664335262000104.8,-72668.2225430167,4384892859592019.5,154.0
1,313377.6679423579,10317.512325430042,1678095123565342.5,-72528.69285364744,4384892859592019.5,154.0
1,322157.35011361033,10173.766894364395,1697942896602004.8,-72252.50103743482,4384892859592019.5,154.0
1,331183.00647802826,10039.62186796141,1724098821648942.5,-71833.01322508708,4384892859592019.5,154.0
1,340461.52832193894,9919.082631007666,1756719207085384.2,-71267.57478313331,4384892859592019.5,154.0
