particle,time,energy,r,potential,impact parameter,v0
0,122480.80845992522,288.0,1975384821428571.8,-67199.99999999999,1.1918517670450936e+16,24.0
0,125912.2673045096,297.5737435393239,1938794425861320.0,-67749.2698152516,1.1918517670450936e+16,24.0
0,129439.8629230931,327.9087621220533,1901133412921058.0,-68270.1935165144,1.1918517670450936e+16,24.0
0,133066.28871219646,381.64095349193667,1862386752224333.2,-68755.76104381312,1.1918517670450936e+16,24.0
0,136794.3135273409,461.72303079775884,1822543134331790.8,-69197.77489069576,1.1918517670450936e+16,24.0
0,140626.78379712935,571.4661876403115,1781596005825328.2,-69586.6469835777,1.1918517670450936e+16,24.0
0,144566.625696557,714.5875206265919,1739544850214861.5,-69911.16175103867,1.1918517670450936e+16,24.0
0,148616.84738120958,892.1208925233805,1696396678992441.5,-70164.31444608605,1.1918517670450936e+16,24.0
0,152780.5412840577,1038.3205522180506,1652156145259314.2,-70469.18327543665,1.1918517670450936e+16,24.0
0,157060.88647659603,1123.2664553948707,1606811911350371.8,-70886.01239329792,1.1918517670450936e+16,24.0
0,161461.1510961327,1143.7251455016813,1560353331611004.5,-71425.16136602205,1.1918517670450936e+16,24.0
0,165984.69484108573,1096.1563005702192,1512773691331594.5,-72098.52613501457,1.1918517670450936e+16,24.0
0,170634.97153618548,976.6663570735545,1464071438157056.5,-72919.83366138826,1.1918517670450936e+16,24.0
0,175415.53176954575,805.6440039501613,1414251802415638.2,-73880.30858935704,1.1918517670450936e+16,24.0
0,180330.0256036147,606.319460171726,1363328946259367.5,-74970.48007468687,1.1918517670450936e+16,24.0
0,185382.20536208036,374.85217607980303,1311328838128767.0,-76210.53365653288,1.1918517670450936e+16,24.0
0,190575.92849484697,106.77972375502577,1258293130719802.8,-77624.3813667888,1.1918517670450936e+16,24.0
0,195915.1605232883,-203.0803661402315,1204284438868547.2,-79240.35430080636,1.1918517670450936e+16,24.0
0,201403.9780680049,-560.7633194435766,1149393585028159.8,-81091.97808885878,1.1918517670450936e+16,24.0
0,207046.57196141605,-973.3114385559456,1093749626745600.4,-83218.74236279337,1.1918517670450936e+16,24.0
0,212847.25044755166,-1448.9477363249753,1037533830589094.2,-85666.68696128884,1.1918517670450936e+16,24.0
0,218810.44247149065,-1997.2592185334652,980999236938530.8,-88488.4263530535,1.1918517670450936e+16,24.0
0,224940.70106095684,-2629.3649495430436,924498071539801.5,-91741.8508950169,1.1918517670450936e+16,24.0
0,231242.70680265882,-3358.0142777386063,868519911319371.5,-95486.04606579976,1.1918517670450936e+16,24.0
0,237721.2714160141,-4197.505251299255,813743847249258.5,-99771.78851287602,1.1918517670450936e+16,24.0
0,244381.34142700973,-5163.217409598423,761106898971999.5,-104622.24520856419,1.1918517670450936e+16,24.0
0,251228.00194497657,-6270.407052022056,711886250138127.4,-109997.81021190499,1.1918517670450936e+16,24.0
0,258266.4805451856,-7531.748018322294,667779936674174.6,-115740.08855484196,1.1918517670450936e+16,24.0
0,265502.15126021486,-8953.080629619159,630943706544744.5,-121501.09257850453,1.1918517670450936e+16,24.0
0,272940.5386831414,-10527.377302019057,603902793739455.1,-126695.00106224517,1.1918517670450936e+16,24.0
0,280587.3221856877,-12228.591218648464,589239159625023.2,-130554.09075424922,1.1918517670450936e+16,24.0
0,288448.3402545511,-14009.430564744005,589035162084919.8,-132361.1818597222,1.1918517670450936e+16,24.0
0,296529.59494920814,-15807.352906813248,604270458044698.1,-131780.24829765805,1.1918517670450936e+16,24.0
0,304837.25648462796,-17558.130738759253,634537054246292.5,-129027.24251830575,1.1918517670450936e+16,24.0
0,313377.6679423579,-19209.729802072194,678271348267738.5,-124721.72358500703,1.1918517670450936e+16,24.0
0,322157.35011361033,-20729.188303424147,733314241525424.2,-119573.73516580726,1.1918517670450936e+16,24.0
0,331183.00647802826,-22101.57791486173,797447451100545.0,-114154.53218706763,1.1918517670450936e+16,24.0
0,340461.52832193894,-23324.911968852306,868712459381534.5,-108829.42437899117,1.1918517670450936e+16,24.0
