particle,time,energy,r,potential,impact parameter,v0
0,201403.9780680049,3361.9999999999854,1975384821428571.8,-67199.99999999999,5207079022207347.0,82.0
0,207046.57196141605,3354.3799613160227,1920899782658704.5,-67763.67658671681,5207079022207347.0,82.0
0,212847.25044755166,3330.138286949179,1865387623790883.8,-68404.67518530857,5207079022207347.0,82.0
0,218810.44247149065,3287.0035263192403,1808897234803638.5,-69132.97124494475,5207079022207347.0,82.0
0,224940.70106095684,3222.410912721738,1751494488231455.0,-69959.84056770636,5207079022207347.0,82.0
0,231242.70680265882,3133.4648432711547,1693266496409245.8,-70897.97017489522,5207079022207347.0,82.0
0,237721.2714160141,3016.898775510679,1634327018548742.8,-71961.52916520141,5207079022207347.0,82.0
0,244381.34142700973,2869.0341705785395,1574823340305891.8,-73166.15809686772,5207079022207347.0,82.0
0,251228.00194497657,2685.7415995683114,1514945027110719.8,-74528.80878038201,5207079022207347.0,82.0
0,258266.4805451856,2462.4095387765847,1454935033182800.5,-76067.32538480299,5207079022207347.0,82.0
0,265502.15126021486,1321.849990558083,1395479238585655.2,-77789.88680232619,5207079022207347.0,82.0
0,272940.5386831414,56.77615004910331,1337447254802161.0,-79695.65192453016,5207079022207347.0,82.0
0,280587.3221856877,-1325.6809552452905,1281498926916159.8,-81782.33984729006,5207079022207347.0,82.0
0,288448.3402545511,-2806.222199839307,1228430664424918.0,-84034.51856423452,5207079022207347.0,82.0
0,296529.59494920814,-4348.656804086655,1179183922351037.2,-86417.57187233158,5207079022207347.0,82.0
0,304837.25648462796,-5895.965021542768,1134836768758442.2,-88871.3789196242,5207079022207347.0,82.0
0,313377.6679423579,-7370.252034764999,1096563292360804.5,-91305.95716085489,5207079022207347.0,82.0
0,322157.35011361033,-8682.211156861697,1065538154080653.5,-93603.2020285962,5207079022207347.0,82.0
0,331183.00647802826,-9758.189884608611,1042753768357762.6,-95630.56549929247,5207079022207347.0,82.0
0,340461.52832193894,-10592.460554728532,1028699339181666.1,-97272.85427554537,5207079022207347.0,82.0
1,258266.4805451856,3361.9999999999854,1975384821428571.8,-67199.99999999999,2148164989410728.2,82.0
1,265502.15126021486,3346.8981237013213,1891826777146777.5,-68325.54876272459,2148164989410728.2,82.0
1,272940.5386831414,3297.8202598747594,1805411238375063.0,-69666.39539683858,2148164989410728.2,82.0
1,280587.3221856877,3208.1708967576997,1715964137986490.0,-71271.49402676964,2148164989410728.2,82.0
1,288448.3402545511,3069.801188122816,1623285228575569.5,-73205.20853683676,2148164989410728.2,82.0
1,296529.59494920814,2872.4979829890653,1527141231092096.0,-75553.95804201126,2148164989410728.2,82.0
1,304837.25648462796,2603.2413118950644,1427256598191991.2,-78436.66690229537,2148164989410728.2,82.0
1,313377.6679423579,2245.0902869558195,1323300894649860.2,-82021.845728163,2148164989410728.2,82.0
1,322157.35011361033,1775.446755696219,1214871367177785.0,-86556.81958249703,2148164989410728.2,82.0
1,331183.00647802826,1163.2226318207686,1101468788682794.1,-92420.57051250743,2148164989410728.2,82.0
1,340461.52832193894,363.9526493229496,982464589321076.8,-100225.91410862212,2148164989410728.2,82.0
