particle,time,energy,r,potential,impact parameter,v0
0,34361.178005699396,9522.0,1975384821428571.8,-67199.99999999999,5363911261356904.0,138.0
0,35323.851012683925,9522.250782362084,1971936902960624.8,-67299.01610622928,5363911261356904.0,138.0
0,36313.49455363045,9523.02862910583,1968433489067037.8,-67398.73037795768,5363911261356904.0,138.0
0,37330.86424305907,9524.37325039685,1964875859364237.0,-67499.03891566249,5363911261356904.0,138.0
0,38376.73686501157,9526.326339856983,1961265532962800.5,-67599.82797854589,5363911261356904.0,138.0
0,39451.910966143,9528.931614061235,1957604290201044.8,-67700.97340104857,5363911261356904.0,138.0
0,40557.20746542943,9532.234844358565,1953894196084701.8,-67802.33999384323,5363911261356904.0,138.0
0,41693.47028095817,9536.283879369003,1950137625552742.8,-67903.78093195001,5363911261356904.0,138.0
0,42861.56697427663,9541.128656291345,1946337290695685.8,-68005.13713328479,5363911261356904.0,138.0
0,44062.38941279583,9546.821198881487,1942496270058831.2,-68106.23663175778,5363911261356904.0,138.0
0,45296.85445074953,9553.415599691652,1938618040168810.5,-68206.8939499285,5363911261356904.0,138.0
0,46565.90462923326,9560.967983828697,1934706509427302.2,-68306.90947727708,5363911261356904.0,138.0
0,47870.50889585484,9569.536451144173,1930766054520767.2,-68406.06886132668,5363911261356904.0,138.0
0,49211.66334454696,9579.18099337614,1926801559499219.0,-68504.14242019868,5363911261356904.0,138.0
0,50590.391976107494,9589.963382334376,1922818457680229.8,-68600.88458669667,5363911261356904.0,138.0
0,52007.74748004512,9601.947024748413,1918822776536248.8,-68696.03339571547,5363911261356904.0,138.0
0,53464.812038332464,9615.196778887272,1914821185723499.2,-68789.31002866653,5363911261356904.0,138.0
0,54962.69815167431,9629.778727496523,1910821048408911.5,-68880.41843071695,5363911261356904.0,138.0
0,56502.549488927056,9645.75990100173,1906830476047141.0,-68969.04501894605,5363911261356904.0,138.0
0,58085.54176031472,9663.207944271882,1902858386752350.0,-69054.85850205565,5363911261356904.0,138.0
0,59712.88361510949,9682.190719548671,1898914567398305.8,-69137.50983499998,5363911261356904.0,138.0
0,61385.81756446163,9702.775837419598,1895009739564937.2,-69216.63233482232,5363911261356904.0,138.0
0,63105.620930084966,9725.030106938066,1891155629428941.0,-69291.84198708812,5363911261356904.0,138.0
0,64873.60681951825,9749.018895211979,1887365041669501.8,-69362.73797551509,5363911261356904.0,138.0
0,66691.12512871357,9774.80538596549,1883651937426788.5,-69428.90347070717,5363911261356904.0,138.0
0,68559.56357270964,9802.44972577419,1880031516309596.0,-69489.90671718499,5363911261356904.0,138.0
0,70480.34874518366,9832.008045881696,1876520302398256.0,-69545.30246109756,5363911261356904.0,138.0
0,72454.94720768661,9863.531346755815,1873136234128678.5,-69594.63376395385,5363911261356904.0,138.0
0,74484.86660939513,9897.064231868659,1869898757872004.5,-69637.434250271,5363911261356904.0,138.0
0,76571.65683823434,9932.64347661921,1866828924940775.5,-69673.2308389947,5363911261356904.0,138.0
0,78716.9112042524,9970.296417903039,1863949491655842.5,-69701.54700967793,5363911261356904.0,138.0
0,80922.26765614563,10010.039149636257,1861285021997619.2,-69721.90665440513,5363911261356904.0,138.0
0,83189.41003187059,10051.874509600675,1858861992240194.0,-69733.83856502248,5363911261356904.0,138.0
0,85520.06934428902,10095.789843388178,1856708896827122.0,-69736.88160199803,5363911261356904.0,138.0
0,87916.0251028354,10141.754532040737,1854856354593718.5,-69730.5905858104,5363911261356904.0,138.0
0,90379.10667221106,10189.717271310525,1853337214273339.8,-69714.5429437316,5363911261356904.0,138.0
0,92911.19466914417,10239.603092388803,1852186658046323.8,-69688.34613381425,5363911261356904.0,138.0
0,95514.22239828143,10291.310116554101,1851442301702627.8,-69651.64585343805,5363911261356904.0,138.0
0,98190.17732831009,10344.706039591561,1851144289796861.5,-69604.13502156192,5363911261356904.0,138.0
0,100941.10260943102,10399.624346079814,1851335383982497.0,-69545.56350167007,5363911261356904.0,138.0
