particle,time,energy,r,potential,impact parameter,v0
0,244381.34142700973,4049.999999999971,1975384821428571.8,-67199.99999999999,4826446943416873.0,90.0
0,251228.00194497657,4038.7548726329696,1909394519422589.8,-68033.37768087981,4826446943416873.0,90.0
0,258266.4805451856,4002.7969624429243,1842240291941953.8,-68991.572832964,4826446943416873.0,90.0
0,265502.15126021486,3938.4340661326423,1774016795951969.0,-70092.61210126194,4826446943416873.0,90.0
0,272940.5386831414,3841.440770227753,1704852174114599.0,-71357.09898954681,4826446943416873.0,90.0
0,280587.3221856877,3706.9848450275604,1634917919690699.5,-72808.36607317367,4826446943416873.0,90.0
0,288448.3402545511,3529.551835235834,1564441876779279.2,-74472.42920573342,4826446943416873.0,90.0
0,296529.59494920814,3302.8757576884527,1493725369295857.5,-76377.54946965733,4826446943416873.0,90.0
0,304837.25648462796,3019.8909213015722,1423165674371602.8,-78553.072263097,4826446943416873.0,90.0
0,313377.6679423579,2672.731742244243,1353285193416863.0,-81027.0015407883,4826446943416873.0,90.0
0,322157.35011361033,2252.8263560857013,1284768518954207.2,-83821.46645437188,4826446943416873.0,90.0
0,331183.00647802826,1751.1580412244512,1218507710277920.0,-86944.879449709,4826446943416873.0,90.0
0,340461.52832193894,1158.8056399674097,1155653659286041.2,-90379.34401845203,4826446943416873.0,90.0
