particle,time,energy,r,potential,impact parameter,v0
0,66691.12512871357,12482.000000000015,1975384821428571.8,-67199.99999999999,2977155568673994.5,158.0
0,68559.56357270964,12484.675107730116,1956501383048251.0,-67648.56284189402,2977155568673994.5,158.0
0,70480.34874518366,12493.071632576059,1937109700750508.0,-68100.4252647828,2977155568673994.5,158.0
0,72454.94720768661,12507.783576938498,1917200800850513.8,-68554.71690070468,2977155568673994.5,158.0
0,74484.86660939513,12529.458104604826,1896766310264922.5,-69010.43374966818,2977155568673994.5,158.0
0,76571.65683823434,12558.80032613421,1875798603316884.0,-69466.42131021114,2977155568673994.5,158.0
0,78716.9112042524,12596.578509595085,1854290973080613.8,-69921.35568055208,2977155568673994.5,158.0
0,80922.26765614563,12643.62974510355,1832237831339229.8,-70373.72242845088,2977155568673994.5,158.0
0,83189.41003187059,12700.866089306859,1809634941929398.2,-70821.79302847979,2977155568673994.5,158.0
0,85520.06934428902,12769.281211571215,1786479693066948.0,-71263.59867700742,2977155568673994.5,158.0
0,87916.0251028354,12849.957556383,1762771415206809.2,-71696.90132341303,2977155568673994.5,158.0
0,90379.10667221106,12944.07402520391,1738511752108595.0,-72119.16180875241,2977155568673994.5,158.0
0,92911.19466914417,13052.914164292626,1713705094075215.0,-72527.50509116732,2977155568673994.5,158.0
0,95514.22239828143,13177.874820790967,1688359083824610.2,-72918.68267577891,2977155568673994.5,158.0
0,98190.17732831009,13320.475195089763,1662485207157679.2,-73289.03257599249,2977155568673994.5,158.0
0,100941.10260943102,13482.366169655303,1636099482503407.8,-73634.43744052609,2977155568673994.5,158.0
0,103769.09863335191,13665.339728630817,1609223265542543.5,-73950.28192248504,2977155568673994.5,158.0
0,106676.32463697944,13871.33819280118,1581884187393994.0,-74231.4109910043,2977155568673994.5,158.0
0,109665.00035104563,14102.462873541182,1554117247206759.5,-74472.09175309108,2977155568673994.5,158.0
0,112737.40769492048,14360.981587902628,1525966082278540.5,-74665.9825384546,2977155568673994.5,158.0
0,115895.89251890726,14649.334263803103,1497484440755197.2,-74806.11459211503,2977155568673994.5,158.0
0,119142.86639535036,14970.135586204924,1468737883129988.2,-74884.89381588573,2977155568673994.5,158.0
0,122480.80845992522,15326.173277742957,1439805738505305.2,-74894.13269343246,2977155568673994.5,158.0
0,125912.2673045096,15700.38942443188,1410781996701091.2,-74859.98832466875,2977155568673994.5,158.0
0,129439.8629230931,16028.36879656167,1381762275652838.2,-74892.39067403965,2977155568673994.5,158.0
0,133066.28871219646,16303.078276067958,1352847734154667.2,-75002.62184071806,2977155568673994.5,158.0
0,136794.3135273409,16522.33269839172,1324155829047328.0,-75193.12519569593,2977155568673994.5,158.0
0,140626.78379712935,16683.885797028997,1295822634417220.8,-75465.84408540084,2977155568673994.5,158.0
0,144566.625696557,16785.447085557636,1268005136299187.5,-75821.99894049147,2977155568673994.5,158.0
0,148616.84738120958,16824.70541423159,1240883591469493.0,-76261.81095038418,2977155568673994.5,158.0
0,152780.5412840577,16799.3610890072,1214663836244484.2,-76784.16913046027,2977155568673994.5,158.0
0,157060.88647659603,16707.1679663283,1189579373650908.5,-77386.24423210305,2977155568673994.5,158.0
0,161461.1510961327,16545.986599207477,1165892996432225.0,-78063.06333855823,2977155568673994.5,158.0
0,165984.69484108573,16313.849683070672,1143897623054857.2,-78807.07360234755,2977155568673994.5,158.0
0,170634.97153618548,16009.03888905498,1123915944212121.2,-79607.74524162321,2977155568673994.5,158.0
0,175415.53176954575,15654.862317440377,1106298416919944.5,-80426.59616580466,2977155568673994.5,158.0
0,180330.0256036147,15278.371741269933,1091419130760548.0,-81218.49118314989,2977155568673994.5,158.0
0,185382.20536208036,14880.619484728668,1079669142776848.1,-81961.71818309341,2977155568673994.5,158.0
0,190575.92849484697,14463.279632452293,1071447070522676.2,-82632.10689654094,2977155568673994.5,158.0
0,195915.1605232883,14028.71572201165,1067147067408310.1,-83204.15298235837,2977155568673994.5,158.0
0,201403.9780680049,13579.996579965678,1067144763613613.6,-83652.6072824866,2977155568673994.5,158.0
0,207046.57196141605,13120.863468785305,1071782266048113.2,-83954.37757690808,2977155568673994.5,158.0
0,212847.25044755166,12655.64317216567,1081353742097377.9,-84090.48975135852,2977155568673994.5,158.0
0,218810.44247149065,12189.10978471303,1096093309145359.4,-84047.78324204125,2977155568673994.5,158.0
0,224940.70106095684,11726.307036003927,1116166796746422.8,-83820.02569649598,2977155568673994.5,158.0
0,231242.70680265882,11272.350441706614,1141668425007743.2,-83408.23641588312,2977155568673994.5,158.0
0,237721.2714160141,10832.232117898486,1172622666732360.5,-82820.17928696921,2977155568673994.5,158.0
0,244381.34142700973,10410.649651325904,1208990743652470.5,-82069.16472760611,2977155568673994.5,158.0
0,251228.00194497657,10011.874649664474,1250680569558635.8,-81172.42587962942,2977155568673994.5,158.0
0,258266.4805451856,10648.259335849594,1298095504099723.5,-80133.76563958282,2977155568673994.5,158.0
0,265502.15126021486,11273.17559659906,1351559790671292.2,-78962.10198467717,2977155568673994.5,158.0
0,272940.5386831414,11813.254262802671,1410778340138429.8,-77684.4217450632,2977155568673994.5,158.0
0,280587.3221856877,12180.465681702335,1475388225664783.8,-76326.79173440696,2977155568673994.5,158.0
0,288448.3402545511,12267.73112801832,1544952631992262.2,-74913.41999908553,2977155568673994.5,158.0
0,296529.59494920814,11942.424280880674,1618943881848900.2,-73466.328968122,2977155568673994.5,158.0
0,304837.25648462796,11038.006120609818,1696711780469737.2,-72005.56313152715,2977155568673994.5,158.0
0,313377.6679423579,9345.077394465901,1777432130475369.5,-70549.85330087232,2977155568673994.5,158.0
0,322157.35011361033,6605.695934276213,1860028247347806.2,-69117.69799844305,2977155568673994.5,158.0
0,331183.00647802826,2520.6288979426026,1943056127040326.8,-67728.88375143046,2977155568673994.5,158.0
0,340461.52832193894,-2370.6971002214777,2024543295052651.2,-65568.29894642868,2977155568673994.5,158.0
1,251228.00194497657,12482.00000000003,1975384821428571.8,-67199.99999999999,2603021369549575.5,158.0
1,258266.4805451856,12468.753036707509,1899979907781164.5,-68183.80280688228,2603021369549575.5,158.0
1,265502.15126021486,12426.142094801631,1823035010171820.5,-69329.63083722682,2603021369549575.5,158.0
1,272940.5386831414,12349.321216305325,1744631065160583.5,-70664.99482397389,2603021369549575.5,158.0
1,280587.3221856877,12232.614116223485,1664887036304747.0,-72222.62951223557,2603021369549575.5,158.0
1,288448.3402545511,12069.357767780675,1583973512415518.2,-74041.3665698071,2603021369549575.5,158.0
1,296529.59494920814,11851.722727224493,1502131722152355.8,-76166.9108733792,2603021369549575.5,158.0
1,304837.25648462796,11570.516690194097,1419700286818846.8,-78652.20310381151,2603021369549575.5,158.0
1,313377.6679423579,11214.990797875085,1337152967504770.5,-81556.70520736552,2603021369549575.5,158.0
1,322157.35011361033,10772.694649045137,1255151761259906.5,-84943.29242738293,2603021369549575.5,158.0
1,331183.00647802826,10229.476934188875,1174620579883760.5,-88870.2769386251,2603021369549575.5,158.0
1,340461.52832193894,9569.820757104986,1096844186566699.5,-93374.25384716943,2603021369549575.5,158.0
