particle,time,energy,r,potential,impact parameter,v0
0,231242.70680265882,14792.000000000015,1975384821428571.8,-67199.99999999999,2289069267498016.0,172.0
0,237721.2714160141,14780.394447245271,1903509543445021.5,-68061.55281175641,2289069267498016.0,172.0
0,244381.34142700973,14743.104620603146,1830059203908950.0,-69062.66373318966,2289069267498016.0,172.0
0,251228.00194497657,14675.959749413334,1755080388722248.0,-70226.79940565591,2289069267498016.0,172.0
0,258266.4805451856,14574.079442505987,1678646190482601.8,-71581.99960363086,2289069267498016.0,172.0
0,265502.15126021486,14431.734971341502,1600865557932706.5,-73161.79050426389,2289069267498016.0,172.0
0,272940.5386831414,14242.184009958655,1521896331805186.5,-75006.18081192696,2289069267498016.0,172.0
0,280587.3221856877,13997.477987050253,1441963582638401.5,-77162.61659481387,2289069267498016.0,172.0
0,288448.3402545511,13688.246756123044,1361385596225965.0,-79686.59641531917,2289069267498016.0,172.0
0,296529.59494920814,13303.477845975882,1280610855000984.0,-82641.29638079075,2289069267498016.0,172.0
0,304837.25648462796,12830.333966360355,1200270607800971.8,-86094.87087450255,2289069267498016.0,172.0
0,313377.6679423579,12254.105028264254,1121252782652481.8,-90112.83753408646,2289069267498016.0,172.0
0,322157.35011361033,11558.489307426891,1044802925939181.6,-94740.86738925439,2289069267498016.0,172.0
0,331183.00647802826,10726.565101880129,972653392921766.1,-99970.56391890885,2289069267498016.0,172.0
0,340461.52832193894,9743.04480526087,907166089275843.1,-105679.61998348706,2289069267498016.0,172.0
