particle,time,energy,r,potential,impact parameter,v0
0,185382.20536208036,12799.999999999985,1975384821428571.8,-67199.99999999999,2759467982730055.0,160.0
0,190575.92849484697,12793.030595641234,1921238845198512.2,-67715.51615360049,2759467982730055.0,160.0
0,195915.1605232883,12770.862493814318,1866072323880625.2,-68301.53623828743,2759467982730055.0,160.0
0,201403.9780680049,12731.425042581483,1809933337039411.0,-68967.11790569454,2759467982730055.0,160.0
0,207046.57196141605,12672.381315712395,1752886480835075.0,-69722.49561021554,2759467982730055.0,160.0
0,212847.25044755166,12591.0941397133,1695016940302572.8,-70579.18249301572,2759467982730055.0,160.0
0,218810.44247149065,12484.589712492132,1636435643760606.5,-71550.03829399809,2759467982730055.0,160.0
0,224940.70106095684,12349.520203138556,1577285799075559.0,-72649.26765633872,2759467982730055.0,160.0
0,231242.70680265882,12182.127998828946,1517751184223590.0,-73892.29038194194,2759467982730055.0,160.0
0,237721.2714160141,11978.216330369542,1458066640008109.0,-75295.39014986035,2759467982730055.0,160.0
0,244381.34142700973,11733.134265875196,1398531272778007.5,-76874.99610577652,2759467982730055.0,160.0
0,251228.00194497657,11441.789048417311,1339524879783042.0,-78646.37819163356,2759467982730055.0,160.0
0,258266.4805451856,11098.706076538438,1281527980348352.2,-80621.44230368306,2759467982730055.0,160.0
0,265502.15126021486,10698.166919289535,1225145427787090.8,-82805.21029217097,2759467982730055.0,160.0
0,272940.5386831414,10234.468208412727,1171132649599218.8,-85190.51336447147,2759467982730055.0,160.0
0,280587.3221856877,9702.35634476591,1120421771165425.0,-87750.53854296786,2759467982730055.0,160.0
0,288448.3402545511,9097.69710205753,1074141850693392.0,-90429.38176851423,2759467982730055.0,160.0
0,296529.59494920814,8418.419770608161,1033623115308979.9,-93132.01186635799,2759467982730055.0,160.0
0,304837.25648462796,7665.7083849416085,1000370400312189.8,-95717.24734297916,2759467982730055.0,160.0
0,313377.6679423579,6845.276395976092,975989033853989.8,-97999.94718352566,2759467982730055.0,160.0
0,322157.35011361033,5968.370417261991,962052712753774.9,-99769.44288225877,2759467982730055.0,160.0
0,331183.00647802826,5052.000496289897,959922524647874.1,-100826.75921430113,2759467982730055.0,160.0
0,340461.52832193894,4117.9651397170965,970556007387051.1,-101032.09340689001,2759467982730055.0,160.0
