particle,time,energy,r,potential,impact parameter,v0
0,59712.88361510949,1351.9999999999854,1975384821428571.8,-67199.99999999999,6523319858199599.0,52.0
0,61385.81756446163,1354.1964179398637,1958052028356409.2,-67630.5347201914,6523319858199599.0,52.0
0,63105.620930084966,1361.0935647398437,1940205820108551.8,-68067.02707019035,6523319858199599.0,52.0
0,64873.60681951825,1373.1850498331332,1921831934220142.8,-68508.98914897598,6523319858199599.0,52.0
0,66691.12512871357,1391.0101151129493,1902915949071266.0,-68955.84110832553,6523319858199599.0,52.0
0,68559.56357270964,1415.1580903908034,1883443328302728.0,-69406.89821342003,6523319858199599.0,52.0
0,70480.34874518366,1446.27333091099,1863399475099460.2,-69861.35604244245,6523319858199599.0,52.0
0,72454.94720768661,1485.0606941514998,1842769798174172.2,-70318.27354253561,6523319858199599.0,52.0
0,74484.86660939513,1532.2916201575717,1821539791635843.0,-70776.5536157911,6523319858199599.0,52.0
0,76571.65683823434,1588.8108874031022,1799695131352280.0,-71234.92085915647,6523319858199599.0,52.0
0,78716.9112042524,1655.5441246699338,1777221790929192.5,-71691.89602588884,6523319858199599.0,52.0
0,80922.26765614563,1733.5061686084082,1754106181049956.5,-72145.76671336577,6523319858199599.0,52.0
0,83189.41003187059,1823.8103663927031,1730335316674499.5,-72594.55371305996,6523319858199599.0,52.0
0,85520.06934428902,1927.6789329649619,1705897017513014.0,-73035.97238448556,6523319858199599.0,52.0
0,87916.0251028354,2046.4544823796896,1680780148306730.8,-73467.38833845178,6523319858199599.0,52.0
0,90379.10667221106,2181.6128620432282,1654974906809619.8,-73885.76664058313,6523319858199599.0,52.0
0,92911.19466914417,2334.777426168148,1628473169026423.8,-74287.61368159142,6523319858199599.0,52.0
0,95514.22239828143,2507.7348889446585,1601268903291221.5,-74668.91081891514,6523319858199599.0,52.0
0,98190.17732831009,2702.452896358882,1573358667247393.0,-75025.03889527517,6523319858199599.0,52.0
0,100941.10260943102,2921.099444739899,1544742204810266.8,-75350.69281475342,6523319858199599.0,52.0
0,103769.09863335191,3166.0642487099394,1515423163868812.2,-75639.78555424325,6523319858199599.0,52.0
0,106676.32463697944,3439.982113606253,1485409959938157.5,-75885.34138008633,6523319858199599.0,52.0
0,109665.00035104563,3745.7582865163567,1454716816342907.2,-76079.3787348553,6523319858199599.0,52.0
0,112737.40769492048,4086.595629786214,1423365017921494.8,-76212.78441767517,6523319858199599.0,52.0
0,115895.89251890726,4466.023258375193,1391384422791369.5,-76275.1825365406,6523319858199599.0,52.0
0,119142.86639535036,4884.241528695464,1358815188124297.2,-76261.71133583593,6523319858199599.0,52.0
0,122480.80845992522,5276.179114643848,1325700312604218.2,-76290.8935355163,6523319858199599.0,52.0
0,125912.2673045096,5614.714063529274,1292076609902624.8,-76414.63399661283,6523319858199599.0,52.0
0,129439.8629230931,5897.138267682487,1257988795117234.2,-76639.92879890061,6523319858199599.0,52.0
0,133066.28871219646,6120.5426860745065,1223493060949379.2,-76974.32188546634,6523319858199599.0,52.0
0,136794.3135273409,6281.802543696438,1188659449140669.0,-77425.87622896992,6523319858199599.0,52.0
0,140626.78379712935,6377.5639477962395,1153574723545109.5,-78003.09693866213,6523319858199599.0,52.0
0,144566.625696557,6404.233530341575,1118345840625400.9,-78714.78087907787,6523319858199599.0,52.0
0,148616.84738120958,6357.973577232755,1083104118907239.8,-79569.75678347061,6523319858199599.0,52.0
0,152780.5412840577,6234.706689514918,1048010203719881.8,-80576.46580402597,6523319858199599.0,52.0
0,157060.88647659603,6030.134630226676,1013259897006066.2,-81742.31712736057,6523319858199599.0,52.0
0,161461.1510961327,5739.779223296369,979090857393160.1,-83072.73523740924,6523319858199599.0,52.0
0,165984.69484108573,5359.054993286452,945790047901511.0,-84569.80405697819,6523319858199599.0,52.0
0,170634.97153618548,4883.385555011977,913701582983292.1,-86230.41796529172,6523319858199599.0,52.0
0,175415.53176954575,4333.070034540913,883234262209444.1,-88019.1994027086,6523319858199599.0,52.0
0,180330.0256036147,3732.1563916011655,854867541491317.8,-89887.00401001377,6523319858199599.0,52.0
0,185382.20536208036,3078.9400714898948,829153991676696.2,-91797.68887044715,6523319858199599.0,52.0
0,190575.92849484697,2372.9194518788136,806715538414719.8,-93698.94716618466,6523319858199599.0,52.0
0,195915.1605232883,1615.2771248433564,788230260757341.9,-95521.19481942593,6523319858199599.0,52.0
0,201403.9780680049,809.3401692364423,774406779289575.5,-97179.42708297895,6523319858199599.0,52.0
0,207046.57196141605,-39.06773187662475,765944950147970.1,-98579.36357549031,6523319858199599.0,52.0
0,212847.25044755166,-921.5093326095666,763485087356937.0,-99628.25181260114,6523319858199599.0,52.0
0,218810.44247149065,-1827.164796204539,767552703212459.1,-100248.80591517146,6523319858199599.0,52.0
0,224940.70106095684,-2743.451302567206,778509843559131.6,-100392.66193324559,6523319858199599.0,52.0
0,231242.70680265882,-3656.9554767217633,796524823600896.0,-100048.86123156511,6523319858199599.0,52.0
0,237721.2714160141,-4554.492952095228,821568030204216.4,-99244.29532794193,6523319858199599.0,52.0
0,244381.34142700973,-3431.6610024505644,854772538017579.1,-97951.21072610006,6523319858199599.0,52.0
0,251228.00194497657,-1909.3255088219303,897126041328496.1,-96181.90583913754,6523319858199599.0,52.0
0,258266.4805451856,-126.65895820449805,948111794072486.9,-94058.6226244255,6523319858199599.0,52.0
0,265502.15126021486,1777.0410745883419,1007101145150483.8,-91701.17552662063,6523319858199599.0,52.0
0,272940.5386831414,3676.468840527843,1073421033806812.6,-89212.85645598697,6523319858199599.0,52.0
0,280587.3221856877,5466.460917322896,1146401166276420.2,-86674.51943746708,6523319858199599.0,52.0
0,288448.3402545511,7062.511925491024,1225400774807111.2,-84144.59823304476,6523319858199599.0,52.0
0,296529.59494920814,8398.514443284075,1309819241637371.2,-81662.28411907158,6523319858199599.0,52.0
0,304837.25648462796,9423.906469456691,1399096012716068.0,-79251.74872888403,6523319858199599.0,52.0
0,313377.6679423579,10101.464253859012,1492704613433140.8,-76926.19601155892,6523319858199599.0,52.0
0,322157.35011361033,10406.202324525875,1590144399475095.5,-74691.22234606814,6523319858199599.0,52.0
0,331183.00647802826,10325.320005288246,1690932540781007.2,-72547.3737518145,6523319858199599.0,52.0
0,340461.52832193894,9858.81500947752,1794597831695587.2,-70491.98188322822,6523319858199599.0,52.0
1,237721.2714160141,1351.9999999999854,1975384821428571.8,-67199.99999999999,1.223244627363622e+16,52.0
1,244381.34142700973,1345.8035632841202,1937885979746974.2,-67653.88628073734,1.223244627363622e+16,52.0
1,251228.00194497657,1326.6275641954708,1901329692944391.0,-68139.19361185339,1.223244627363622e+16,52.0
1,258266.4805451856,1293.6343457694165,1865973857080534.0,-68653.49221208246,1.223244627363622e+16,52.0
1,265502.15126021486,1246.0729710237501,1832108133456810.8,-69192.88320174831,1.223244627363622e+16,52.0
1,272940.5386831414,1183.3241899156856,1800055491515815.0,-69751.67931201392,1.223244627363622e+16,52.0
1,280587.3221856877,1104.9543419100082,1770172918299982.0,-70322.08172223852,1.223244627363622e+16,52.0
1,288448.3402545511,1010.7778819110972,1742850921542517.0,-70893.88562344691,1.223244627363622e+16,52.0
1,296529.59494920814,900.9271238618239,1718511405135190.0,-71454.26119220984,1.223244627363622e+16,52.0
1,304837.25648462796,775.926316068173,1697603485632723.2,-71987.6700120322,1.223244627363622e+16,52.0
1,313377.6679423579,636.7653705128323,1680596872984950.5,-72475.98530791904,1.223244627363622e+16,52.0
1,322157.35011361033,484.96668278709694,1667972584538221.8,-72898.88174929375,1.223244627363622e+16,52.0
1,331183.00647802826,322.6368902231334,1660211016073725.0,-73234.54076537375,1.223244627363622e+16,52.0
1,340461.52832193894,152.494662594283,1657777752474611.2,-73460.67634776304,1.223244627363622e+16,52.0
