particle_id,x,y,vx,vy,time,energy,energy error
0,-656500261626.7573,-5042683674.804543,-1081.7931744520747,-8.03709448204947,9007169877.270834,-29344.82098219602,-1.280568540096283e-09
0,-2762534351152.541,-20667362239.394978,-978.341391659062,-7.254552247182175,11081239813.408297,-30224.56731557235,-2.3283064365386963e-10
0,-5196362576197.803,-38711234976.72199,-933.9392405558935,-6.923141854994194,13632903284.319042,-30223.546387227485,-5.820766091346741e-10
0,-8073868012784.474,-60039996934.37928,-901.6759695837584,-6.683021844552497,16772135166.203262,-30222.984821265098,-1.1641532182693481e-10
0,-11501500511606.672,-85443654513.182,-874.908939862239,-6.484078400264807,20634234114.824,-30222.584296457644,-8.149072527885437e-10
0,-15599332197815.137,-115812336411.4102,-851.1812950294758,-6.3078667143645575,25385653841.099422,-30222.27273799404,-8.221832104027271e-10
0,-20508071619971.75,-152188811644.4736,-829.3016366656284,-6.145465393542087,31231177147.357983,-30222.01763475593,2.3283064365386963e-10
0,-26394471903258.406,-195808704010.87503,-808.597073181207,-5.991844026890152,38422741920.10384,-30221.801688357955,2.3283064365386963e-10
0,-33456844237934.234,-248141393888.3656,-788.6473281781666,-5.843864405138458,47270299473.28769,-30221.614651374693,-1.1641532182693481e-10
0,-41931181838800.66,-310935412764.59344,-769.1699660816328,-5.6994194835319325,58155173228.93479,-30221.44996947277,2.3283064365386963e-10
0,-52098137873131.1,-386270152633.9637,-749.9639783791412,-5.557010789010488,71546493484.7427,-30221.30319771497,5.20230969414115e-10
0,-64291022438170.266,-476615119725.4053,-730.8792864084651,-5.415520227277291,88021416595.41045,-30221.17117658758,5.820766091346741e-11
1,3417860333655.96,-145955376.89716607,727.6144749696097,-0.09002592788622,88021416595.41045,-276487.8684057067,1.0477378964424133e-09
2,3370917924303.281,-138079747.30603632,710.7503660467002,-0.0847371518744531,88021416595.41045,-290900.9574294005,1.1641532182693481e-10
3,3408638508717.6494,-124192793.09813803,724.3119573090403,-0.0765279216575466,88021416595.41045,-279329.4820501612,-1.7462298274040222e-10
0,-78904949686632.88,-584897706431.3209,-711.798983906956,-5.274077337732368,108290000000.00012,-30221.051570515003,0.0
1,14743951351495.691,-1715035633.998623,479.9550425093848,-0.0694954004385662,108290000000.00012,-281404.97247193684,-6.984919309616089e-10
2,14235182843051.854,-1600924617.3285935,453.80871938877306,-0.0642081884832413,108290000000.00012,-296090.09589971206,1.1641532182693481e-10
3,14644865158096.793,-1455610759.5180032,474.8870271235017,-0.0588706247734072,108290000000.00012,-284298.3297738109,5.820766091346741e-10
4,-54480157105626.24,-42485708977.89292,-15008.748870380796,-11.707280852117917,108290000000.00012,112322882.75065292,0.0
