particle_id,x,y,vx,vy,time,energy,energy error
0,-183161446828.4524,-1208271166.7544022,-1152.501422848496,-7.421051177307046,2111486717.0779853,-31833.00016250508,2.3283064365386963e-10
0,-716878362495.8247,-4642219046.753281,-1065.0226461744044,-6.850234156809677,2597696168.006203,-32322.38695421012,-8.185452315956354e-10
0,-1340653503642.3113,-8653877163.50498,-1024.7645608334788,-6.589997220546187,3195864471.557025,-32321.02642619994,-5.820766091346741e-10
0,-2083207362682.8523,-13428808260.15158,-995.4437012357156,-6.400869672546539,3931772255.1054206,-32320.214354870142,0.0
0,-2972795674352.4844,-19148844179.36108,-971.1428817744662,-6.244283827138736,4837136619.40277,-32319.62329409155,0.0
0,-4041911932618.48,-26022949375.15297,-949.6476516071097,-6.105860148657157,5950978123.004202,-32319.15614825732,1.6261765267699957e-09
0,-5329069885849.992,-34298755820.2704,-929.879697898498,-5.978610454480444,7321302540.51978,-32318.76848257444,1.127773430198431e-10
0,-6880334549730.419,-44272425780.14071,-911.2298570917984,-5.858591927056297,9007169877.270834,-32318.4364456489,0.0
0,-8750970906200.986,-56299258290.414185,-893.318779337066,-5.743351390839711,11081239813.408297,-32318.14583736862,1.1641532182693481e-10
0,-11007338481882.258,-70805872151.88727,-875.8931332254193,-5.631251691192458,13632903284.319042,-32317.88755754102,5.820766091346741e-10
0,-13729111820519.264,-88304482351.57915,-858.7744543497707,-5.521140105114368,16772135166.203262,-32317.65543892921,-3.4560798667371273e-10
0,-17011897974353.523,-109409728050.51474,-841.831470203798,-5.412169094237332,20634234114.824,-32317.445110335942,-1.127773430198431e-10
0,-20970324493463.39,-134858524883.18968,-824.9640078609626,-5.303692150699621,25385653841.099422,-32317.253354577988,0.0
0,-25741677761439.234,-165533455057.97342,-808.0930770942033,-5.195199649803554,31231177147.357983,-32317.07772443193,-2.2919266484677792e-10
0,-31490179407847.188,-202490259332.3302,-791.1544544115872,-5.086277369304851,38422741920.10384,-32316.916302165133,-1.1641532182693481e-10
0,-38411996618701.67,-246990046908.45172,-774.0943525720727,-4.976578504435924,47270299473.28769,-32316.76754337421,0.0
0,-46741089340386.086,-300536885393.9983,-756.8663832842029,-4.865804048064751,58155173228.93479,-32316.63017259579,-1.1641532182693481e-10
0,-56756002267747.4,-364921464430.0691,-739.4293477592502,-4.753688524181829,71546493484.7427,-32316.503111978003,5.820766091346741e-11
0,-68787710248196.87,-442271531344.0536,-721.7455698325605,-4.639989229046214,88021416595.41045,-32316.38543179148,5.820766091346741e-11
0,-83228619652096.9,-535109758081.4204,-703.7795894989277,-4.52447780204988,108290000000.00012,-32316.27631582273,-2.3283064365386963e-10
1,-4838895034013.2,-517027991.40957874,-971.7369642144362,-0.096546436171136,108290000000.00012,-33468.18238849717,-1.1641532182693481e-10
