particle_id,x,y,vx,vy,time,energy,energy error
0,-661537573249.9979,-3622104315.433973,-1084.5402661023488,-5.746137847069016,9007169877.270834,-25642.30409960798,1.1641532182693481e-09
0,-2774446599944.8867,-14801467274.410686,-981.8583784429304,-5.1923553928606605,11081239813.408297,-26502.179298247152,-3.4924596548080444e-10
0,-5217508535797.309,-27718751961.948963,-937.6388664414816,-4.956991847761481,13632903284.319042,-26501.162039455143,5.820766091346741e-10
0,-8106846477648.37,-42992531645.68256,-905.5054074572184,-4.786440461309422,16772135166.203262,-26500.601453682,2.3283064365386963e-10
0,-11549491178564.371,-61189282267.65254,-878.8475844784721,-4.645141521495609,20634234114.824,-26500.201625848305,3.4924596548080444e-10
0,-15666283749564.225,-82947888847.41635,-855.2192302589211,-4.519999694404772,25385653841.099422,-26499.890635169228,-2.3283064365386963e-10
0,-20598913923009.586,-109017221593.33578,-833.433936055207,-4.404679806821537,31231177147.357983,-26499.636030287307,-4.656612873077393e-10
1,6588572006297.656,-1433497888.3723254,4030.567167899995,-0.899216754070612,31231177147.357983,7672318.364130929,9.313225746154785e-10
2,6791192240758.844,-1701925767.7158644,4149.401502941935,-1.064626172003822,31231177147.357983,8160384.56126353,-9.313225746154785e-10
0,-26515375757466.074,-140285065924.44836,-812.8216402796177,-4.2956097074419874,38422741920.10384,-26499.42054176383,-3.4924596548080444e-10
1,35446301283454.39,-7872045986.592747,4002.414501388149,-0.8930109531410725,38422741920.10384,7672320.100929532,0.0
2,36507296843633.73,-9326716914.300173,4122.073417457651,-1.0576931792582864,38422741920.10384,8160385.92788217,0.0
0,-33615545924703.605,-177807634896.56238,-792.9639065650827,-4.190561272127157,47270299473.28769,-26499.233938365127,-3.4924596548080444e-10
1,70800545793886.53,-15760263507.730522,3990.7815887793936,-0.8904241205515782,47270299473.28769,7672320.442663824,-9.313225746154785e-10
2,72921897293525.25,-18670480188.74032,4110.77866147263,-1.054804131738215,47270299473.28769,8160386.263797548,0.0
0,-42137391554968.89,-222842386993.0836,-773.5796322311671,-4.088038996426934,58155173228.93479,-26499.06967580883,2.3283064365386963e-10
1,114192367537417.4,-25441877877.56436,3982.724217854039,-0.8886296837618392,58155173228.93479,7672320.614438074,-1.862645149230957e-09
2,117621249849553.42,-30140120368.373096,4102.9559151424655,-1.0528003426846042,58155173228.93479,8160386.432110747,0.0
0,-52364055508820.21,-276885471690.7883,-754.4688664662269,-3.986979886253241,71546493484.7427,-26498.92331594677,3.4924596548080444e-10
1,167480243435157.47,-37331538776.655525,3976.256985831553,-0.8871884413768245,71546493484.7427,7672320.719719163,0.0
2,172520530601815.28,-44227046729.56758,4096.677415449003,-1.0511911240736584,71546493484.7427,8160386.534940178,-9.313225746154785e-10
0,-64631990381442.63,-341714712459.41656,-735.4824385182967,-3.886591401928325,88021416595.41045,-26498.79170418711,2.9103830456733704e-10
1,232940287102733.0,-51937091782.58922,3970.677379352751,-0.8859445583219759,88021416595.41045,7672320.790358231,0.0
2,239965909095318.5,-61533272514.20211,4091.260990788091,-1.049802388275501,88021416595.41045,8160386.603695058,0.0
0,-79340280610218.34,-419438865430.4505,-716.5042755594727,-3.78625719766917,108290000000.00012,-26498.672508772783,4.656612873077393e-10
1,313366878535593.8,-69882022759.97246,3965.654656586013,-0.8848245690406323,108290000000.00012,7672320.839997519,0.0
2,322838124428867.6,-82797983486.6366,4086.3854701251976,-1.0485520700951876,108290000000.00012,8160386.651820506,-9.313225746154785e-10
