particle_id,x,y,vx,vy,time,energy,energy error
0,-674817227046.2172,-25008166034.84848,-1091.386361958046,-39.1833482643564,9007169877.270834,-15462.514398524654,-1.1641532182693481e-09
0,-2805128853107.9194,-101393560403.41849,-990.8137713346672,-35.51001335860965,11081239813.408297,-16270.161821417802,4.656612873077393e-10
0,-5271782268602.61,-189781315228.78964,-947.115473967474,-33.934035641541755,13632903284.319042,-16269.154467629443,3.4924596548080444e-10
0,-8191493738296.8125,-294383285684.0264,-915.3528040147722,-32.79164968707267,16772135166.203262,-16268.596537399862,2.3283064365386963e-10
0,-11672804939556.477,-419092540682.598,-889.006445860183,-31.84530188568352,20634234114.824,-16268.198598752031,5.820766091346741e-10
0,-15838568931150.783,-568311002745.7781,-865.6606501588606,-31.00737833943844,25385653841.099422,-16267.889146852363,-2.3101165425032377e-10
0,-20833049455906.266,-747206188020.0885,-844.1432323247494,-30.23547153649541,31231177147.357983,-16267.635891938293,-1.1823431123048067e-10
0,-26827501891281.82,-961911732511.3314,-823.7921861179818,-29.50566919200941,38422741920.10384,-16267.421642877162,4.656612873077393e-10
0,-34025923236461.77,-1219733548179.3242,-804.1942892496775,-28.80306212752433,47270299473.28769,-16267.236212219404,3.474269760772586e-10
0,-42671482716217.14,-1529380215491.847,-785.0721888435064,-28.1176519785724,58155173228.93479,-16267.073082839255,1.1641532182693481e-10
0,-53053892432450.39,-1901226985384.496,-766.2288815355784,-27.44234186934096,71546493484.7427,-16266.927834875649,5.820766091346741e-10
0,-65517905937192.64,-2347620147817.012,-747.5176989071605,-26.771851340301584,88021416595.41045,-16266.797326955651,6.002665031701326e-11
0,-80473106140658.62,-2883227559155.371,-728.8248387476815,-26.10208538833985,108290000000.00012,-16266.679237517994,-1.1641532182693481e-10
