particle_id,x,y,vx,vy,time,energy,energy error
0,-2187166533884.27,-4305321285.296088,-1010.5865725200528,-1.8911144410419791,38422741920.10384,-32913.92158564617,6.984919309616089e-10
0,-10346982999982.576,-19528033438.23167,-878.0718924234293,-1.6364479976754454,47270299473.28769,-34579.629261729075,8.149072527885437e-10
0,-19601773132888.883,-36770278967.2334,-827.7322405450827,-1.541759897230743,58155173228.93479,-34578.849835162924,1.1641532182693481e-10
0,-30424012700483.668,-56925132516.5678,-791.2378911891395,-1.473395524294074,71546493484.7427,-34578.47125962016,2.3283064365386963e-10
0,-43195027876828.99,-80704452385.22336,-760.8886399381631,-1.4166534056355915,88021416595.41045,-34578.21216451272,-2.3283064365386963e-10
1,-416616309882154.6,-5243697238774.311,-128643.23885958325,-1619.5334912640596,88021416595.41045,8275681151.813679,-1.9073486328125e-06
2,-321506218940727.0,-3788363469606.757,-99269.05390236476,-1170.0672158306386,88021416595.41045,4927667899.81617,1.9073486328125e-06
0,-58329771135692.375,-108881237039.79436,-733.8799671549232,-1.3662155610563584,108290000000.00012,-34578.01350862818,3.4924596548080444e-10
1,-3024018910294647.0,-38069175489663.2,-128642.24556274898,-1619.5209876189117,108290000000.00012,8275681226.241807,0.0
2,-2333531509364200.0,-27503758555993.96,-99267.72119182776,-1170.0515095293242,108290000000.00012,4927667894.509923,0.0
3,14624010019681.943,193025597.52173552,3608.263642675544,-0.0024554357078598,108290000000.00012,6112625.834685634,-1.862645149230957e-09
