particle_id,x,y,vx,vy,time,energy,energy error
0,-2097766994665.2075,-12399168900.458344,-1054.5826553934023,-5.998144303262615,31231177147.357983,16914.869934680755,0.0
0,-9157923790380.44,-52481861713.95405,-942.4216552528474,-5.346932863053255,38422741920.10384,15804.747858921706,1.1641532182693481e-10
0,-17269409308746.549,-98492831458.38931,-896.0527306037319,-5.081906954028853,47270299473.28769,15805.506451903668,3.4924596548080444e-10
0,-26826227187510.9,-152688328697.6925,-862.3903829849053,-4.890128829182073,58155173228.93479,15805.888135421614,1.1641532182693481e-10
1,-3512133225143.819,-10697659732.306335,-1024.6343617051757,-2.980676328874449,58155173228.93479,16056.162043571008,4.674802767112851e-10
0,-38176675730779.76,-217046564251.0745,-834.4438891687897,-4.73115944308564,71546493484.7427,15806.155071753075,3.474269760772586e-10
1,-16129779927818.832,-47308823674.73489,-899.8328367813656,-2.608676362406197,71546493484.7427,14602.311239247969,7.003109203651547e-10
0,-51709451257454.3,-293772173988.76794,-809.6412825167581,-4.590202267263325,88021416595.41045,15806.35947991605,-5.820766091346741e-11
1,-30508950387055.883,-88982849964.34232,-850.9061017481384,-2.465617192586279,88021416595.41045,14602.98531136074,-4.638422979041934e-10
0,-67877109137358.83,-385430925132.43854,-786.7373743040803,-4.460114441328932,108290000000.00012,15806.524641174125,-4.0745362639427185e-10
1,-47369724207493.43,-137832949950.17447,-815.4207607949514,-2.3622512775738547,108290000000.00012,14603.30220935808,3.4924596548080444e-10
