particle_id,x,y,vx,vy,time,energy,energy error
0,-380527001526.7485,-1374896310.6115763,-1110.6419161935642,-3.898085492026452,4837136619.40277,-32272.48654373223,5.820766091346741e-10
0,-1549710710913.602,-5473977105.567307,-1014.598740568218,-3.5556310925605343,5950978123.004202,-32964.63162918482,0.0
0,-2907832171433.7227,-10232750546.533524,-972.023397686098,-3.4055549567786145,7321302540.51978,-32963.47519429063,0.0
0,-4518522430244.929,-15875548462.49511,-941.057955977458,-3.296679551133692,9007169877.270834,-32962.81292768632,-4.656612873077393e-10
0,-6442144294091.047,-22614052652.092133,-915.3809941511838,-3.206507393570345,11081239813.408297,-32962.33630339481,-4.656612873077393e-10
0,-8747401754089.388,-30688983904.06424,-892.6425413467874,-3.1267115268461128,13632903284.319042,-32961.962946296844,-1.1641532182693481e-10
0,-11515239765412.852,-40383877573.18397,-871.7010756558071,-3.0532563408962585,16772135166.203262,-32961.6554586516,-4.656612873077393e-10
0,-14842007381067.793,-52036192653.87396,-851.9119113068571,-2.983866030707909,20634234114.824,-32961.3938639455,-4.656612873077393e-10
0,-18842770369468.426,-66048924345.43084,-832.873009152077,-2.917122833003997,25385653841.099422,-32961.166301832185,-5.820766091346741e-10
0,-23655054397964.48,-82903718010.5885,-814.3150355417774,-2.852077710509683,31231177147.357983,-32960.965179378225,0.0
0,-29443172794411.48,-103176027792.92883,-796.047267575762,-2.7880590481217995,38422741920.10384,-32960.78534800769,1.1641532182693481e-10
0,-36403260554745.8,-127552747371.07324,-777.9283446833805,-2.724569322136086,47270299473.28769,-32960.62315123662,2.3283064365386963e-10
0,-44769128722218.586,-156852713091.46814,-759.8492547438219,-2.661225041865971,58155173228.93479,-32960.47588916076,-4.656612873077393e-10
0,-54819051954937.03,-192050474822.48288,-741.7228298521645,-2.5977196958428888,71546493484.7427,-32960.341499553644,-1.1641532182693481e-10
0,-66883599846598.3,-234303721849.9927,-723.4769226902533,-2.533799696167456,88021416595.41045,-32960.21835927357,-1.7462298274040222e-10
0,-81354614800861.73,-284984723876.33,-705.0497663520666,-2.469248029575545,108290000000.00012,-32960.10515622815,3.4924596548080444e-10
1,-4838909725121.257,-660972988.1746596,-971.7365314812088,-0.1234253850848422,108290000000.00012,-33468.15948752285,0.0
