particle_id,x,y,vx,vy,time,energy,energy error
0,-258036933302.41428,-73795124558.5593,-1322.6968122321464,-373.7944162771134,2111486717.0779853,278561.9224076556,2.3283064365386963e-10
0,-883679671338.93,-250562693203.19843,-1263.065547282213,-356.8275974836761,2597696168.006203,278502.3727347993,1.1641532182693481e-10
0,-1629161106061.7712,-461159567173.2432,-1232.5691193570956,-348.1885421478676,3195864471.557025,278503.566376008,-1.1641532182693481e-09
0,-2527387339737.136,-714895176790.8557,-1210.199950993535,-341.8590744612587,3931772255.1054206,278504.3133543435,-4.656612873077393e-10
0,-3614171221425.138,-1021888518468.8208,-1191.667821214847,-336.61821165692095,4837136619.40277,278504.85876395914,-5.820766091346741e-10
0,-4931926715106.355,-1394121225685.9287,-1175.322878517776,-331.9973826477342,5950978123.004202,278505.2894277037,-1.1641532182693481e-10
0,-6531763702384.8,-1846030579423.4404,-1160.3525552000224,-327.7660653706046,7321302540.51978,278505.64572518086,-1.1641532182693481e-10
0,-8475601634094.75,-2395106895137.548,-1146.295992647396,-323.79360701292137,9007169877.270834,278505.9495391296,1.1641532182693481e-10
0,-10838602722192.576,-3062580942036.83,-1132.8665416589606,-319.9987819559195,11081239813.408297,278506.2139795205,-3.4924596548080444e-10
0,-13712071461406.062,-3874243009045.649,-1119.8738991036707,-316.327684381842,13632903284.319042,278506.4474851588,1.1641532182693481e-09
0,-17206946439265.838,-4861429240689.822,-1107.185446116497,-312.7427583075791,16772135166.203262,278506.6557941388,-3.4924596548080444e-10
0,-21458020269733.36,-6062213627378.864,-1094.7052284171732,-309.21683636781097,20634234114.824,278506.8429844071,2.3283064365386963e-10
0,-26629045361075.523,-7522850204148.262,-1082.361702288947,-305.7296659149811,25385653841.099422,278507.0120642303,-1.1641532182693481e-10
0,-32918912964161.56,-9299518407502.36,-1070.100181966823,-302.2657686101195,31231177147.357983,278507.16532666504,-6.984919309616089e-10
0,-40569129994347.09,-11460435002851.107,-1057.8779676834108,-298.8130600809765,38422741920.10384,278507.3045720609,1.1641532182693481e-10
0,-49872863117649.336,-14088408704441.955,-1045.661081006254,-295.36192517452605,47270299473.28769,278507.4312527786,-4.0745362639427185e-10
0,-61185873733840.24,-17283928902402.588,-1033.4220054524,-291.9045780887377,58155173228.93479,278507.5465699723,-1.1641532182693481e-10
0,-74939732346420.67,-21168898231098.457,-1021.1380789215737,-288.4346071790102,71546493484.7427,278507.65153966635,-1.1641532182693481e-10
0,-91657778291443.7,-25891140598679.95,-1008.7903221174078,-284.9466432661434,88021416595.41045,278507.7470384829,0.0
1,-8614613899740.846,-50936341388.2803,-1212.1666878404906,-7.031255815560463,88021416595.41045,299484.3949758585,-2.3283064365386963e-10
0,-111974383160945.0,-31629842386958.54,-996.3625665739416,-281.43611279870464,108290000000.00012,278507.83383545384,2.3283064365386963e-10
1,-32205327497360.586,-187704651108.30936,-1133.9732952545091,-6.572834249838091,108290000000.00012,299185.9970144526,-1.1641532182693481e-10
