particle_id,x,y,vx,vy,time,energy,energy error
0,-8298726019.345329,-10096480957.028212,-837.2881137079207,-991.2500961266604,116034825.56418036,-28102.42519540747,5.820766091346741e-10
0,-29955991206.533863,-35720859299.511955,-793.2847962315606,-938.3519932835771,142754022.21827322,-28240.023670833325,1.0477378964424133e-09
0,-55634112547.20655,-66091615732.18563,-771.2741392687041,-912.1598454988614,175625815.44299838,-28237.71224551834,1.1641532182693481e-10
0,-86475546977.97215,-102565138356.59056,-755.1522658378908,-893.0240836109925,216066956.0879797,-28236.22497525788,0.0
0,-123694895642.5265,-146578716462.81677,-741.791455462832,-877.1848533443427,265820428.4795316,-28235.10854982096,2.2919266484677792e-10
0,-168720478580.084,-199821619063.7044,-729.9968483263924,-863.2123547685317,327030571.8023337,-28234.203755228547,-6.984919309616089e-10
0,-223266663265.26245,-264321099353.1666,-719.1815932146218,-850.4060393300931,402335499.5893273,-28233.43616100133,2.3283064365386963e-10
0,-289404112534.5257,-342525585948.0099,-709.0131819901741,-838.3695827608838,494980800.53394896,-28232.76527423307,8.149072527885437e-10
0,-369639476550.43335,-437398957070.9717,-699.2847581067148,-826.8566880697047,608959421.0486298,-28232.16678817582,-1.1641532182693481e-10
0,-467009637388.8374,-552531994078.802,-689.8588229179704,-815.7037671823291,749183758.4081169,-28231.625065033208,-5.820766091346741e-10
0,-585194585544.5596,-692275853989.5242,-680.6393365881926,-804.7966250849728,921697381.569354,-28231.12950949965,8.11269273981452e-10
0,-728653174247.1931,-861902587121.3682,-671.5565693935816,-794.0523893624061,1133935504.6843193,-28230.672645329963,-2.3283064365386963e-10
0,-902786591504.5228,-1067798424856.8362,-662.5582776969898,-783.408993249284,1395045439.5284946,-28230.249018662493,1.1641532182693481e-10
0,-1114135231145.8054,-1317696556016.4246,-653.6042676249051,-772.8187008593937,1716280838.116139,-28229.85453610128,0.0
0,-1370615694269.438,-1620957351405.5056,-644.6628881289055,-762.2439328016942,2111486717.0779853,-28229.48604645976,-6.984919309616089e-10
0,-1681805916491.9167,-1988905490339.168,-635.7086796106074,-751.6544686912943,2597696168.006203,-28229.14106641204,5.748006515204906e-10
0,-2059287916430.739,-2435235216412.58,-626.7207444374371,-741.0255093537747,3195864471.557025,-28228.81759491673,-5.784386303275824e-10
0,-2517059427761.0786,-2976497038849.157,-617.6815848643423,-730.336295398612,3931772255.1054206,-28228.513984469755,-1.1641532182693481e-10
0,-3072027747196.131,-3632681643233.4814,-608.5762530055401,-719.5690970849547,4837136619.40277,-28228.22884989431,-2.3283064365386963e-10
0,-3744601543735.3086,-4427919628460.193,-599.3917146732252,-708.7084585666082,5950978123.004202,-28227.961002619413,-3.4924596548080444e-10
0,-4559399172447.544,-5391318994890.592,-590.116363081336,-697.7406203364325,7321302540.51978,-28227.70940264652,-1.1641532182693481e-10
0,-5546095260852.867,-6557966121594.699,-580.7396394978555,-686.6530688074113,9007169877.270834,-28227.47312307364,3.4560798667371273e-10
0,-6740431026554.927,-7970120334184.525,-571.2517312978182,-675.4341778867787,11081239813.408297,-28227.251323657576,-2.3283064365386963e-10
0,-8185417972552.167,-9678637116229.78,-561.6433265509775,-664.0729177343444,13632903284.319042,-28227.04323100188,1.1641532182693481e-10
0,-9932769308846.684,-11744660576962.354,-551.9054100333058,-652.5586127452126,16772135166.203262,-28226.848123656644,2.3283064365386963e-10
0,-12044598658987.623,-14241631948128.5,-542.0290894310177,-640.8807354128478,20634234114.824,-28226.66532091523,1.1641532182693481e-10
0,-14595431283758.035,-17257667591090.812,-532.0054431516539,-629.0287258758617,25385653841.099422,-28226.49417440797,-3.4924596548080444e-10
0,-17674579089640.805,-20898367131369.28,-521.8253829687579,-616.9918291071962,31231177147.357983,-28226.33406187105,-6.984919309616089e-10
0,-21388936899964.934,-25290119680619.36,-511.4795259571696,-604.7589431681051,38422741920.10384,-28226.184382597217,5.820766091346741e-10
0,-25866263540202.76,-30583983287225.586,-500.9580709849852,-592.3184729120819,47270299473.28769,-28226.044554251595,7.566995918750763e-10
0,-31259016734816.06,-36960219195761.92,-490.2506755161226,-579.6581841051204,58155173228.93479,-28225.91401077347,-1.1641532182693481e-10
0,-37748814884301.93,-44633567309266.81,-479.34632870411866,-566.7650531998856,71546493484.7427,-28225.79220122844,-3.4924596548080444e-10
0,-45551600377534.63,-53859351124014.0,-468.2332167540907,-553.6251079993082,88021416595.41045,-28225.678589480347,2.9103830456733704e-10
0,-54923576573615.92,-64940497425810.85,-456.89857630336746,-540.2232541791093,108290000000.00012,-28225.57265462264,-3.637978807091713e-12
1,-4864970784508.713,-3989110936.0123954,-972.2839461435524,-0.741728811648146,108290000000.00012,-32159.28099948948,-7.021299097687006e-10
