particle_id,x,y,vx,vy,time,energy,energy error
0,-772394085520.7693,-418963562322.9548,-1178.1650936543333,-629.3731428164513,7321302540.51978,305429.2973884271,-4.656612873077393e-10
0,-2700142638326.465,-1448445520161.2725,-1120.8189149522789,-598.4724517113953,9007169877.270834,305335.72858966363,1.1641532182693481e-10
0,-4991672668664.045,-2671964255824.8584,-1091.8203044960248,-582.9349937384886,11081239813.408297,305336.59451606753,-5.820766091346741e-10
0,-7748543085819.726,-4143853552736.9775,-1070.5717954962156,-571.566620670541,13632903284.319042,305337.12118653813,4.656612873077393e-10
0,-11080043626162.986,-5922481982313.84,-1052.9684611444625,-562.155059824875,16772135166.203262,305337.49815098674,-1.0477378964424133e-09
0,-15115172450853.232,-8076723988765.33,-1037.4376745951577,-553.8549843825389,20634234114.824,305337.79064984794,-2.3283064365386963e-10
0,-20009086685712.305,-10689413801409.14,-1023.206190509737,-546.2513304408737,25385653841.099422,305338.02874965186,-1.1641532182693481e-10
0,-25949493114162.45,-13860759879004.094,-1009.8357618438802,-539.1090607842798,31231177147.357983,305338.2286500081,-8.149072527885437e-10
0,-33163954692166.96,-17712246471986.375,-997.0538263968972,-532.2820855138671,38422741920.10384,305338.4000245475,3.4924596548080444e-10
1,-3986789540534.398,-345309777407.3172,-1242.0712572893722,-105.7638374776664,38422741920.10384,290985.8283577439,-6.984919309616089e-10
0,-41928566875706.0,-22391265861801.12,-984.679354811264,-525.673418221017,47270299473.28769,305338.5490938482,4.656612873077393e-10
1,-14576742777635.89,-1246675934633.7312,-1168.444822804786,-99.4344810286414,47270299473.28769,290765.3445045988,1.7462298274040222e-10
0,-52578380291265.02,-28076682636524.484,-972.5860720809328,-519.2154299874978,58155173228.93479,305338.68009219534,2.9103830456733704e-10
1,-27079621851137.203,-2310594756607.8164,-1132.5306376641183,-96.3668613643861,58155173228.93479,290765.8854272205,-3.4924596548080444e-10
0,-65519969287940.95,-34985543419354.367,-960.6824772394168,-512.859128801701,71546493484.7427,305338.79603742505,0.0
1,-42057178374443.98,-3584994405854.37,-1106.292780735066,-94.1292876704724,71546493484.7427,290766.191705857,5.820766091346741e-10
0,-81246606479535.05,-43381177726971.85,-948.9002014698478,-506.5679160882223,88021416595.41045,305338.8991649669,-9.313225746154785e-10
1,-60093603097516.016,-5119603398082.721,-1084.5579337137603,-92.2771311532804,88021416595.41045,290766.40354319906,-2.3283064365386963e-10
2,-8664664604920.572,-333024195439.4729,-1214.8123995365656,-45.81517801694464,88021416595.41045,304245.2202500807,1.1641532182693481e-10
0,-100356587179575.16,-53582980339338.0,-937.18683510079,-500.3137414199148,108290000000.00012,305338.9911863664,1.1641532182693481e-10
1,-81871541586183.3,-6972509003791.049,-1065.3649558044171,-90.64230884796542,108290000000.00012,290766.5631770767,1.1641532182693481e-10
2,-32316224994853.16,-1224559590735.228,-1137.1390525307422,-42.85481247771523,108290000000.00012,303955.6285516585,-2.3283064365386963e-10
