particle_id,x,y,vx,vy,time,energy,energy error
0,-2723756123971.916,-25200983567.38208,-1154.9554943408991,-10.43313530224923,31231177147.357983,152537.4018074466,5.529727786779404e-10
0,-10637939015679.078,-96637555870.82288,-1067.9227484242126,-9.63652318867988,38422741920.10384,152055.73150552425,-6.984919309616089e-10
0,-19890536646994.508,-180119822164.38788,-1027.7922722870496,-9.27260366662508,47270299473.28769,152056.3782618671,-5.820766091346741e-10
0,-30907198271830.363,-279505705665.4379,-998.5619502824557,-9.008097785294725,58155173228.93479,152056.73096983135,1.1641532182693481e-10
0,-44107465943850.61,-398582850932.5438,-974.3367293278502,-8.789106442321447,71546493484.7427,152056.97680673434,0.0
0,-59974060383420.13,-541706445854.4607,-952.9096168380972,-8.59552580232171,88021416595.41045,152057.1638159253,-4.656612873077393e-10
1,6126213003120.067,9618103848.851955,1219.5193809269904,0.8983465537647459,88021416595.41045,277704.9549061926,2.3283064365386963e-10
2,329898600472316.3,3450020011909.371,62984.85703793879,658.3364312293728,88021416595.41045,1983575381.960369,-2.384185791015625e-07
0,-79079314053459.69,-714039175657.0654,-933.2057798062116,-8.417584237250985,108290000000.00012,152057.3136246925,2.3283064365386963e-10
1,29518092135090.62,26173683715.582645,1119.3561341854818,0.7816112362532448,108290000000.00012,276839.96725501225,-2.3283064365386963e-10
2,1606490963709780.0,16793342695787.258,62983.16897203826,658.3188089705462,108290000000.00012,1983575428.3141007,-7.152557373046875e-07
