particle_id,x,y,vx,vy,time,energy,energy error
0,-1565551870800.0083,-101251850102.33426,-1095.2327527161349,-68.67312967544633,20634234114.824,47374.098677777685,2.3283064365386963e-10
0,-6469256946086.439,-408347049213.3079,-996.161513014411,-62.35594317446895,25385653841.099422,46600.30114733015,-6.912159733474255e-10
0,-12152575445705.756,-764042069244.9043,-952.8573932565668,-59.62852416003868,31231177147.357983,46601.09675820591,-5.238689482212067e-10
1,-2261536833882.32,-102712874780.33418,-1078.8434469938545,-47.374451706257794,31231177147.357983,51577.394996160176,6.984919309616089e-10
0,-18883624894918.26,-1185231446805.2766,-921.3756025214162,-57.65102561703684,38422741920.10384,46601.52258017886,-6.984919309616089e-10
1,-9540208006276.5,-421879007810.27856,-974.9311182673292,-42.7276772403519,38422741920.10384,50682.04374625295,4.656612873077393e-10
0,-26913235137859.76,-1687627889731.058,-895.2646966097227,-56.01298643957707,47270299473.28769,46601.82220635069,1.2369127944111824e-10
1,-17948569931912.375,-790317634915.6947,-930.4390138342858,-40.76482523467894,47270299473.28769,50682.76851239934,2.3283064365386963e-10
2,-3210815868457.526,-102454611590.8856,-1057.7730157839026,-32.503613514771985,47270299473.28769,49852.890002457774,-5.820766091346741e-10
0,-36525782596117.375,-2289028225737.868,-872.1318213972463,-54.56286541239576,58155173228.93479,46602.05245606194,2.3283064365386963e-10
1,-27887472358437.24,-1225729674765.0054,-898.1123597809938,-39.3427884820426,58155173228.93479,50683.14196559286,-2.3283064365386963e-10
2,-13942450101209.94,-431639585801.35895,-946.9611199994486,-29.028993988898016,58155173228.93479,48777.05175027461,-4.656612873077393e-10
0,-48055536305983.84,-3010345557913.4395,-850.815532189382,-53.22728573405739,71546493484.7427,46602.23886082991,-1.1641532182693481e-10
1,-39724236900548.42,-1744227281298.9507,-871.2915983970653,-38.16457281045511,71546493484.7427,50683.40289882955,-1.1641532182693481e-10
2,-26282727119875.35,-809846073980.4476,-900.8949946235492,-27.606559461168267,71546493484.7427,48777.71907665237,2.9103830456733704e-10
0,-61899629117951.78,-3876423187889.656,-830.6598946953784,-51.96487163193985,88021416595.41045,46602.39496559842,-2.9103830456733704e-10
1,-53872908740586.33,-2363951900043.5464,-847.5144915222954,-37.12091095393159,88021416595.41045,50683.602335762815,-2.9103830456733704e-10
2,-40829237831333.86,-1255558681121.7295,-867.4484323206324,-26.577077159270985,88021416595.41045,48778.04613519122,-1.1641532182693481e-10
0,-78531488569449.22,-4916875646368.3545,-811.2555935106102,-50.74983229586682,108290000000.00012,46602.528776405845,2.9103830456733704e-10
1,-70818494928883.75,-3106147063157.1426,-825.5871668327534,-36.1589597724336,108290000000.00012,50683.76308579696,4.0745362639427185e-10
2,-58113301858195.32,-1785081728426.5652,-839.6839255230556,-25.72378061264584,108290000000.00012,48778.27309717482,1.0913936421275139e-10
