particle_id,x,y,vx,vy,time,energy,energy error
0,-780194762550.9368,-2066378737.325704,-1069.8238080348472,-2.7348483607619665,11081239813.408297,-31747.817662312184,-2.6775524020195007e-09
0,-3333856646491.9546,-8584200526.109062,-962.7788447410676,-2.4559363918655475,13632903284.319042,-32721.273214829387,1.7462298274040222e-10
0,-6277806766174.33,-16092357520.58471,-917.5425903609128,-2.33974653081458,16772135166.203262,-32720.290094602504,-1.1641532182693481e-10
0,-9753358193135.607,-24954279225.347664,-884.6862151148443,-2.2556087453144777,20634234114.824,-32719.75881346816,-7.021299097687006e-10
0,-13888290125451.402,-35496218684.31885,-857.4197621797084,-2.185885541430562,25385653841.099422,-32719.38105306349,3.637978807091713e-12
0,-18826101689399.31,-48084125048.55414,-833.237564973052,-2.12410158655753,31231177147.357983,-32719.087861900392,-3.4924596548080444e-10
1,-1852942419299.5488,-1608937804.597191,-1020.2274386936872,-0.844917130109083,31231177147.357983,-32245.87890529156,-1.0550138540565968e-09
0,-24734509599149.945,-63145551121.78024,-810.9254279842169,-2.067127551553136,38422741920.10384,-32718.848217925,-4.656612873077393e-10
1,-8584902423991.127,-7169069303.785622,-893.1633604048718,-0.7370206455035463,38422741920.10384,-33761.29284343205,4.656612873077393e-10
0,-31811838814117.89,-81186006430.26395,-789.7975043478237,-2.0131988860699304,47270299473.28769,-32718.64564076159,-3.4924596548080444e-10
1,-16245869336244.863,-13488825816.69575,-843.8113506853534,-0.695938419379727,47270299473.28769,-33760.48336142243,2.3283064365386963e-10
0,-40293446600276.84,-102805353018.96152,-769.42506495633,-1.9612139265783093,58155173228.93479,-32718.47037650988,-2.2919266484677792e-10
1,-25221646195097.934,-20890654635.10315,-808.0224681558934,-0.6662617691736863,58155173228.93479,-33760.08427765389,-1.1641532182693481e-10
2,977666754952770.0,201035372123.11807,362674.3590361068,74.51380963557145,58155173228.93479,65766233699.096016,0.0
3,704671231265214.5,106192876621.30704,261453.12183597032,39.34569702047228,58155173228.93479,34178731800.93982,0.0
0,-50458791165351.46,-128715830197.2294,-749.5195201103832,-1.9104318246938128,71546493484.7427,-32718.31618936564,-5.857145879417658e-10
1,-35831319349820.07,-29638253527.356728,-778.2737862928741,-0.6416391164153386,71546493484.7427,-33759.80791220488,2.3283064365386963e-10
2,5834352772291689.0,1198873139896.1675,362674.10536978993,74.51375560971587,71546493484.7427,65766233389.075455,0.0
3,4205869952527122.5,633083142426.9177,261452.7168014158,39.34563656821015,71546493484.7427,34178730790.74534,0.0
0,-62639419873243.39,-159762417312.14313,-729.8749458170769,-1.860324363043968,88021416595.41045,-32718.178851061093,1.7462298274040222e-10
1,-48424478187412.98,-40019980035.681564,-751.8186554450429,-0.619766469366621,88021416595.41045,-33759.59565971856,0.0
2,1.1809380450742778e+16,2426481468140.932,362674.07364593056,74.51374909116257,88021416595.41045,65766233389.07548,0.0
3,8513282739774894.0,1281299386438.6912,261452.65575601853,39.34562737997375,88021416595.41045,34178730790.745323,0.0
0,-77228045063882.2,-196945965667.96933,-710.3370117725441,-1.8104959385598125,108290000000.00012,-32718.055356203404,4.0745362639427185e-10
1,-63403470934951.04,-52367514118.61909,-727.3299774586349,-0.5995344197832541,108290000000.00012,-33759.42349450337,-2.3283064365386963e-10
2,1.916027002139936e+16,3936769577676.095,362674.06176153553,74.5137466493001,108290000000.00012,65766233389.075485,0.0
3,1.3812557430466334e+16,2078779476132.592,261452.63288767668,39.34562393822932,108290000000.00012,34178730790.745323,0.0
