particle_id,x,y,vx,vy,time,energy,energy error
0,-930244393013.7504,-10481440355.944336,-1059.5121905531728,-11.499514460092945,13632903284.319042,-31904.13728970336,-2.3646862246096134e-10
0,-4031704271764.153,-44084994224.50794,-949.1049651090716,-10.276902552765408,16772135166.203262,-32966.85033284337,-4.656612873077393e-10
0,-7599130405603.474,-82704635042.45718,-903.1184768678896,-9.775359163712425,20634234114.824,-32965.905137489724,0.0
0,-11805098335348.336,-128225697127.974,-869.7283658854142,-9.4123460803476,25385653841.099422,-32965.40354916558,3.4924596548080444e-10
0,-16803351656962.088,-182314608708.86783,-842.0117259318922,-9.11146695518448,31231177147.357983,-32965.048000001465,-1.0477378964424133e-09
1,-1852965836146.264,-9911597394.736488,-1020.2212514469522,-5.2048819300145945,31231177147.357983,-32235.96949859668,6.948539521545172e-10
0,-22765835755847.84,-246832643695.2433,-817.4189718356071,-8.84473704376572,38422741920.10384,-32964.772671267274,5.820766091346741e-10
1,-8584908360314.002,-44163398329.43897,-893.16230455014,-4.540238182211363,38422741920.10384,-33751.28840916045,0.0
0,-29893009127261.09,-323948860679.7717,-794.7153837235919,-8.598642145555694,47270299473.28769,-32964.548024015385,1.1641532182693481e-10
1,-16245872217294.766,-83094767279.65479,-843.8115745740618,-4.287167323805541,47270299473.28769,-33750.47893727152,-3.4924596548080444e-10
0,-38421416904110.57,-416222395559.8137,-773.2034116678695,-8.36556137632283,58155173228.93479,-32964.35838965868,2.3283064365386963e-10
1,-25221656874389.73,-128692045869.39258,-808.0236108233315,-4.104355958959132,58155173228.93479,-33750.07989181916,1.1641532182693481e-10
0,-48631198901627.11,-526683809396.2764,-752.4466430666113,-8.140733074580242,71546493484.7427,-32964.19450336043,-1.7462298274040222e-10
1,-35831350787956.164,-182579693208.4348,-778.2757008293366,-3.952677799582173,71546493484.7427,-33749.803528377146,-1.1641532182693481e-10
0,-60854272476505.22,-658923659019.3258,-732.1508428509051,-7.920950127679298,88021416595.41045,-32964.05044514587,3.4924596548080444e-10
1,-48424547189920.05,-246534088153.28967,-751.8212683285457,-3.8179400256675615,88021416595.41045,-33749.591277570114,-3.4924596548080444e-10
0,-75483500896195.02,-817191696956.7675,-712.1055251107314,-7.703920202302711,108290000000.00012,-32963.92220222842,-2.3283064365386963e-10
1,-63403599858993.51,-322598495914.95685,-727.3332500933748,-3.693308568116574,108290000000.00012,-33749.419113861746,-1.7462298274040222e-10
