particle_id,x,y,vx,vy,time,energy,faug
c_uint(0),-7207057589739.125,0.0,953.0063328393662,10.557500648500294,39317722551.05421,9777.764020959905,1.1923795037673521
c_uint(0),-2302055022264.117,-1379382153963.3193,-878.8073480603831,-493.52541382415546,48371366194.027695,-23213.343678800855,1.1953950260189583
c_uint(0),-11216590823159.332,-6365599131290.245,-761.396708952769,-425.3215428033075,59509781230.04202,-24970.45854925597,1.198558786860559
c_uint(0),-21315154933190.266,-12004332087962.857,-717.1651111313486,-400.3254805085718,73213025405.1978,-24969.75096975855,1.201882653462352
c_uint(0),-33115430563557.09,-18590067259398.836,-685.0791920475403,-382.2864304513246,90071698772.70834,-24969.44284538523,1.2053801215452586
c_uint(0),-47031475121999.5,-26354596561917.008,-658.3810809210502,-367.3131495808635,110812398134.08295,-24969.24170289008,1.209066513714541
c_uint(0),-63512724584515.78,-35548837703387.62,-634.6091083646858,-354.0003649701986,136329032843.19043,-24969.092339050607,1.2129592408244985
c_uint(1),-24989524496961.637,0.0,860.6923272566771,3.5384106283205465,136329032843.19043,9570.65127513354,1.2129592408244985
c_uint(0),-83073278616148.81,-46459566845434.836,-612.5740074773919,-341.6722561793382,167721351662.03262,-24968.97516186736,1.2170781344553068
c_uint(1),-6759533026746.492,-1156408107241.3115,-953.2608412331726,-150.0008006513161,167721351662.03262,-23985.760792443703,1.2170781344553068
c_uint(0),-106309908381759.5,-59419562626182.734,-591.6020850223914,-329.9471249625234,206342341148.24,-24968.879940396873,1.2214458637604413
c_uint(1),-38607556096611.84,-6127819210545.531,-770.0421387628076,-119.93133676156,206342341148.24,-27089.40884768986,1.2214458637604413
c_uint(0),-133917792972683.8,-74816415326400.98,-571.2685812864397,-318.58484207528136,253856538410.99423,-24968.80068891775,1.2260884559691192
c_uint(1),-73692506067768.44,-11588599666151.51,-712.8795832253668,-110.90480344879495,253856538410.99423,-27088.856061367405,1.2260884559691192
c_uint(0),-166706022915865.84,-93101183730820.2,-551.2831691087027,-307.42156883908956,312311771473.5799,-24968.73360982904,1.231035947426454
c_uint(1),-114066488958557.22,-17867820417046.324,-671.4851688916739,-104.40886995054892,312311771473.5799,-27088.608542986476,1.231035947426454
c_uint(0),-205613254355113.16,-114797126620555.97,-531.433734310958,-296.3377889429202,384227419201.0384,-24968.676142085547,1.2363232022482937
c_uint(1),-161042075574768.8,-25170680314321.324,-636.9047422614102,-98.99836674458693,384227419201.0384,-27088.49009675681,1.2363232022482937
c_uint(0),-251723196750567.88,-140508336624139.31,-511.5558554841382,-285.2409899290516,472702994732.8769,-24968.62647535687,1.2419909495882262
c_uint(1),-215955537204973.22,-33705126403609.19,-605.9314008082464,-94.16091627130051,472702994732.8769,-27088.404447094043,1.2419909495882262
c_uint(0),-306279072535271.2,-170927797864976.5,-491.514806135222,-274.05546915348134,581551732289.3479,-24968.58328371434,1.2480871102527356
c_uint(1),-280268593955334.5,-43698273036406.25,-577.0185234184861,-89.65075048092098,581551732289.3479,-27088.338682451053,1.2480871102527356
c_uint(0),-370695558063958.0,-206844037055085.34,-471.1941061834583,-262.71586083469833,715464934847.427,-24968.545572327537,1.2546685119097516
c_uint(1),-355608292599610.8,-55402748156401.88,-549.2823743894998,-85.32795912647508,715464934847.427,-27088.28621445864,1.2546685119097516
c_uint(0),-446565867330360.7,-249145064551753.84,-450.4876519497919,-251.16269472213645,880214165954.1044,-24968.512586757453,1.2618031340356652
c_uint(1),-443785095898797.1,-69099551240557.664,-522.1544275952244,-81.10279898681272,880214165954.1044,-27088.24328246084,1.2618031340356652
