particle_id,x,y,vx,vy,time,energy,faug
c_uint(0),-5858116340692.044,0.0,1024.1672190502945,3.597873239496944,31958644715.570248,66150.9547492885,1.179424574248974
c_uint(0),-2590884343600.968,-525676845838.12506,-1035.7452279507286,-202.01230741838262,39317722551.05421,33192.38039115665,1.1818672819524578
c_uint(1),-7207057589739.125,0.0,1009.5310271242739,3.134928651684307,39317722551.05421,65192.85964714119,1.1818672819524578
c_uint(0),-11322201496621.459,-2225454779716.3296,-925.8758491311518,-180.12557667917878,48371366194.027695,32085.511687774153,1.1844126877240322
c_uint(1),-3092935851346.243,-537784432741.2626,-1030.2790478188997,-171.83493208653243,48371366194.027695,32115.383511711843,1.1844126877240322
c_uint(0),-21355226836298.074,-4176888055865.6553,-880.410141839709,-171.21325255522555,59509781230.04202,32086.184050112497,1.187068144281339
c_uint(1),-13736549969127.887,-2309289877226.434,-915.8671130235635,-152.32420413859896,59509781230.04202,30899.81751736143,1.187068144281339
c_uint(0),-33176995371248.93,-6475631626098.949,-847.4006938674385,-164.76410573054144,73213025405.1978,32086.493305000477,1.1898417819960645
c_uint(1),-25934552670553.57,-4337514731625.7207,-869.3302840385497,-144.5229979458584,73213025405.1978,30900.46394861245,1.1898417819960645
c_uint(0),-47218490366911.98,-9205622898755.62,-819.9958008014133,-159.41838254955616,90071698772.70834,32086.703309822362,1.1927426109369252
c_uint(1),-40284795886234.14,-6722926825878.075,-835.5553757969179,-138.88078407842045,90071698772.70834,30900.750608018658,1.1927426109369252
c_uint(2),-16510415103967.879,0.0,953.8827138134168,1.2623120363668325,90071698772.70834,66263.30282529001,1.1927426109369252
c_uint(0),-63960819768667.305,-12460430224612.264,-795.6740639966445,-154.6785114970387,110812398134.08295,32086.859496003308,1.1957806422569477
c_uint(1),-57306875791027.78,-9552046963397.156,-807.5060308642112,-134.20277780895992,110812398134.08295,30900.943775641033,1.1957806422569477
c_uint(2),-6192997143168.823,-408553964162.421,-1005.131771067291,-62.94355783676793,110812398134.08295,32820.40145985078,1.1957806422569477
c_uint(0),-83964225534706.0,-16348965921190.057,-773.2146680246734,-150.30429229728526,136329032843.19043,32086.981974973693,1.1989670325131667
c_uint(1),-77577928828650.97,-12920830282555.809,-782.5987665368334,-130.0528691957214,136329032843.19043,30901.086715607962,1.1989670325131667
c_uint(2),-29548487550186.086,-1866406068780.8801,-870.6959970749492,-54.29147581811342,136329032843.19043,31093.091828287463,1.1989670325131667
c_uint(0),-107889163266907.86,-20999602681088.39,-751.9278335931635,-146.16026774886205,167721351662.03262,32087.08130996459,1.202314255497852
c_uint(1),-101767952703042.33,-16940618999281.285,-759.5835210087616,-126.22069202563006,167721351662.03262,30901.198305034486,1.202314255497852
c_uint(2),-56003085677252.85,-3515387235488.2964,-820.0733220632126,-51.104933919682935,167721351662.03262,31093.643737774575,1.202314255497852
c_uint(0),-136517063371684.23,-26564215358689.734,-731.3818246410682,-142.1617712823302,206342341148.24,32087.163704964914,1.2058363075400862
c_uint(1),-130664741255831.11,-21742306983498.8,-737.7538059858177,-122.58759297042599,206342341148.24,30901.288434093876,1.2058363075400862
