particle_id,x,y,vx,vy,time,energy,faug
c_uint(0),-13420169231041.754,0.0,877.0351298678667,205.86505114554842,73213025405.1978,3175.7088499102974,1.2082990881281244
c_uint(0),2885218740348.1245,2302120930390.014,1012.6414143238107,-149.56260480398385,90071698772.70834,-7110.669891321624,1.21037081474933
c_uint(0),21202417464901.91,-1712847471440.487,826.6802896219241,-197.08701028155426,110812398134.08295,-10534.764856123016,1.2131224443825712
c_uint(0),41506012351641.086,-6652359927494.074,771.0664063848926,-190.1448643521642,136329032843.19043,-10534.100655578659,1.2164122423638295
c_uint(0),65053494075169.54,-12507906993379.766,732.1159397167438,-183.23353844306354,167721351662.03262,-10533.821374537132,1.2201567408389506
c_uint(0),92675390326284.78,-19454690605711.047,700.2059246320936,-176.80026371020716,206342341148.24,-10533.662521505466,1.2243106071204652
c_uint(0),125241540605920.12,-27704604645943.227,672.0241766623392,-170.71738217715017,253856538410.99423,-10533.547475542757,1.228854855482404
c_uint(0),163730474357738.78,-37505933227678.33,646.0187728921744,-164.85801370168147,312311771473.5799,-10533.458991771942,1.2337898528736484
c_uint(0),209264817318094.72,-49148093863836.24,621.3266130413729,-159.12738199259553,384227419201.0384,-10533.388282726519,1.239131274467538
c_uint(0),263138300375521.0,-62967180551814.03,597.4093260968871,-153.45514000502752,472702994732.8769,-10533.330305831681,1.244908012974616
c_uint(0),326839588982880.6,-79351630164282.2,573.9006467907471,-147.78716327061,581551732289.3479,-10533.28192003441,1.2511615042553272
c_uint(0),402073518948068.94,-98747605717998.0,550.5327137517894,-142.0798149726688,715464934847.427,-10533.241052192898,1.2579462066229168
c_uint(0),490778381005504.44,-121663553521585.62,527.0964757478177,-136.29608944116038,880214165954.1044,-10533.206280699,1.265331161468421
