particle_id,x,y,vx,vy,time,energy,faug
c_uint(0),-37823175895448.43,0.0,811.9092111665028,84.9800656558209,206342341148.24,230.1476754223113,1.2259539471680025
c_uint(0),5523869951537.365,-2002784678119.1304,664.2360254119029,-822.7090328206901,253856538410.99423,-19953.304203203297,1.2303793221512187
c_uint(1),-46532672117113.83,0.0,795.4152129920471,76.55018325729485,253856538410.99423,219.84034390863962,1.2303793221512187
c_uint(0),32639384494269.78,-41931674138753.21,413.81410141873727,-630.1017725756733,312311771473.5799,-26002.869353969174,1.235259966634129
c_uint(1),5772830946278.642,-2914497438758.917,573.5491539071104,-906.6075495342726,312311771473.5799,-20908.39528203965,1.235259966634129
c_uint(0),60879193157359.41,-85223843092878.45,376.1130810483338,-579.311524122684,384227419201.0384,-26003.772343775054,1.240595076189484
c_uint(1),32318785514463.83,-54871735488842.81,323.9247828748778,-660.1856858964888,384227419201.0384,-27594.00154741184,1.240595076189484
c_uint(0),92926277735834.69,-134734027619562.55,350.3254281378321,-542.5265394228026,472702994732.8769,-26003.50343993859,1.2464030798834758
c_uint(1),59400755991141.57,-110503106758472.27,292.1874240734572,-603.5226672743894,472702994732.8769,-27597.021922707994,1.2464030798834758
c_uint(2),-86647890183828.8,0.0,743.6855673258929,43.69247097895962,472702994732.8769,214.1652491663117,1.2464030798834758
c_uint(0),129845563370216.38,-192015398828208.38,329.2972660322536,-511.71838387486656,581551732289.3479,-26003.39682657199,1.2527191415469925
c_uint(1),89941594810891.22,-173811181135219.3,270.66745106568123,-562.6664064497306,581551732289.3479,-27596.749355592416,1.2527191415469925
c_uint(2),2528747242669.023,-8205822718154.01,-112.34971031893242,-1132.5523459233095,581551732289.3479,-25579.43877336604,1.2527191415469925
c_uint(0),172634915580076.88,-258598006369459.1,310.69963545346377,-484.03025539831015,715464934847.427,-26003.3257368911,1.2595945160876445
c_uint(1),124945283299332.72,-246739653398926.7,253.16993674163163,-528.4645028375209,715464934847.427,-27596.642985728628,1.2595945160876445
c_uint(2),-16971656129189.633,-108494066909669.6,-138.12596871582917,-659.9230846605576,715464934847.427,-34126.81936570199,1.2595945160876445
c_uint(3),-131146888840999.3,0.0,706.0464552901649,28.14466844774564,715464934847.427,224.57634444860741,1.2595945160876445
c_uint(0),222339612118572.7,-336113053053137.75,293.46077552228417,-458.08397438746573,880214165954.1044,-26003.271813638537,1.2670974526433525
c_uint(1),165316994071246.78,-331148058957798.2,237.70752493951818,-497.70122257328796,880214165954.1044,-27596.57874534931,1.2670974526433525
c_uint(2),-38661560356574.45,-210845835126638.44,-126.2157994731386,-590.4111217529686,880214165954.1044,-34146.374947887874,1.2670974526433525
c_uint(3),-1447475138909.9377,-7919907194899.061,-673.512471237823,-1135.128692894003,880214165954.1044,-26349.125941930222,1.2670974526433525
