particle_id,x,y,vx,vy,time,energy,faug
c_uint(0),-10908323083077.191,0.0,1105.0169767016923,0.12817268292109826,59509781230.04202,193995.24220824032,1.1668472505762217
c_uint(0),-5880464284027.001,-45345294923.02011,-1119.0593127179004,-8.391501614907293,73213025405.1978,161641.92518834828,1.1688063114972849
c_uint(0),-23742023204376.066,-179147741016.37695,-1024.9252021260247,-7.674783402718491,90071698772.70834,160994.12505995622,1.17083603938413
c_uint(0),-44517936721872.09,-334698327419.62683,-982.8465192517436,-7.357909220152596,110812398134.08295,160994.60070494364,1.1729407875771034
c_uint(0),-69177717338464.49,-519297939090.1916,-952.2337137252177,-7.127943433308461,136329032843.19043,160994.82285778428,1.1751252943818926
c_uint(0),-98648643970549.0,-739894553707.3115,-926.8523031179143,-6.937498525946399,167721351662.03262,160994.96998913767,1.1773947279666082
c_uint(0),-133988568128549.31,-1004407941255.8358,-904.3813594034326,-6.7690078559737765,206342341148.24,160995.07659995995,1.1797547378322306
c_uint(0),-176445510019867.84,-1322179290412.9421,-883.6929092764494,-6.6139530247210665,253856538410.99423,160995.15794659546,1.1822115140265603
c_uint(0),-227506623473326.7,-1704338603621.998,-864.149900331907,-6.467529880898406,312311771473.5799,160995.22202518352,1.1847718555036801
c_uint(0),-288949808522113.1,-2164191287426.6646,-845.3551932233261,-6.326746517913593,384227419201.0384,160995.27351839613,1.1874432493655342
c_uint(0),-362902266291493.5,-2717656494142.2217,-827.0429359353757,-6.189601623868797,472702994732.8769,160995.3153921109,1.1902339630817678
c_uint(0),-451908422079784.7,-3383775489222.085,-809.0250993757496,-6.054680591711398,581551732289.3479,160995.34963506646,1.1931531522739698
c_uint(0),-559009192248631.94,-4185304871423.9424,-791.1625667946856,-5.92093733297002,715464934847.427,160995.37763522586,1.196210987279695
c_uint(0),-687834499029403.8,-5149408912347.446,-773.3483189787916,-5.787567478339583,880214165954.1044,160995.40038387483,1.1994188024746997
c_uint(1),-161345921730284.2,0.0,919.4198241428766,0.008014833915770571,880214165954.1044,187170.19896692614,1.1994188024746997
