particle_id,x,y,vx,vy,time,energy,faug
c_uint(0),-24989524496961.637,0.0,850.8542999569006,0.003597542857874919,136329032843.19043,1145.269885033602,1.2154444574195333
c_uint(0),-6593446714049.236,-1128630727.025476,-962.7321596790745,-0.1511604256708373,167721351662.03262,-32432.11429280654,1.2197127795287366
c_uint(0),-38502353406471.12,-6095085014.437339,-769.482206847276,-0.11947733516159867,206342341148.24,-35731.5150479732,1.2242452711730891
c_uint(0),-73519341608066.06,-11528417461.890156,-710.7536356531562,-0.11022900316752715,253856538410.99423,-35730.95983056462,1.2290703569459038
c_uint(1),-46532672117113.83,0.0,800.2528624873069,0.0018921248227007689,253856538410.99423,1149.5164973083301,1.2290703569459038
c_uint(0),-113733727693889.42,-17763191677.87292,-668.229754351448,-0.10357518886334609,312311771473.5799,-35730.700552947295,1.234220936252525
c_uint(1),-9605657576100.389,-834792151.4111953,-966.1185098818455,-0.07479576694370688,312311771473.5799,-32048.479784310097,1.234220936252525
c_uint(0),-160438699168107.38,-25001011841.5578,-632.6851953277952,-0.09803039576201718,384227419201.0384,-35730.580649205745,1.23973533179344
c_uint(1),-66082698555185.234,-5138352618.354072,-719.5065278920339,-0.05461388088628997,384227419201.0384,-36640.189361313765,1.23973533179344
c_uint(0),-214937763921537.16,-33444097658.124493,-600.8220869531293,-0.09306904147912021,472702994732.8769,-35730.49384858459,1.2456584959315131
c_uint(1),-126627863159980.72,-9729412234.027601,-655.9550345209686,-0.04970478974212109,472702994732.8769,-36640.66732144705,1.2456584959315131
c_uint(0),-278646152509376.2,-43311630463.69649,-571.049739007949,-0.08843902621658362,581551732289.3479,-35730.42704410854,1.2520435621210904
c_uint(1),-195342655132464.6,-14933803494.032972,-609.9303363884575,-0.04617800530344135,581551732289.3479,-36640.399411311926,1.2520435621210904
c_uint(0),-353127346253445.5,-54845568246.21023,-542.4577345568775,-0.08399661518895657,715464934847.427,-35730.373593533615,1.2589538644877034
c_uint(1),-274288675141983.34,-20909033670.01826,-571.3111034462862,-0.0432300657980004,715464934847.427,-36640.29193209519,1.2589538644877034
c_uint(0),-440105861971142.6,-68312675269.950806,-514.4583446579275,-0.07964930254770423,880214165954.1044,-35730.3297041161,1.2664656021885832
c_uint(1),-365408470816917.7,-27802372833.11726,-536.5127194216294,-0.04058001446419634,880214165954.1044,-36640.22741729897,1.2664656021885832
