particle_id,x,y,vx,vy,time,energy,faug
c_uint(0),-20312248095560.734,0.0,866.1666077337866,0.24435756590637783,110812398134.08295,364.90286495990586,1.2116220710150383
c_uint(0),-5702714330041.347,-67154027591.03751,-966.0845947861222,-10.506053181589316,136329032843.19043,-33252.623456861416,1.2156629658056857
c_uint(0),-32045055734955.656,-351504612570.2405,-784.6447857223646,-8.451937551553028,167721351662.03262,-36245.929893793946,1.2199445457550224
c_uint(0),-61122231765374.97,-664520680923.1271,-727.2503065733837,-7.825457343557551,206342341148.24,-36245.34555013251,1.2244916933743277
c_uint(0),-94617988197724.95,-1024844459453.1765,-685.6904252155358,-7.37452354431157,253856538410.99423,-36245.08450576832,1.2293330483523666
c_uint(0),-133627598566699.56,-1444315512928.0774,-650.9844855143884,-6.999029763558795,312311771473.5799,-36244.95300390295,1.2345017698399008
c_uint(0),-179271709486715.06,-1934995588565.6736,-619.9134077975949,-6.663439877371535,384227419201.0384,-36244.85734409423,1.2400364967496573
c_uint(0),-232780779252643.22,-2510109104117.0854,-590.9249104851716,-6.35070709403899,472702994732.8769,-36244.78348519356,1.24598256984504
c_uint(0),-295529554937518.1,-3184421825803.708,-563.132818161245,-6.0511341610296405,581551732289.3479,-36244.724224942765,1.2523936043549757
c_uint(0),-369054344002684.4,-3974429058390.925,-535.9680700229239,-5.758511327401244,715464934847.427,-36244.67542235463,1.2593335385123599
c_uint(0),-455058206322877.1,-4898412205642.01,-509.0292639063498,-5.468469029387133,880214165954.1044,-36244.63450836834,1.2668793381285934
