particle_id,x,y,vx,vy,time,energy,faug
c_uint(0),-57247693328137.19,0.0,904.3890620225585,5.914918811587264,312311771473.5799,103850.60040027677,1.2014198010491914
c_uint(0),-17627567882648.863,-5322103644506.14,-944.1458643139532,-265.84646948583594,384227419201.0384,70379.80684930919,1.2048928422600425
c_uint(0),-91982280279311.9,-26146153777227.863,-792.6004003581552,-221.6169943990283,472702994732.8769,68015.72223857557,1.2085525739174885
c_uint(0),-175109534535081.22,-49377442930436.85,-740.3408551159555,-206.82781757447117,581551732289.3479,68016.13593359414,1.2124161134865603
c_uint(1),-106600193349945.23,0.0,864.9097090621104,3.4681369828722444,581551732289.3479,110692.04827581753,1.2124161134865603
c_uint(0),-271531424282121.56,-76308554356537.39,-702.4786671583173,-196.1707240323972,715464934847.427,68016.27582185794,1.2165029464056203
c_uint(1),-29338509749170.47,-4935616316495.245,-954.629172401377,-147.99590312153052,715464934847.427,77125.95127640414,1.2165029464056203
c_uint(2),-131146888840999.3,0.0,842.6351932513176,2.7623974399105693,715464934847.427,105598.56652217914,1.2165029464056203
c_uint(0),-384514427453055.8,-107855294056259.2,-670.9205761534365,-187.3108404496222,880214165954.1044,68016.34252159274,1.2208353313263405
c_uint(1),-165826078900827.28,-25933596463703.188,-774.4417043932608,-118.88573078574258,880214165954.1044,74103.09695196131,1.2208353313263405
c_uint(2),-33093529608401.26,-4341883224214.269,-954.9343379948742,-114.34058552094984,880214165954.1044,72086.32285847067,1.2208353313263405
c_uint(3),-161345921730284.2,0.0,824.7074864975999,2.339250481717855,880214165954.1044,104577.74761035101,1.2208353313263405
