x,y,e
0.9999489852316604,0.01010588749072145,1.7338567642184952e-18
0.9997959461368598,0.020210743882442022,3.4677135284369904e-18
0.9995408983457207,0.030313538181468595,6.935427056873981e-18
0.9991838679066734,0.04041323960471281,2.2182278214288845e-16
0.9987248912837958,0.05050881768496655,2.080628117062194e-17
0.9981640153530893,0.06059924237614517,2.2193117587683026e-16
0.9975012973976912,0.07068348415848774,2.7741708227495923e-17
0.9967368051020242,0.08076051414370347,2.2225603989870835e-16
0.9958706165448837,0.09082930418005374,2.222560398987083e-16
0.9949028201914639,0.10088882695735876,1.3870854113747962e-17
0.993833514884322,0.11093805611191847,2.222560398987083e-16
0.9926628098332839,0.1209759663313366,2.235507751115859e-16
0.99139082460429,0.13100153345923748,2.7741708227495923e-17
0.9900176891071838,0.1410137345998647,0.0
0.9885435435824443,0.15101154822255095,2.7741708227495923e-17
0.986968538586863,0.16099395426604887,2.2182278214288845e-16
0.9852928349781666,0.17095993424271116,2.7741708227495926e-17
0.9835166038985893,0.18090847134251045,2.235507751115859e-16
0.9816400267573933,0.1908385505368878,2.286564151278713e-16
0.979663295212341,0.20074915868241894,5.5483416454991847e-17
0.977586611150121,0.21063928462428835,0.0
0.9754101866657294,0.22050791929956012,2.2182278214288845e-16
0.9731342440408075,0.23035405584023497,2.369214385741125e-16
0.9707590157209399,0.24017668967608338,2.2182278214288845e-16
0.9682847442919154,0.2499748186372439,0.0
0.9657116824549501,0.2597474430565763,5.548341645499185e-17
0.9630400930008793,0.2694935658717591,5.5483416454991847e-17
0.9602702487833183,0.2792121927271213,5.548341645499185e-17
0.9574024326907954,0.2889023320751971,0.0
0.9544369376178595,0.2985629952779947,2.4803020921590093e-16
0.9513740664351671,0.3081931967079671,5.5483416454991847e-17
0.9482141319585492,0.31779195384867565,5.5483416454991847e-17
0.944957456917063,0.3273582873951366,5.548341645499185e-17
0.9416043739200313,0.33689122135383837,2.2865641512787125e-16
0.938155225423072,0.3463897831424217,5.548341645499185e-17
0.9346103636931233,0.35585300368901074,5.548341645499185e-17
0.9309701507724658,0.3652799175311864,2.4803020921590093e-16
0.9272349584417464,0.37466956291458986,2.286564151278713e-16
0.9234051681820079,0.38402098189114836,2.286564151278713e-16
0.9194811711357278,0.39333322041691215,1.1096683290998369e-16
0.9154633680668702,0.40260532844949215,2.2182278214288845e-16
0.9113521693199556,0.4118363600450894,0.0
0.9071479947781506,0.42102537345510577,0.0
0.9028512738203861,0.4301714312223263,2.286564151278713e-16
0.898462445277503,0.4392736002766632,2.2182278214288848e-16
0.8939819573874341,0.4483309520304513,0.0
0.8894102677494254,0.457342562473287,1.6645024936497553e-16
0.8847478432772996,0.466307512266398,2.2182278214288845e-16
0.8799951601517704,0.4752248868365376,2.2182278214288845e-16
0.8751527037718092,0.48409377646939084,0.0
0.8702209687050705,0.4929132764024856,2.4803020921590093e-16
0.8652004586373807,0.5016824869175969,2.773283833134897e-16
0.8600916863212963,0.510400513432637,4.4364556428577695e-16
0.8548951735237352,0.5190664665930201,2.4803020921590093e-16
0.8496114509726885,0.5276794623624939,0.0
0.8442410583030158,0.5362386221134269,2.7732838331348964e-16
0.8387845440013315,0.544743072716545,5.548341645499185e-17
0.8332424653499874,0.5531919466301047,2.286564151278713e-16
0.827615388370156,0.5615843819884974,5.548341645499185e-17
0.8219038877640229,0.5699195226902716,2.286564151278713e-16
0.8161085468560901,0.5781965184855697,2.286564151278713e-16
0.8102299575336016,0.586414525062964,5.5483416454991847e-17
0.8042687201860917,0.5945727041356881,1.109668329099837e-16
0.7982254436440676,0.6026702235272524,1.6645024936497553e-16
0.7921007451168273,0.6107062572564357,2.286564151278713e-16
0.7858952501294242,0.6186799856216434,0.0
0.7796095924587805,0.6265905952846256,2.48030209215901e-16
0.7732444140689586,0.6344372793535443,1.6645024936497555e-16
0.766800365045597,0.6422192374653825,2.4803020921590093e-16
0.760278103529515,0.6499356758676865,0.0
0.7536782956494966,0.6575858074996331,1.1096683290998372e-16
0.7470016154542574,0.6651688520724138,1.1096683290998369e-16
0.7402487448436026,0.6726840361489262,2.2182278214288845e-16
0.7334203734987843,0.6801305932227665,1.109668329099837e-16
0.7265171988120627,0.6875077637965147,1.1096683290998369e-16
0.7195399258154803,0.694814795459302,1.6645024936497553e-16
0.7124892671088562,0.7020509429636572,0.0
0.7053659427870069,0.7092154683016187,1.109668329099837e-16
0.6981706803662022,0.7163076407801092,0.0
0.6909042147098624,0.7233267370955621,2.4803020921590093e-16
0.6835672879535057,0.7302720414077938,2.286564151278713e-16
0.6761606494289532,0.7371428454131136,2.4803020921590093e-16
0.6686850555877976,0.7439384484166638,1.109668329099837e-16
0.6611412699241463,0.7506581574039829,2.2182278214288843e-16
0.6535300628966445,0.757301287111784,2.4803020921590093e-16
0.6458522118497866,0.7638671600979421,2.4803020921590093e-16
0.638108500934525,0.7703551068106821,5.548341645499185e-17
0.6302997210281841,0.7767644656569611,1.6645024936497553e-16
0.6224266696536858,0.7830945830700384,1.6645024936497558e-16
0.614490150898098,0.7893448135762248,2.773283833134897e-16
0.6064909753305114,0.7955145198608059,2.2865641512787125e-16
0.5984299599192552,0.8016030728331326,1.109668329099837e-16
0.5903079279484587,0.8076098516908702,2.4803020921590093e-16
0.5821257089339676,0.8135342439834026,2.286564151278713e-16
0.5738841385386255,0.8193756456743826,2.773283833134897e-16
0.5655840584869246,0.8251334612034233,2.286564151278713e-16
0.5572263164790403,0.8308071035469232,5.548341645499185e-17
0.5488117661042542,0.8363959942780202,2.4803020921590093e-16
0.5403412667537747,0.8418995636256671,0.0
1.0,0.0,0.0
0.9515986641713206,3.226401121736718,9.268385400624789e-15
0.8110847207181084,6.482568411401679,8.762214870573316e-15
0.5920738969485452,9.795383710823824,1.4052379582150578e-14
0.31578822645971605,13.186239699387453,1.89602693773225e-14
0.008999645605748847,16.668966954873028,1.4452676403312716e-14
-0.298564193514034,20.24849377748681,1.1406894989693945e-14
-0.577100516860662,23.920368640525723,1.0823131265238078e-14
-0.7996193006219376,27.67119154032708,3.3764511432270073e-14
-0.9445585917845267,31.47991245008447,2.7142622124151822e-14
-0.9978738493626609,35.31987105693426,1.063761611896168e-13
-0.9543988526538582,39.16138013039076,5.507169165895707e-14
-0.8183463057596098,42.97460220163918,1.0132298127205001e-13
-0.6028996292791722,46.73244079622282,1.4392820342479455e-13
-0.3289354933060103,50.413166070390346,1.561152321789962e-13
-0.02300087819369223,54.002520420886256,1.3165243622516354e-13
0.2852593129963791,57.495100038335906,1.2204357465554506e-13
0.5659748292838249,60.894878534200956,7.567391832139066e-14
0.7919444848636528,64.21482189974337,3.666466724449875e-14
0.941271937954691,67.4756321103478,1.0597955681723657e-13
0.9994874382891268,70.70374111160966,8.915628442665747e-14
0.9609499356505428,73.92874957775487,6.992846403893397e-14
0.8293936937234162,77.18055862276053,3.975074348336883e-14
0.6175664421375393,80.48647239933412,1.2177792023602744e-13
0.3459941299552428,83.86855234153751,5.249387092586409e-14
0.040991973331089476,87.34147942161883,8.416424924909535e-14
-0.2678854816372477,90.91113157050687,8.397549243229463e-14
-0.5507081713798986,94.57401411175947,1.1355502375489959e-13
-0.7800707278538002,98.3175983940014,1.618144916872092e-13
-0.9337480396688097,102.12153580911512,2.309522940682958e-13
-0.9968488561546772,105.95962956198059,3.1663010439382826e-13
-0.9632587411698156,109.80237312798025,2.753407523638312e-13
-0.8362325589008148,113.61980941480212,3.816435447756492e-13
-0.6280790812462017,117.3844335928213,3.500490742960781e-13
-0.3589682683363845,121.07385830193248,3.864574580929945e-13
-0.05497681682667888,124.67298296684945,2.4848331506293336e-13
0.2544386621233384,128.17545704009808,1.8368376119241855e-13
0.539295973113593,131.58429536453093,4.2862063979119665e-13
0.7719925876826274,134.91158604243074,4.988490326600216e-13
0.929980331866645,138.1773190937553,7.270373712943251e-13
0.9979502755073187,141.4074494454355,3.0736477459112104e-13
0.9693161677659554,144.63138189890154,2.4878846689639913e-13
0.8468526369254559,147.87912183625545,1.0655075173903114e-13
0.642426334592654,151.178367705963,9.41039889778427e-14
0.37584606276466026,154.5518270581444,1.1117261562582265e-13
0.07294330984877971,158.0150161942462,3.818395987370633e-13
-0.23693080731461164,161.57475664663593,4.56997514910736e-13
-0.5237496567130075,165.22851417979302,4.1535784170861824e-13
-0.7597206360850357,168.96464434912144,1.2550717409980982e-13
-0.9219782831287986,172.76352084538843,1.5183537409114857e-13
-0.9947999184536991,176.59943727503753,2.0479406945027168e-13
-0.9711291645865463,180.44309809017963,4.571980074864353e-13
-0.8532597048197936,184.264457325559,2.958672321440941e-13
