particle,time,energy,r,potential,impact parameter,v0,v
0,58085.54176031472,120750.39559264503,1975384821428571.8,-67199.99999999999,1807893310240101.0,491.4273,613.1074874647104
0,66691.12512871357,120750.39464237903,1864951889594862.5,-71065.89443314071,1807893310240101.0,491.4273,619.3808022138235
0,76571.65683823434,120750.3911049501,1746064854648761.5,-75492.42547123058,1807893310240101.0,491.4273,626.4867382094862
0,87916.0251028354,120750.3836558803,1622940183003278.5,-80406.4709279971,1807893310240101.0,491.4273,634.2820422869898
0,100941.10260943102,120750.37060474623,1504567820362873.2,-85495.82521438024,1807893310240101.0,491.4273,642.2557058043571
0,115895.8925189068,120750.35026834483,1408066586342279.0,-89950.44562345542,1807893310240101.0,491.4273,649.1545207295413
0,133066.28871219646,120750.34404227027,1361779882271945.0,-92196.62823744191,1807893310240101.0,491.4273,652.6055045426941
0,152780.5412840577,120750.39462288113,1402316778176987.5,-90225.38792613342,1807893310240101.0,491.4273,649.577990004302
0,175415.53176954575,120750.47652457435,1559694712868848.0,-83077.6173708765,1807893310240101.0,491.4273,638.4795907395174
0,201403.9780680049,120750.52782750053,1842453257681308.8,-71881.51401245005,1807893310240101.0,491.4273,620.6964505133739
0,231242.70680265786,120750.53094902834,2241862424657448.2,-59212.31318210049,1807893310240101.0,491.4273,599.938070355814
0,265502.15126021486,120750.53094902833,2748860566849657.0,-48291.23077426002,1807893310240101.0,491.4273,581.449502060649
0,304837.25648462796,120750.53094902833,3361009205473505.0,-39495.83350852457,1807893310240101.0,491.4273,566.1207723755646
1,115895.8925189068,120750.39559264503,1975384821428571.8,-67199.99999999999,1845017370596909.5,491.4273,613.1074874647104
1,133066.28871219646,120750.39145191452,1767507380885626.2,-74672.22397764599,1845017370596909.5,491.4273,625.1761598614594
1,152780.5412840577,120750.390165269,1570214683900292.5,-82625.94394403032,1845017370596909.5,491.4273,637.7716426892925
1,175415.53176954575,120750.4663418549,1426159131256709.5,-89092.3593423856,1845017370596909.5,491.4273,647.8314992098493
1,201403.9780680049,120750.54472366905,1407515977364853.0,-89976.5279818233,1845017370596909.5,491.4273,649.1949979867256
1,231242.70680265786,120750.56571133669,1582784564731909.8,-82089.97589439219,1845017370596909.5,491.4273,636.9309877933855
1,265502.15126021486,120750.56480546317,1960365364833569.0,-67712.89303744772,1845017370596909.5,491.4273,613.9437398376351
1,304837.25648462796,120750.76325921385,2505249241452552.5,-52987.087194180116,1845017370596909.5,491.4273,589.4706955454087
2,175415.53176954575,120750.39559264503,1975384821428571.8,-67199.99999999999,1506944281002311.0,491.4273,613.1074874647104
2,201403.9780680049,120750.42681564897,1595033858914228.5,-81571.94563323681,1506944281002311.0,491.4273,636.1169270643343
2,231242.70680265786,120748.76642925748,1243913414832865.5,-98284.5241665973,1506944281002311.0,491.4273,661.8659843138258
2,265502.15126021486,120480.079078994,1100825054603641.0,-106908.49499311057,1506944281002311.0,491.4273,674.3716691441072
2,304837.25648462796,120017.3809395108,1385871356465606.0,-91175.51086335679,1506944281002311.0,491.4273,649.9121352965608
3,175415.53176954575,120750.39559264503,1975384821428571.8,-67199.99999999999,1185542322140455.5,491.4273,613.1074874647104
3,201403.9780680049,120750.4300526762,1541189378969201.5,-83879.62231992085,1185542322140455.5,491.4273,639.734401720897
3,231242.70680265786,120725.49002352564,1092585201933242.6,-107090.38258685014,1185542322140455.5,491.4273,675.0049964413238
3,265502.15126021486,119736.17901304593,827260407093398.5,-128390.17355512267,1185542322140455.5,491.4273,704.4520602115783
3,304837.25648462796,118135.95642969856,1130257647730493.8,-105714.21591654688,1185542322140455.5,491.4273,669.1041359104656
4,201403.9780680049,120750.39559264503,1975384821428571.8,-67199.99999999999,1960408877181919.5,491.4273,613.1074874647104
4,231242.70680265786,120750.41231635433,1673473001818494.8,-78345.90716860011,1960408877181919.5,491.4273,631.0250700011125
4,265502.15126021486,120750.23244095973,1503230437365645.0,-85555.6758066934,1960408877181919.5,491.4273,642.3486720584906
4,304837.25648462796,120724.65211766414,1621252319094192.8,-80483.19893839941,1960408877181919.5,491.4273,634.3624375009346
5,265502.15126021486,120750.39559264503,1975384821428571.8,-67199.99999999999,1021273859083547.6,491.4273,613.1074874647104
5,304837.25648462796,120677.96415398893,1291414472036866.8,-96102.37381514974,1021273859083547.6,491.4273,658.4532450662517
6,304837.25648462796,120750.39559264503,1975384821428571.8,-67199.99999999999,1002067303802894.9,491.4273,613.1074874647104
7,304837.25648462796,120750.39559264503,1975384821428571.8,-67199.99999999999,952269898307602.4,491.4273,613.1074874647104
8,304837.25648462796,120750.39559264503,1975384821428571.8,-67199.99999999999,1706074559349984.0,491.4273,613.1074874647104
9,304837.25648462796,120750.39559264503,1975384821428571.8,-67199.99999999999,838684947688949.1,491.4273,613.1074874647104
