particle,time,energy,r,potential,impact parameter,v0,v
0,100941.10260943102,457757.997138,1975384821428571.8,-67199.99999999999,1376851407918060.8,956.826,1024.6540851799693
0,115895.8925189068,457757.993509162,1634769959761336.2,-79918.40609815846,1376851407918060.8,956.826,1036.992188598661
0,133066.28871219646,457757.9905391317,1347216193160667.5,-92919.0991543952,1376851407918060.8,956.826,1049.454229295901
0,152780.5412840577,457758.0573667904,1256541434283145.8,-97601.34601370846,1376851407918060.8,956.826,1053.906450668653
0,175415.53176954575,457758.1475162967,1516820461055872.2,-84950.68358901377,1376851407918060.8,956.826,1041.833797786682
0,201403.9780680049,457756.42097225564,2099389417376235.8,-63230.69884095274,1376851407918060.8,956.826,1020.771394400537
0,231242.70680265786,457756.42097233894,2907322655751902.0,-45659.14269521241,1376851407918060.8,956.826,1003.4097504684229
0,265502.15126021486,457756.42097233905,3898580541689891.5,-34049.79288755685,1376851407918060.8,956.826,991.7723668865713
0,304837.25648462796,457756.42097233905,5067771340465055.0,-26194.12974300026,1376851407918060.8,956.826,983.8196488334021
1,100941.10260943102,457757.997138,1975384821428571.8,-67199.99999999999,1817619763479933.8,956.826,1024.6540851799693
1,115895.8925189068,457757.9949936568,1773357038521985.8,-74450.16213433871,1817619763479933.8,956.826,1031.7055366023733
1,133066.28871219646,457757.9886343706,1680160370430039.0,-78077.9877428397,1817619763479933.8,956.826,1035.2158966874595
1,152780.5412840577,457757.98134428135,1783213449464110.2,-74077.70303533797,1817619763479933.8,956.826,1031.3444471946502
1,175415.53176954575,457756.7345415045,2130531480009943.2,-62306.45322329641,1817619763479933.8,956.826,1019.8658615374876
1,201403.9780680049,457756.7345415045,2707445558850738.0,-49029.927699210406,1817619763479933.8,956.826,1006.763787827825
1,231242.70680265786,457756.7345415045,3483482397518949.0,-38107.2285866999,1817619763479933.8,956.826,995.8553741665548
1,265502.15126021486,457756.7345415045,4442533391819904.0,-29880.66679350722,1817619763479933.8,956.826,987.5600248440717
1,304837.25648462796,457756.7345415044,5584715412313413.0,-23769.494092271274,1817619763479933.8,956.826,981.3523614214985
2,115895.8925189068,457757.997138,1975384821428571.8,-67199.99999999999,1887967670725075.8,956.826,1024.6540851799693
2,133066.28871219646,457757.9945068575,1789611511267557.2,-73837.01862195016,1887967670725075.8,956.826,1031.1110639778894
2,152780.5412840577,457757.9886801235,1766469945898213.5,-74711.6630411435,1887967670725075.8,956.826,1031.9589640303213
2,175415.53176954575,457757.8144506303,1994157544261885.0,-66567.38851048722,1887967670725075.8,956.826,1024.0363303722359
2,201403.9780680049,457757.8144506302,2489221631794406.0,-53328.26065162685,1887967670725075.8,956.826,1011.0252965205738
2,231242.70680265786,457757.81445063016,3217349770652280.0,-41259.38100074439,1887967670725075.8,956.826,999.0167120237525
2,265502.15126021486,457757.8144506303,4148996110618519.5,-31994.69376706903,1887967670725075.8,956.826,989.6994576311531
2,304837.25648462796,457757.81445063034,5274955101084564.0,-25165.306141223195,1887967670725075.8,956.826,982.7747662530347
3,152780.5412840577,457757.997138,1975384821428571.8,-67199.99999999999,1817945222611000.8,956.826,1024.6540851799693
3,175415.53176954575,457758.0131601952,1711386096114971.2,-76840.51063368564,1817945222611000.8,956.826,1034.0198487397433
3,201403.9780680049,457758.0569017314,1752228567680527.8,-75255.57422305086,1817945222611000.8,956.826,1032.4859622530296
3,231242.70680265786,457758.5552581618,2210195458366119.8,-60060.6880706071,1817945222611000.8,956.826,1017.6632481609709
3,265502.15126021486,457758.5552582402,3016912383456727.5,-44000.568504379975,1817945222611000.8,956.826,1001.7575792202624
3,304837.25648462796,457758.55525824,4087699450462585.5,-32474.466777389367,1817945222611000.8,956.826,990.1848534850747
4,175415.53176954575,457757.997138,1975384821428571.8,-67199.99999999999,1842519832141924.8,956.826,1024.6540851799693
4,201403.9780680049,457758.02067700867,1713908151355784.5,-76741.51018512053,1842519832141924.8,956.826,1033.924108300149
4,231242.70680265786,457758.04497242894,1867529834596504.5,-70973.0377340467,1842519832141924.8,956.826,1028.3297940898879
4,265502.15126021486,457758.3085552826,2506284113603446.0,-52965.208245741436,1842519832141924.8,956.826,1010.6666283211532
4,304837.25648462796,457758.3085552805,3504357652094401.0,-37880.226043898125,1842519832141924.8,956.826,995.6289816986834
5,175415.53176954575,457757.997138,1975384821428571.8,-67199.99999999999,1645099154254548.2,956.826,1024.6540851799693
5,201403.9780680049,457758.02883789694,1575928522688120.5,-82381.69018182781,1645099154254548.2,956.826,1039.3649205353477
5,231242.70680265786,457758.04600543034,1591229772758563.0,-81732.34777829463,1645099154254548.2,956.826,1038.739999984332
5,265502.15126021486,457762.26350628276,2188716119154390.0,-60650.10388432025,1645099154254548.2,956.826,1018.2459107608564
5,304837.25648462796,457762.26350490074,3193793836946104.5,-41563.69095098861,1645099154254548.2,956.826,999.3257271339404
6,175415.53176954575,457757.997138,1975384821428571.8,-67199.99999999999,2034456486249027.0,956.826,1024.6540851799693
6,201403.9780680049,457758.00616139075,1911997926192016.0,-69391.69399109801,2034456486249027.0,956.826,1026.7908259742962
6,231242.70680265786,457757.9687868769,2237670354198789.8,-59323.24202754627,2034456486249027.0,956.826,1016.9377668416324
6,265502.15126021486,457757.9687868785,2947726717178692.0,-45033.29946646235,2034456486249027.0,956.826,1002.787383499953
6,304837.25648462796,457757.9687868785,3960447478338145.0,-33517.894310190895,2034456486249027.0,956.826,991.2374721499076
