particle_id,x,y,vx,vy,time,energy,faug
0,-31459947417877.695,0.0,831.1928098053617,13.607620027829023,171628083811.6132,175.58788514486514,1.220537956103776
0,-6057169164465.706,-4364708967604.342,-815.2454370842244,-516.778378560967,211148671707.79855,-32603.21799231024,1.2251101527303003
0,-39515019983740.5,-25271746779779.938,-637.6461278246364,-396.9714926979159,259769616800.62033,-36427.52113940765,1.2299836113341778
0,-75964241118751.22,-47940559323808.65,-586.5061974622489,-364.504926724365,319586447155.70245,-36427.01345036263,1.2351911672173026
0,-117662679920516.7,-73843428806542.97,-549.419573945356,-341.1696062856497,393177225510.5421,-36426.75089447899,1.240771568353334
0,-165919046712042.66,-103800132970934.94,-518.3557667366126,-321.7069020146386,483713661940.277,-36426.639869448816,1.2467706447579023
0,-222026349611165.72,-138614642540058.86,-490.44695413673895,-304.2658420510707,595097812300.4202,-36426.56186972008,1.25324287044429
0,-287365863554826.7,-179143562952306.22,-464.307227048534,-287.95889297280434,732130254051.978,-36426.50204275522,1.2602534401027752
0,-363437728983080.2,-226316079478577.97,-439.13958078164393,-272.27842726371665,900716987727.0834,-36426.45432442834,1.2678810431695484
0,-451862663817946.06,-281135321863658.28,-414.42507577899175,-256.89538293809704,1108123981340.8296,-36426.415289083816,1.2762216081802125
0,-554360126220902.56,-344664910775608.56,-389.7893854085296,-241.573342667124,1363290328431.9043,-36426.38287085263,1.285393429701518
1,-249895244969616.3,0.0,642.2861683985816,2.059676631723726,1363290328431.9043,171.13975668433704,1.285393429701518
0,-672697593611719.2,-417997509387581.7,-364.9361410888815,-226.12583201525464,1677213516620.3262,-36426.35579124192,1.2955443129321431
1,-18200181335015.27,507859381144.3045,1217.295040407608,-5.68737791911441,1677213516620.3262,-9082.188590597243,1.2955443129321431
0,-808599105143072.8,-502198082265751.06,-339.60888825605946,-210.39206735448647,2063423411482.4,-36426.33327957247,1.3068617379170904
1,-265121054219519.97,-17618240373466.207,-567.5964619727271,-35.77742074708191,2063423411482.4,-40747.2637437057,1.3068617379170904
0,-963594090851673.6,-598210125149724.0,-313.5659991186747,-194.22105463464368,2538565384109.942,-36426.314930518056,1.31958767097805
1,-512196881721074.4,-33130999499012.64,-482.4016857673681,-30.19883010818867,2538565384109.942,-40917.59189511293,1.31958767097805
0,-1138777641298778.8,-706707008448246.0,-286.5609746222305,-177.45918674013666,3123117714735.799,-36426.300632423525,1.3340407577209272
1,-775019935259995.8,-49549528650901.74,-421.04157962244545,-26.254432293350565,3123117714735.799,-40917.28661857078,1.3340407577209272
0,-1334438509870707.2,-827861373017145.8,-258.32355762940614,-159.93842991826943,3842274192010.384,-36426.29053513236,1.3506506763661243
1,-1057862945084714.6,-67158286543354.05,-368.28201892029927,-22.89378418206355,3842274192010.384,-40917.03987254729,1.3506506763661243
0,-1549487747241250.0,-960991036147766.0,-228.53777732021524,-141.4626613250497,4727029947328.75,-36426.28504071314,1.370013398299125
1,-1361084198361330.0,-85980339862238.06,-319.20924547523776,-19.786443813770063,4727029947328.75,-40916.8456330519,1.370013398299125
0,-1780654929747657.8,-1104061032682846.0,-197.2301417955233,-122.04836287241211,5815517322893.456,-36425.87609105569,1.3929842542314603
1,-1681535872377224.2,-105814152624290.23,-271.2781260626621,-16.764650758553163,5815517322893.456,-40916.6857498783,1.3929842542314603
0,-2023715969862471.2,-1254445571216020.8,-167.06694653047836,-103.34864144764236,7154649348474.241,-36425.876091055696,1.4208436100287498
1,-2011353550969721.5,-126161116397351.8,-222.80871984570763,-13.719663273049244,7154649348474.241,-40916.678357143486,1.4208436100287498
0,-2274092005172881.5,-1409299532873225.8,-138.0090038642157,-85.33864471012332,8802141659541.008,-36425.87609105569,1.4556143232661372
1,-2338697099148343.5,-146274412037333.56,-176.88040177997345,-10.842949000999152,8802141659541.008,-40916.67835714349,1.4556143232661372
2,-1613459217302835.2,0.0,402.3352744231895,0.2880877825306759,8802141659541.008,173.9038427494379,1.4556143232661372
