particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,22083.507056806717,130768.55982449996,1975384821428572.0,-67199.99999999999,1644132696674516.2,511.407,629.2353452000292,0.0
0,25355.258602624624,130768.55972781996,1927855303709172.0,-68836.66303439137,1644132696674516.2,511.407,631.8310260856321,-1.4551915228366852e-11
0,29111.731988593485,130768.55937223794,1874127904443910.5,-70736.05382185994,1644132696674516.2,511.407,634.8300767829103,0.0
0,33424.74051075017,130768.55862869768,1813688848191018.0,-72938.91519084173,1644132696674516.2,511.407,638.2906451132421,-1.4551915228366852e-11
0,38376.73686501157,130768.55731396216,1746170779030542.8,-75488.32316218904,1644132696674516.2,511.407,642.2723417307509,-1.4551915228366852e-11
0,44062.38941279583,130768.55516935012,1671515074482048.8,-78424.62216044856,1644132696674516.2,511.407,646.8279173471082,-1.4551915228366852e-11
0,50590.39197610749,130768.55183340944,1590257624343640.2,-81773.50504008104,1644132696674516.2,511.407,651.9847496276128,0.0
0,58085.54176031472,130768.54681145128,1504028682549156.5,-85519.83437870505,1644132696674516.2,511.407,657.7056806659896,0.0
0,66691.12512871357,130768.53945575586,1416409590716028.8,-89553.33798760826,1644132696674516.2,511.407,663.8100292152328,0.0
0,76571.65683823434,130768.52899915424,1334316323334042.8,-93565.61781115756,1644132696674516.2,511.407,669.8270624725636,-1.4551915228366852e-11
0,87916.0251028354,130768.51474454778,1269896443231269.5,-96890.95065366532,1644132696674516.2,511.407,674.7732439838039,0.0
0,100941.10260943102,130768.49657136176,1242040851331508.5,-98381.43778715532,1644132696674516.2,511.407,676.9784846780835,-1.4551915228366852e-11
0,115895.8925189068,130768.4813817383,1274784117130003.2,-96632.8347060054,1644132696674516.2,511.407,674.3905635279066,0.0
0,133066.28871219646,130768.4936479844,1389996861110789.8,-90818.34862151604,1644132696674516.2,511.407,665.7129145051948,1.4551915228366852e-11
0,152780.5412840577,130768.51874789927,1598759341888158.8,-81415.24478261977,1644132696674516.2,511.407,651.4349753129917,-1.4551915228366852e-11
0,175415.53176954575,130768.54425241576,1900609485280323.5,-69793.16581220987,1644132696674516.2,511.407,633.3430509046825,0.0
0,201403.9780680049,130768.54257586732,2290325054371427.5,-57959.39739934936,1644132696674516.2,511.407,614.3743809359513,0.0
0,231242.70680265783,130768.5425758673,2765960301665565.0,-47992.68446480054,1644132696674516.2,511.407,597.9318139063481,0.0
0,265502.15126021486,130768.5425758673,3329919126026109.0,-39864.58979213033,1644132696674516.2,511.407,584.1799934403739,0.0
0,304837.256484628,130768.54257586737,3987991721777669.5,-33286.39306724232,1644132696674516.2,511.407,572.8087562932495,1.4551915228366852e-11
1,29111.731988593485,130768.55982449996,1975384821428572.0,-67199.99999999999,1807818070535932.0,511.407,629.2353452000292,0.0
1,33424.74051075017,130768.5596557705,1918879592496760.8,-69150.26434606694,1807818070535932.0,511.407,632.3271684845392,0.0
1,38376.73686501157,130768.55909678969,1855979364317736.0,-71389.9736499622,1807818070535932.0,511.407,635.8593126576851,0.0
1,44062.38941279583,130768.55793278253,1786717963847275.0,-73945.73730342674,1807818070535932.0,511.407,639.8660722935844,0.0
1,50590.39197610749,130768.55588935368,1711688321033567.8,-76828.63774577879,1807818070535932.0,511.407,644.3557924549642,1.4551915228366852e-11
1,58085.54176031472,130768.55259678912,1632469782934934.0,-80012.99654150383,1807818070535932.0,511.407,649.2789063850649,-1.4551915228366852e-11
1,66691.12512871357,130768.54758092362,1552328150752436.2,-83395.74038368757,1807818070535932.0,511.407,654.4681626551611,0.0
1,76571.65683823434,130768.54029274086,1477296372086769.8,-86724.99433638589,1807818070535932.0,511.407,659.5354950707759,0.0
1,87916.0251028354,130768.5302391446,1417614375235660.8,-89496.22255889719,1807818070535932.0,511.407,663.7239679234762,0.0
1,100941.10260943102,130768.51730916364,1388972762309401.2,-90867.8602702237,1807818070535932.0,511.407,665.7873197641832,0.0
1,115895.8925189068,130768.5023161128,1411912744597604.0,-89767.07339802245,1807818070535932.0,511.407,664.1318780394979,0.0
1,133066.28871219646,130768.48902635758,1507394398699188.5,-85369.6773334277,1807818070535932.0,511.407,657.4772488227791,0.0
1,152780.5412840577,130768.49284401284,1689952420724120.0,-77687.48283199796,1807818070535932.0,511.407,645.6871931144535,0.0
1,175415.53176954575,130768.50427898909,1964428237780700.8,-67573.76798089812,1807818070535932.0,511.407,629.8289803746525,1.4551915228366852e-11
1,201403.9780680049,130768.53220920806,2329483725885679.0,-56985.09868298371,1807818070535932.0,511.407,612.7864732387486,0.0
1,231242.70680265783,130768.53220920806,2784648325283802.0,-47670.60127295284,1807818070535932.0,511.407,597.3928916252032,0.0
1,265502.15126021486,130768.53220920812,3332078525000209.0,-39838.75500052679,1807818070535932.0,511.407,584.135749992645,0.0
1,304837.256484628,130768.53220920806,3976906611046072.0,-33379.17456529938,1807818070535932.0,511.407,572.9706917016043,0.0
