particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,115895.8925189068,405002.7000045001,1975384821428572.0,-67199.99999999999,1056045871430495.2,900.003,971.8052274036193,5.820766091346741e-11
0,133066.28871219646,405002.69447593344,1534720930855911.8,-84162.35766729427,1056045871430495.2,900.003,989.1057093589418,0.0
0,152780.5412840577,405002.7491437779,1113922894521946.0,-105697.23846735888,1056045871430495.2,900.003,1010.6433471914182,0.0
0,175415.53176954575,404996.3421888992,933885451248063.0,-117550.44270324107,1056045871430495.2,900.003,1022.2981804660913,-1.7462298274040222e-10
0,201403.9780680049,404983.2855134307,1292516885022213.8,-95704.26917659256,1056045871430495.2,900.003,1000.6873184866722,0.0
0,231242.70680265783,404983.20293735206,2032725129421643.2,-65304.38281036513,1056045871430495.2,900.003,969.8325481728452,1.1641532182693481e-10
0,265502.15126021486,404983.20293735206,2979950195055644.5,-44546.33510998033,1056045871430495.2,900.003,948.1872579267582,0.0
0,304837.256484628,404983.202937352,4098247056006045.5,-32390.88766145976,1056045871430495.2,900.003,935.2797341959376,-1.1641532182693481e-10
1,201403.9780680049,405002.7000045001,1975384821428572.0,-67199.99999999999,2096516561547848.5,900.003,971.8052274036193,5.820766091346741e-11
1,231242.70680265783,405002.7213184645,2003932168198126.5,-66242.69129795993,2096516561547848.5,900.003,970.8196666903946,5.820766091346741e-11
1,265502.15126021486,405002.7213184645,2461761679113741.0,-53923.115761469584,2096516561547848.5,900.003,958.0457578633016,1.7462298274040222e-10
1,304837.256484628,405002.7213184645,3301021898526845.0,-40213.56539901804,2096516561547848.5,900.003,943.6273488167694,5.820766091346741e-11
