particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,87916.0251028354,123376.80402449996,1975384821428572.0,-67199.99999999999,1452741291879452.0,496.743,617.3763909067142,-1.4551915228366852e-11
0,100941.10260943102,123376.80229656196,1774196092265212.0,-74418.37011970168,1452741291879452.0,496.743,628.9597322822243,0.0
0,115895.8925189068,123376.79546728283,1555256804316355.0,-83269.11063368103,1452741291879452.0,496.743,642.8777583661825,-1.4551915228366852e-11
0,133066.28871219646,123376.79377183491,1331359402272451.5,-93714.73865066178,1452741291879452.0,496.743,658.9256899264085,-1.4551915228366852e-11
0,152780.5412840577,123376.86654282844,1138764692746365.0,-104215.0719336964,1452741291879452.0,496.743,674.6731630597512,0.0
0,175415.53176954575,123376.9131578031,1058609166497354.0,-109119.81886219392,1452741291879452.0,496.743,681.9042924340586,0.0
0,201403.9780680049,123376.76967824974,1189993236879085.8,-101257.97050037562,1452741291879452.0,496.743,670.275674895972,0.0
0,231242.70680265783,123376.70028688532,1544289763122687.2,-83744.51715912975,1452741291879452.0,496.743,643.6166831989598,-1.4551915228366852e-11
0,265502.15126021486,123377.64211406454,2062188414375606.8,-64371.35378834578,1452741291879452.0,496.743,612.7789093994837,0.0
0,304837.256484628,123377.64211430514,2701585621844897.0,-49136.2772020339,1452741291879452.0,496.743,587.3907035633762,0.0
1,100941.10260943102,123376.80402449996,1975384821428572.0,-67199.99999999999,2030874305359220.8,496.743,617.3763909067142,-1.4551915228366852e-11
1,115895.8925189068,123376.80233563983,1823753334367370.5,-72567.05718747577,2030874305359220.8,496.743,626.0093601905895,-1.4551915228366852e-11
1,133066.28871219646,123376.79701105022,1686185237168015.2,-77837.44574615668,2030874305359220.8,496.743,634.3725132084569,0.0
1,152780.5412840577,123376.79907299484,1591120511267638.8,-81737.09494417421,2030874305359220.8,496.743,640.4902716156882,0.0
1,175415.53176954575,123376.85329835305,1581459036449436.2,-82146.33285593186,2030874305359220.8,496.743,641.1289825835124,1.4551915228366852e-11
1,201403.9780680049,123376.90690179323,1702113316340019.8,-77205.5665630424,2030874305359220.8,496.743,633.3758338693317,0.0
1,231242.70680265783,123376.92373520863,1975798508604078.5,-67185.92985161542,2030874305359220.8,496.743,617.3537941680185,0.0
1,265502.15126021486,123376.92373520858,2397599407271555.0,-55366.15482861814,2030874305359220.8,496.743,597.901461051613,0.0
1,304837.256484628,123376.9237352086,2955792005832931.5,-44910.41985973323,2030874305359220.8,496.743,580.150572860084,0.0
2,100941.10260943102,123376.80402449996,1975384821428572.0,-67199.99999999999,1801665216493847.2,496.743,617.3763909067142,-1.4551915228366852e-11
2,115895.8925189068,123376.80192154912,1786366721543861.0,-73958.96748694387,1801665216493847.2,496.743,628.2288904666722,1.4551915228366852e-11
2,133066.28871219646,123376.7948567345,1598422653850042.2,-81429.4018017754,1801665216493847.2,496.743,640.0096822056834,0.0
2,152780.5412840577,123376.81437961545,1439738160851776.8,-88455.57021039669,1801665216493847.2,496.743,650.8953596239754,0.0
2,175415.53176954575,123376.8982485951,1363617786870172.0,-92105.7773442278,1801665216493847.2,496.743,656.4795131499884,0.0
2,201403.9780680049,123376.96403259586,1438985703640367.2,-88490.5557184836,1801665216493847.2,496.743,650.9493371239877,0.0
2,231242.70680265783,123376.98694337896,1703401265133411.0,-77154.71189954267,1801665216493847.2,496.743,633.2956637194378,-1.4551915228366852e-11
2,265502.15126021486,123375.07696440045,2140664322986919.2,-62011.52538235261,1801665216493847.2,496.743,608.9114916746983,0.0
2,304837.256484628,123375.07696447842,2720934843707104.0,-48786.85732111911,1801665216493847.2,496.743,586.7911626560126,0.0
3,304837.256484628,123376.80402449996,1975384821428572.0,-67199.99999999999,1624908051626897.2,496.743,617.3763909067142,-1.4551915228366852e-11
4,304837.256484628,123376.80402449996,1975384821428572.0,-67199.99999999999,632403475048928.8,496.743,617.3763909067142,-1.4551915228366852e-11
