particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,58085.54176031472,543900.5112645002,1975384821428572.0,-67199.99999999999,736875404231837.0,1042.977,1105.5320088215449,0.0
0,66691.12512871357,543900.5096396684,1696333806642629.0,-77434.17572093554,736875404231837.0,1042.977,1114.7508110430815,0.0
0,76571.65683823434,543900.5027752594,1383916450657387.0,-91112.91256914484,736875404231837.0,1042.977,1126.9546710887748,0.0
0,87916.0251028354,543900.4852716317,1048438317754554.0,-109768.7993426558,736875404231837.0,1042.977,1143.3890716762055,0.0
0,100941.10260943102,543900.5191007447,745038256219295.1,-132725.72034318565,736875404231837.0,1042.977,1163.2938059182902,0.0
0,115895.8925189068,543900.4836172425,682412496288592.1,-138625.95178218567,736875404231837.0,1042.977,1168.3547709488143,0.0
0,133066.28871219646,543900.5052299858,1035337048318934.2,-110613.7184620387,736875404231837.0,1042.977,1144.1278107729263,0.0
0,152780.5412840577,543900.5641864459,1632679822058411.8,-80004.38949082373,736875404231837.0,1042.977,1117.0541201546769,0.0
0,175415.53176954575,543900.6705905059,2371130002612180.5,-55984.21843330358,736875404231837.0,1042.977,1095.340028506043,0.0
0,201403.9780680049,543900.6705905057,3233730573045474.5,-41050.37726596441,736875404231837.0,1042.977,1081.6201254197058,0.0
0,231242.70680265783,543900.6705905057,4228569170630641.0,-31392.61878982165,736875404231837.0,1042.977,1072.6539883674766,0.0
0,265502.15126021486,543900.6705905058,5371402610596559.0,-24713.44444337919,736875404231837.0,1042.977,1066.4090350647682,0.0
0,304837.256484628,543900.6705905057,6682493907416951.0,-19864.7184478035,736875404231837.0,1042.977,1061.8525218111122,0.0
1,265502.15126021486,543900.5112645002,1975384821428572.0,-67199.99999999999,955260066313126.8,1042.977,1105.5320088215449,0.0
1,304837.256484628,543493.8136687229,950756127619800.8,-119027.11207426593,955260066313126.8,1042.977,1151.1046223024116,0.0
