particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,44062.38941279583,127971.45223200013,1975384821428572.0,-67199.99999999999,1077116298784616.8,505.908,624.7742828126012,1.4551915228366852e-11
0,50590.39197610749,127971.45175349056,1860033266492344.0,-71243.35448301498,1077116298784616.8,505.908,631.2128107643341,0.0
0,58085.54176031472,127971.44991683667,1728141975344446.8,-76185.76192667257,1077116298784616.8,505.908,638.9948541944751,-1.4551915228366852e-11
0,66691.12512871357,127971.44584968688,1578055768472231.8,-82291.12183916684,1077116298784616.8,505.908,648.4790940174613,0.0
0,76571.65683823434,127971.43811457328,1408875786402106.5,-89911.73582509259,1077116298784616.8,505.908,660.1260090916974,0.0
0,87916.0251028354,127971.42428166236,1222020536717074.8,-99473.43874677752,1077116298784616.8,505.908,674.455132723356,0.0
0,100941.10260943102,127971.41048209596,1025577640965137.6,-111250.28651555616,1077116298784616.8,505.908,691.6960271646095,0.0
0,115895.8925189068,127971.47069812374,846580360634697.2,-124139.56656586652,1077116298784616.8,505.908,710.0859627735085,0.0
0,133066.28871219646,127971.3956441536,756300850987333.0,-131717.53490003324,1077116298784616.8,505.908,720.6787502683659,-1.4551915228366852e-11
0,152780.5412840577,127960.39735468265,855116265438299.5,-123465.81624364908,1077116298784616.8,505.908,709.1208833454726,1.4551915228366852e-11
0,175415.53176954575,127959.84810505684,1151939160579210.8,-103442.01316161136,1077116298784616.8,505.908,680.2967900360375,-1.4551915228366852e-11
0,201403.9780680049,127959.90587941775,1583276905884278.0,-82069.073606703,1077116298784616.8,505.908,648.118784616093,0.0
0,231242.70680265783,127959.99393749656,2108343149656475.2,-62962.17009153802,1077116298784616.8,505.908,617.9355371380328,0.0
0,265502.15126021486,127959.99393749652,2714862031647840.0,-48895.98751337917,1077116298784616.8,505.908,594.7368854390581,-1.4551915228366852e-11
0,304837.256484628,127959.99393749656,3407024588527639.5,-38962.40151802565,1077116298784616.8,505.908,577.7930346681625,0.0
